chr	start	end	interval_id	num_peaks	num_samples	DME-4_R1.mLb.clN.bool	PDR-4_R1.mLb.clN.bool	UBR-18_R1.mLb.clN.bool	UVR-11_R1.mLb.clN.bool	UVR-14_R1.mLb.clN.bool	DME-4_R1.mLb.clN.fc	PDR-4_R1.mLb.clN.fc	UBR-18_R1.mLb.clN.fc	UVR-11_R1.mLb.clN.fc	UVR-14_R1.mLb.clN.fc	DME-4_R1.mLb.clN.qval	PDR-4_R1.mLb.clN.qval	UBR-18_R1.mLb.clN.qval	UVR-11_R1.mLb.clN.qval	UVR-14_R1.mLb.clN.qval	DME-4_R1.mLb.clN.pval	PDR-4_R1.mLb.clN.pval	UBR-18_R1.mLb.clN.pval	UVR-11_R1.mLb.clN.pval	UVR-14_R1.mLb.clN.pval	DME-4_R1.mLb.clN.start	PDR-4_R1.mLb.clN.start	UBR-18_R1.mLb.clN.start	UVR-11_R1.mLb.clN.start	UVR-14_R1.mLb.clN.start	DME-4_R1.mLb.clN.end	PDR-4_R1.mLb.clN.end	UBR-18_R1.mLb.clN.end	UVR-11_R1.mLb.clN.end	UVR-14_R1.mLb.clN.end	DME-4_R1.mLb.clN.summit	PDR-4_R1.mLb.clN.summit	UBR-18_R1.mLb.clN.summit	UVR-11_R1.mLb.clN.summit	UVR-14_R1.mLb.clN.summit
chr11	65540225	65541000	Interval_3078	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.1982	4.36527	6.39995	4.37262	3.75011;3.7419	7.6391	4.16756	11.2374	5.36296	3.03552;3.02128	11.5534	7.30285	14.8182	8.79514	6.42248;6.40638	65540268	65540225	65540241	65540284	65540226;65540710	65541000	65540837	65540964	65540981	65540415;65540984	552	108	489	50	92;5
chr11	65546438	65546763	Interval_3079	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	NA	4.21048	5.60489	NA	NA	NA	3.90922	7.15342	NA	NA	NA	7.02443	10.5091	NA	NA	NA	65546438	65546477	NA	NA	NA	65546751	65546763	NA	NA	NA	39	234	NA	NA
chr11	65569814	65570456	Interval_3080	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	7.50426	6.13954	4.9728	5.61192	NA	16.0449	11.519	8.4114	8.09876	NA	19.8641	15.1146	12.0879	12.0212	NA	65569916	65569814	65569942	65569961	NA	65570442	65570440	65570456	65570429	NA	410	353	288	252
chr11	65574345	65574813	Interval_3081	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	3.54771	NA	NA	NA	NA	2.99617	NA	NA	NA	NA	6.02125	NA	NA	NA	NA	65574345	NA	NA	NA	NA	65574813	NA	NA	NA	NA	135	NA	NA	NA
chr11	65615266	65615834	Interval_3082	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	7.46601	11.7066	10.147	7.57645	7.37047	14.3198	45.7849	40.7938	29.7448	18.2838	18.8144	50.7421	45.5908	34.4694	22.966	65615324	65615285	65615300	65615266	65615325	65615732	65615833	65615816	65615834	65615793	248	179	204	233	135
chr11	65652545	65653155	Interval_3083	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	NA	5.30363	5.12099	4.29042	NA	NA	7.65715	7.63696	4.92985	NA	NA	11.0356	11.0197	8.32634	NA	NA	65652545	65652545	65652569	NA	NA	65653155	65653110	65653002	NA	NA	379	354	41	NA
chr11	65662999	65663482	Interval_3084	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	NA	4.86654	4.09295	4.18162	NA	NA	4.6945	2.97355	3.44866	NA	NA	7.87016	6.01863	6.69736	NA	NA	65662999	65663016	65663034	NA	NA	65663482	65663267	65663247	NA	NA	37	179	185	NA
chr11	65711926	65712484	Interval_3085	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.28827	6.62384	7.49811	4.86627	4.24757	5.23824	10.8372	12.3776	5.38974	2.90202	8.90179	14.3979	16.0164	8.82421	6.27251	65712004	65711926	65711931	65711967	65711959	65712238	65712270	65712484	65712285	65712176	141	115	241	126	183
chr11	65720335	65720790	Interval_3086	3	3	FALSE	TRUE	TRUE	FALSE	TRUE	NA	5.05835	5.08363	NA	4.74195	NA	4.70201	5.01775	NA	3.37157	NA	7.8782	8.2324	NA	6.7989	NA	65720531	65720335	NA	65720594	NA	65720772	65720772	NA	65720790	NA	93	259	NA	141
chr11	65833603	65833923	Interval_3087	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	5.58642	4.97426	NA	NA	NA	6.44205	4.96835	NA	NA	NA	9.75264	8.36805	NA	NA	NA	65833603	65833643	NA	NA	NA	65833912	65833923	NA	NA	NA	226	189	NA
chr11	65858187	65858420	Interval_3088	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	5.50079	5.02842	NA	NA	NA	12.341	9.84953	NA	NA	NA	15.9775	13.6246	NA	NA	NA	65858202	65858187	NA	NA	NA	65858412	65858420	NA	NA	NA	83	136	NA
chr11	65859464	65859806	Interval_3089	2	2	FALSE	FALSE	TRUE	FALSE	TRUE	NA	NA	3.86665	NA	3.62312	NA	NA	5.25613	NA	2.403	NA	NA	8.48987	NA	5.69589	NA	NA	65859464	NA	65859524	NA	NA	65859725	NA	65859806	NA	NA	63	NA	93
chr11	65873581	65873909	Interval_3090	3	3	FALSE	TRUE	TRUE	FALSE	TRUE	NA	4.00071	6.81446	NA	6.90695	NA	3.31785	10.763	NA	9.95673	NA	6.3781	14.3185	NA	14.0483	NA	65873586	65873581	NA	65873620	NA	65873767	65873834	NA	65873909	NA	82	69	NA	47
chr11	65890429	65890909	Interval_3091	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	5.62544	6.45597	4.78919	4.29683	NA	9.33543	11.3449	7.07487	3.96492	NA	12.8134	14.9314	10.648	7.46602	NA	65890456	65890429	65890517	65890434	NA	65890909	65890701	65890859	65890656	NA	187	123	121	53
chr11	65900387	65900645	Interval_3092	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	4.32038	NA	NA	NA	NA	3.33026	NA	NA	NA	NA	6.39138	NA	NA	NA	NA	65900387	NA	NA	NA	NA	65900645	NA	NA	NA	NA	198	NA	NA	NA
chr11	65919050	65919823	Interval_3093	3	3	FALSE	TRUE	TRUE	FALSE	TRUE	NA	6.28225	8.51347	NA	4.30016	NA	9.04185	17.036	NA	3.46593	NA	12.5037	20.8959	NA	6.90417	NA	65919257	65919050	NA	65919286	NA	65919500	65919823	NA	65919598	NA	41	228	NA	34
chr11	65961504	65961745	Interval_3094	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	4.37217	NA	NA	NA	NA	4.54252	NA	NA	NA	NA	7.89952	NA	NA	NA	NA	65961504	NA	NA	NA	NA	65961745	NA	NA	NA	NA	101	NA
chr11	65976529	65976718	Interval_3095	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	4.42088	NA	NA	NA	NA	2.91897	NA	NA	NA	NA	6.29135	NA	NA	NA	NA	65976529	NA	NA	NA	NA	65976718	NA	NA	NA	NA	138
chr11	65989053	65989438	Interval_3096	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	NA	6.69583	7.2043	5.27882	NA	NA	8.18916	11.006	5.44156	NA	NA	11.6013	14.5754	8.88585	NA	NA	65989145	65989053	65989124	NA	NA	65989438	65989245	65989336	NA	NA	26	125	80	NA
chr11	66002182	66002638	Interval_3097	3	3	FALSE	TRUE	TRUE	FALSE	TRUE	NA	5.83656	6.00069	NA	4.69486	NA	6.51015	7.81651	NA	3.8011	NA	9.81527	11.2096	NA	7.28405	NA	66002182	66002186	NA	66002184	NA	66002471	66002638	NA	66002418	NA	145	47	NA	102
chr11	66051959	66052396	Interval_3098	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	NA	5.87253	9.67333	7.33608	NA	NA	7.25361	22.3874	13.5842	NA	NA	10.6073	26.4885	17.596	NA	NA	66051959	66051975	66052133	NA	NA	66052386	66052396	66052386	NA	NA	202	232	124	NA
chr11	66100726	66101290	Interval_3099	2	2	FALSE	TRUE	FALSE	FALSE	TRUE	NA	5.64567	NA	NA	4.66664	NA	5.88993	NA	NA	3.2658	NA	9.15553	NA	NA	6.68003	NA	66100726	NA	NA	66100948	NA	66101290	NA	NA	66101226	NA	286	NA	NA	39
chr11	66257182	66257680	Interval_3100	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	3.8568	NA	NA	NA	NA	2.63667	NA	NA	NA	NA	5.62662	NA	NA	NA	NA	66257182	NA	NA	NA	NA	66257680	NA	NA	NA	NA	29	NA	NA	NA
chr11	66257808	66258029	Interval_3101	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	4.59096	NA	NA	NA	NA	5.09069	NA	NA	NA	NA	8.31378	NA	NA	NA	NA	66257808	NA	NA	NA	NA	66258029	NA	NA	NA	NA	187	NA	NA
chr11	66258234	66258583	Interval_3102	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	NA	4.43514	3.98699	NA	NA	NA	4.28294	3.51716	NA	NA	NA	7.42742	6.61596	NA	NA	NA	66258395	66258234	NA	NA	NA	66258583	66258433	NA	NA	NA	16	191	NA	NA
chr11	66268346	66268784	Interval_3103	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	4.64616	8.24239	8.18882	5.2902	6.63227	4.80274	17.516	18.9021	9.44597	11.5044	8.41704	21.4018	22.8463	13.1949	15.7235	66268401	66268346	66268409	66268386	66268416	66268638	66268683	66268649	66268784	66268618	50	170	108	209	107
chr11	66282500	66282689	Interval_3104	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	6.9777	NA	NA	NA	NA	11.4701	NA	NA	NA	NA	15.063	NA	NA	NA	NA	66282500	NA	NA	NA	NA	66282689	NA	NA	NA	NA	91	NA	NA
chr11	66288980	66289678	Interval_3105	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	7.4299	6.92939	9.52411	6.39961	5.18357	11.6118	13.5319	28.1955	13.3992	6.97816	15.893	17.2333	32.5406	17.4007	10.795	66288980	66289067	66289067	66289067	66289001	66289622	66289623	66289678	66289416	66289415	139	176	223	228	257
chr11	66311939	66313002	Interval_3106	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.30214	8.73686	8.26499	5.43943	5.12437	8.90689	25.7779	23.5984	11.5462	6.86883	12.9497	30.0245	27.7513	15.4338	10.6755	66312016	66311939	66311965	66312126	66311959	66312958	66312950	66313002	66312696	66312539	310	396	285	253	512
chr11	66344890	66345383	Interval_3107	2	2	FALSE	TRUE	FALSE	TRUE	FALSE	NA	5.08652	NA	4.78428	NA	NA	5.33483	NA	5.84497	NA	NA	8.5599	NA	9.32019	NA	NA	66345165	NA	66344890	NA	NA	66345383	NA	66345244	NA	NA	37	NA	234	NA
chr11	66438785	66439186	Interval_3108	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	4.76001	7.99864	7.10109	6.22486	NA	3.63251	12.7652	10.8337	8.70432	NA	7.10183	16.4273	14.3933	12.3998	NA	66438785	66438814	66438832	66438816	NA	66439117	66439112	66439186	66439148	NA	194	252	231	221	NA
chr11	66466460	66466824	Interval_3109	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	NA	4.12099	6.59486	NA	NA	NA	2.80719	9.17443	NA	NA	NA	5.81413	12.6458	NA	NA	NA	66466580	66466460	NA	NA	NA	66466824	66466824	NA	NA	NA	79	261	NA	NA
chr11	66480205	66480467	Interval_3110	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	NA	6.65976	6.75978	NA	NA	NA	9.6819	11.5005	NA	NA	NA	13.1786	15.0952	NA	NA	NA	66480240	66480205	NA	NA	NA	66480467	66480463	NA	NA	NA	105	139	NA	NA
chr11	66546038	66546305	Interval_3111	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	NA	4.20681	5.25124	4.28067	NA	NA	3.65253	6.88275	4.38118	NA	NA	6.74145	10.2197	7.72382	NA	NA	66546038	66546043	66546061	NA	NA	66546256	66546256	66546305	NA	NA	68	51	30	NA
chr11	66592861	66593407	Interval_3112	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	7.00982	8.83526	4.87352	6.20685	NA	11.0995	17.1131	6.00668	7.68294	NA	14.6751	20.9766	9.4949	11.5684	NA	66592887	66593006	66593045	66592861	NA	66593251	66593218	66593407	66593179	NA	277	56	76	257
chr11	66616391	66617048	Interval_3113	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	7.24531	7.56542	7.02761	6.31161	6.10797	11.3007	15.2361	14.1728	10.7997	8.24898	15.5567	19.0179	17.8998	14.6385	12.187	66616424	66616435	66616391	66616406	66616401	66617018	66617044	66617048	66616955	66616881	100	116	371	119	115
chr11	66638288	66638745	Interval_3114	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	8.23959	10.2348	10.6835	8.05556	8.69304	12.9448	24.0277	29.0144	18.282	15.6547	17.3335	28.1989	33.3934	22.5569	20.1847	66638430	66638363	66638288	66638363	66638429	66638676	66638698	66638710	66638745	66638737	128	166	289	196	100
chr11	66677744	66678651	Interval_3115	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	5.15016	7.79342	7.74185	7.32186	NA	6.06182	15.2078	13.8728	10.2189	NA	9.33923	18.9842	17.9024	14.3322	NA	66677744	66677798	66677882	66677794	NA	66678126	66678651	66678185	66678021	NA	107	127	97	109
chr11	66843150	66843552	Interval_3116	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	5.93192	5.42689	NA	NA	NA	8.06505	6.6468	NA	NA	NA	11.4742	10.1884	NA	NA	NA	66843150	66843206	NA	NA	NA	66843552	66843475	NA	NA	NA	263	213	NA
chr11	66856401	66856766	Interval_3117	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	4.0161	NA	NA	NA	NA	2.79898	NA	NA	NA	NA	6.14559	NA	NA	NA	NA	66856401	NA	NA	NA	NA	66856766	NA	NA	NA	NA	249
chr11	66958240	66958948	Interval_3118	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	7.10749	7.19982	6.50084	6.3449	5.09023	9.83279	12.7327	11.8423	10.864	4.95393	13.9624	16.3936	15.4542	14.7064	8.56624	66958240	66958351	66958351	66958364	66958415	66958834	66958831	66958948	66958771	66958807	312	152	297	156	98
chr11	67118994	67119385	Interval_3119	4	4	TRUE	TRUE	TRUE	FALSE	TRUE	5.97673	6.40373	5.48903	NA	5.16067	6.26943	8.86036	6.95677	NA	4.76833	10.0459	12.3123	10.3008	NA	8.36007	67119035	67118994	67119050	NA	67119108	67119267	67119385	67119306	NA	67119329	80	69	65	NA	154
chr11	67239721	67240109	Interval_3120	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.95356	8.35331	9.56138	6.94961	6.76549	8.80908	18.7342	22.1706	11.9957	9.32979	12.8403	22.6741	26.2624	15.91	13.3652	67239832	67239806	67239721	67239842	67239806	67240090	67240097	67240108	67240103	67240109	196	194	237	152	228
chr11	67288299	67289106	Interval_3121	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	4.91563	5.48908	4.21928	3.30571	NA	5.97307	8.3496	5.06106	1.55392	NA	9.24422	11.7747	8.46838	4.68663	NA	67288425	67288440	67288299	67288751	NA	67288994	67289106	67288602	67288984	NA	74	554	173	65
chr11	67317503	67318111	Interval_3122	3	3	FALSE	FALSE	TRUE	TRUE	TRUE	NA	NA	5.00855	5.84822	5.17238	NA	NA	5.50277	7.34466	5.08076	NA	NA	8.75269	10.9417	8.70584	NA	NA	67317703	67317668	67317503	NA	NA	67318111	67317937	67317895	NA	NA	148	82	130
chr11	67353079	67353788	Interval_3123	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.67024	5.87569	6.10426	6.33681	5.00576	6.79347	9.45311	11.4458	14.0758	5.42032	10.6259	12.9376	15.0378	18.1155	9.07862	67353325	67353079	67353180	67353354	67353276	67353679	67353672	67353702	67353788	67353679	76	485	385	211	358
chr11	67391805	67391993	Interval_3124	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	4.94407	NA	NA	NA	NA	4.81243	NA	NA	NA	NA	7.99997	NA	NA	NA	NA	67391805	NA	NA	NA	NA	67391993	NA	NA	NA	NA	27	NA	NA	NA
chr11	67401773	67402054	Interval_3125	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	NA	4.12845	3.57623	4.09342	NA	NA	3.52531	2.81236	4.30118	NA	NA	6.604	5.8428	7.63679	NA	NA	67401798	67401820	67401773	NA	NA	67402030	67402054	67401998	NA	NA	183	228	176	NA
chr11	67421165	67421365	Interval_3126	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	4.69247	NA	NA	NA	NA	6.16587	NA	NA	NA	NA	9.4601	NA	NA	NA	NA	67421165	NA	NA	NA	NA	67421365	NA	NA	NA	NA	26	NA	NA
chr11	67428153	67428533	Interval_3127	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	NA	5.50045	6.16703	NA	NA	NA	7.32779	9.61175	NA	NA	NA	10.686	13.1059	NA	NA	NA	67428156	67428153	NA	NA	NA	67428507	67428533	NA	NA	NA	230	239	NA	NA
chr11	67482933	67483353	Interval_3128	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	7.52955	6.22581	6.97622	4.66677	6.74414	10.499	9.33037	11.895	5.34028	9.29492	14.6876	12.8082	15.5096	8.77049	13.3276	67482934	67482944	67482944	67482944	67482933	67483328	67483353	67483342	67483287	67483173	152	170	85	138	96
chr11	67508234	67508798	Interval_3129	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	4.53989	6.82913	3.32442	4.39232	NA	5.59166	15.0711	2.43789	4.65586	NA	8.83435	18.8406	5.56808	8.23568	NA	67508268	67508234	67508421	67508269	NA	67508670	67508798	67508718	67508653	NA	147	425	266	197
chr11	67577425	67577644	Interval_3130	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	4.43321	NA	NA	NA	NA	3.58874	NA	NA	NA	NA	6.85043	NA	NA	NA	NA	67577425	NA	NA	NA	NA	67577644	NA	NA	NA	NA	27	NA
chr11	67606572	67606995	Interval_3131	3	3	TRUE	TRUE	TRUE	FALSE	FALSE	6.44646	9.303	6.92505	NA	NA	6.63772	16.3801	11.8022	NA	NA	10.4506	20.2145	15.4122	NA	NA	67606572	67606624	67606712	NA	NA	67606995	67606967	67606969	NA	NA	298	249	111	NA	NA
chr11	67614040	67614381	Interval_3132	2	2	FALSE	TRUE	FALSE	TRUE	FALSE	NA	6.62867	NA	3.61026	NA	NA	10.437	NA	2.53219	NA	NA	13.9756	NA	5.67224	NA	NA	67614040	NA	67614147	NA	NA	67614370	NA	67614381	NA	NA	99	NA	38	NA
chr11	67630478	67630689	Interval_3133	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	3.66478	NA	NA	NA	NA	2.07287	NA	NA	NA	NA	5.30347	NA	NA	NA	NA	67630478	NA	NA	NA	NA	67630689	NA	NA	NA	NA	8
chr11	67805259	67806012	Interval_3134	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	8.57685	9.70766	8.6296	6.82713	8.19732	15.8849	24.1218	21.3471	15.1886	13.852	20.4927	28.2975	25.4029	19.2926	18.2526	67805259	67805431	67805374	67805429	67805455	67805942	67806005	67806012	67805924	67805985	551	370	402	426	330
chr11	68030415	68030885	Interval_3135	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.70481	7.5719	9.28485	7.56615	6.52528	9.19004	14.7831	23.2538	17.7178	9.32441	13.2583	18.5449	27.3931	21.9636	13.3596	68030415	68030430	68030430	68030429	68030478	68030704	68030707	68030881	68030875	68030885	89	111	109	152	147
chr11	68121416	68121878	Interval_3136	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	NA	6.5962	5.52284	4.38577	NA	NA	8.03535	7.36047	3.77292	NA	NA	11.4378	10.7275	7.05243	NA	NA	68121440	68121416	68121450	NA	NA	68121843	68121878	68121864	NA	NA	75	263	80	NA
chr11	68271785	68272568	Interval_3137	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	6.38253	8.36065	4.779	6.76549	NA	7.70422	15.2772	4.94736	9.32979	NA	11.0858	19.0564	8.34526	13.3652	NA	68271960	68271785	68272027	68271968	NA	68272568	68272434	68272444	68272206	NA	455	269	74	91
chr11	68460289	68460835	Interval_3138	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	8.26427	9.37498	9.69325	5.06301	6.32125	13.4466	18.5866	25.2104	7.62955	9.36135	17.873	22.52	29.4323	11.2474	13.3995	68460299	68460306	68460289	68460314	68460324	68460627	68460654	68460645	68460805	68460835	94	260	284	93	210
chr11	68839306	68839705	Interval_3139	3	3	FALSE	TRUE	TRUE	FALSE	TRUE	NA	4.14531	5.56395	NA	5.75067	NA	3.06607	7.4321	NA	6.61415	NA	6.10484	10.8035	NA	10.397	NA	68839358	68839310	NA	68839306	NA	68839626	68839705	NA	68839649	NA	52	107	NA	128
chr11	68903831	68904278	Interval_3140	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	4.45981	4.44362	NA	NA	NA	3.77545	3.85489	NA	NA	NA	6.89477	7.15212	NA	NA	NA	68903831	68903888	NA	NA	NA	68904278	68904224	NA	NA	NA	290	233	NA
chr11	69472856	69473184	Interval_3141	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	4.1305	NA	NA	NA	NA	3.50913	NA	NA	NA	NA	6.6076	NA	NA	NA	NA	69472856	NA	NA	NA	NA	69473184	NA	NA	NA	NA	103	NA	NA
chr11	69675153	69675512	Interval_3142	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	5.1672	NA	NA	NA	NA	4.86373	NA	NA	NA	NA	8.05466	NA	NA	NA	NA	69675153	NA	NA	NA	NA	69675512	NA	NA	NA	NA	184	NA	NA	NA
chr11	70270273	70270777	Interval_3143	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	6.17945	7.28905	6.25303	5.09063	NA	8.11346	11.1474	9.13039	4.38347	NA	11.5209	14.7243	12.8587	7.93058	NA	70270327	70270273	70270521	70270283	NA	70270666	70270675	70270777	70270623	NA	233	287	109	300
chr11	70365162	70365355	Interval_3144	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	4.29852	NA	NA	NA	NA	2.84366	NA	NA	NA	NA	5.85396	NA	NA	NA	NA	70365162	NA	NA	NA	NA	70365355	NA	NA	NA	NA	183	NA	NA	NA
chr11	71109228	71109503	Interval_3145	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	3.29935	NA	NA	NA	NA	1.85102	NA	NA	NA	NA	4.88186	NA	NA	NA	NA	71109228	NA	NA	NA	NA	71109503	NA	NA	NA	NA	102	NA
chr11	71452486	71452714	Interval_3146	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	3.89576	NA	NA	NA	NA	2.92033	NA	NA	NA	NA	5.93852	NA	NA	NA	NA	71452486	NA	NA	NA	NA	71452714	NA	NA	NA	NA	41	NA	NA	NA
chr11	71786651	71787539	Interval_3147	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	11.367	11.3361	11.566	9.38607	7.65193	29.6788	34.6962	37.7462	30.9165	15.6484	34.8482	39.2921	42.4421	35.672	20.1779	71786799	71786677	71786651	71786662	71786807	71787405	71787467	71787406	71787460	71787539	207	330	349	343	195
chr11	71813486	71813969	Interval_3148	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	7.07808	10.4568	7.39034	4.54922	NA	8.77862	19.9061	11.0452	2.87904	NA	12.2261	23.8951	14.9015	6.24535	NA	71813486	71813507	71813670	71813582	NA	71813919	71813935	71813969	71813893	NA	372	337	178	297
chr11	71928455	71929223	Interval_3149	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.17643	9.09491	7.88949	4.27447	5.90011	4.22047	16.5408	13.5069	3.59698	6.84969	7.767	20.3823	17.2012	6.8595	10.6547	71928455	71928627	71928639	71928710	71928694	71928918	71929047	71929093	71929061	71929223	258	91	307	14	249
chr11	72080415	72081054	Interval_3150	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.27119	12.095	12.3447	6.79028	7.94036	7.75314	35.06	36.8977	13.8175	13.8746	11.6796	39.6737	41.5638	17.8441	18.2767	72080573	72080525	72080455	72080518	72080415	72081054	72081008	72081041	72080987	72080838	207	123	189	180	311
chr11	72103088	72103664	Interval_3151	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.32321	8.10626	6.72066	6.68979	5.5931	4.70332	17.2495	11.848	13.1846	6.69716	8.30668	21.1238	15.4604	17.1743	10.488	72103133	72103141	72103088	72103153	72103349	72103492	72103530	72103664	72103554	72103594	296	285	295	228	78
chr11	72112253	72112920	Interval_3152	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	7.91541	10.3175	7.95371	6.02488	7.23702	14.237	32.952	19.8795	12.5612	12.6211	18.7255	37.4814	23.8677	16.511	16.9306	72112289	72112304	72112262	72112253	72112308	72112882	72112920	72112887	72112864	72112915	181	394	503	552	384
chr11	72222994	72223598	Interval_3153	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	5.53098	5.98232	4.70383	5.97332	NA	8.43295	9.27324	5.99594	7.66447	NA	11.859	12.7501	9.48334	11.5486	NA	72223063	72222994	72223132	72223236	NA	72223539	72223598	72223566	72223566	NA	312	265	170	119
chr11	72411703	72411874	Interval_3154	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	4.67376	NA	NA	NA	NA	3.83918	NA	NA	NA	NA	6.96328	NA	NA	NA	NA	72411703	NA	NA	NA	NA	72411874	NA	NA	NA	NA	101	NA	NA
chr11	72434209	72434712	Interval_3155	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	6.90971	7.21972	5.9792	6.78698	NA	10.51	13.216	9.39842	9.36445	NA	14.0532	16.8968	13.1445	13.4031	NA	72434209	72434285	72434326	72434350	NA	72434671	72434696	72434701	72434712	NA	119	324	273	301
chr11	72722090	72722623	Interval_3156	2	2	TRUE	FALSE	TRUE	FALSE	FALSE	5.20556	NA	4.48159	NA	NA	5.11248	NA	5.18261	NA	NA	8.76207	NA	8.41114	NA	NA	72722090	NA	72722238	NA	NA	72722623	NA	72722623	NA	NA	489	NA	230	NA	NA
chr11	72736617	72736943	Interval_3157	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	3.70869	NA	NA	NA	NA	3.12442	NA	NA	NA	NA	6.34108	NA	NA	NA	NA	72736617	NA	NA	NA	NA	72736943	NA	NA	NA	NA	252	NA
chr11	72793672	72794159	Interval_3158	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.03433	7.89758	8.55604	6.47072	4.66204	7.38008	13.9819	17.1141	9.90246	4.01836	11.2684	17.7044	20.9778	13.6811	7.5252	72793674	72793699	72793672	72793717	72793714	72794119	72794159	72794123	72794065	72794091	340	105	125	88	315
chr11	72813996	72814924	Interval_3159	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	4.85084	5.15707	6.81378	4.21928	4.40139	4.85262	6.39693	12.0229	5.06106	3.62345	8.47348	9.69465	15.6441	8.46838	7.07939	72814003	72814102	72814087	72813996	72814129	72814355	72814602	72814924	72814645	72814363	106	192	267	149	26
chr11	73142369	73142762	Interval_3160	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	NA	5.7153	5.55356	5.07703	NA	NA	8.05633	6.389	6.05433	NA	NA	11.4603	9.69664	9.54628	NA	NA	73142424	73142379	73142369	NA	NA	73142762	73142737	73142678	NA	NA	165	197	62	NA
