Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UVR.11_R1.mLb.clN.bam.raw	UVR.14_R1.mLb.clN.bam.raw	PDR.4_R1.mLb.clN.bam.raw	UVR.11_R1.mLb.clN.bam.pseudo	UVR.14_R1.mLb.clN.bam.pseudo	PDR.4_R1.mLb.clN.bam.pseudo
Interval_5112	chr14	74763063	74763694	+	632	53.1401738289752	-0.494028513268507	0.648195351095717	-0.762159914342791	0.445964567380896	1	58	30	78	51.1036003569764	36.5268618113665	61.9845450599471
Interval_5113	chr14	74881650	74882028	+	379	19.2595421800101	0.32650370959722	1.10635391563899	0.295116874430406	0.767904599571222	1	24	22	24	21.1463173890937	26.7863653283354	19.072167710753
Interval_5114	chr14	75002545	75002990	+	446	49.6109119090279	-0.756843652502792	0.661188473820055	-1.144671576215	0.252345230029236	1	41	33	81	36.124958873035	40.1795479925031	64.3685660237912
Interval_5115	chr14	75126777	75127472	+	696	23.4121512444994	-0.401584354328138	1.00804061533562	-0.39838112494548	0.690349269087086	1	19	20	34	16.7408345996992	24.3512412075777	27.0189042569
Interval_5116	chr14	75176095	75177044	+	950	60.7348733921723	0.0297481856761852	0.601933276212891	0.0494210685000639	0.960583738440359	1	63	60	79	55.5090831463709	73.053723622733	62.7792187145618
Interval_5117	chr14	75249517	75249941	+	425	20.6013194373682	-1.1297583141438	1.06665425941914	-1.05916073944994	0.289526581744382	1	18	12	42	15.8597380418203	14.6107447245466	33.3762934938177
Interval_5118	chr14	75258945	75259533	+	589	80.9856026509291	-0.25644231774623	0.531241854622061	-0.482722352380668	0.629292889982985	1	95	60	118	83.7041729984958	73.053723622733	93.7714912445353
Interval_5119	chr14	75278455	75279130	+	676	58.1324402493051	0.186091606605315	0.612439306167528	0.303853140599063	0.761239779186843	1	71	45	65	62.5578556094021	54.7902927170497	51.6537875499559
Interval_5120	chr14	75294161	75294551	+	391	29.5440815230431	0.0188894785758288	0.882157604288835	0.0214128161271781	0.982916350119123	1	30	26	36	26.4328967363671	31.656613569851	28.6082515661294
Interval_5121	chr14	75522382	75522657	+	276	9.54448059731891	-1.05278111866294	1.57751476224586	-0.667366888639527	0.504537810508046	1	7	5	16	6.16767590515232	6.08781030189442	12.7147784738353
Interval_5122	chr14	75660854	75661572	+	719	69.5222579829723	0.197000358476231	0.564529394352235	0.348963863435806	0.727116439011789	1	78	68	83	68.7255315145544	82.7942201057641	65.9579133330206
Interval_5123	chr14	75982117	75982618	+	502	16.7955176108173	0.385147043628103	1.19984836243458	0.320996432288003	0.748213094582591	1	19	17	18	16.7408345996992	20.698555026441	14.3041257830647
Interval_5124	chr14	75985675	75986004	+	330	17.2824041664497	-0.259181330815266	1.17494072648229	-0.220590983845833	0.825410921987966	1	21	12	25	18.503027715457	14.6107447245466	19.8668413653677
Interval_5125	chr14	76151661	76152139	+	479	31.5383255866587	0.129370387931224	0.85253583269126	0.151747742406124	0.879385900182338	1	50	25	43	44.0548278939451	30.4390515094721	34.1709671484324
Interval_5126	chr14	76257157	76257350	+	194	3.29122749735914	2.99324255140357	3.67484115416259	0.814522975506858	0.415345415630203	1	2	9	1	1.76219311575781	10.9580585434099	0.794673654614706
Interval_5127	chr14	76768380	76768650	+	271	24.727488938852	0.513623497949273	1.0102345705651	0.508420037201818	0.611158803685407	1	47	16	27	41.4115382203084	19.4809929660621	21.4561886745971
Interval_5128	chr14	76812807	76813209	+	403	25.3287271726681	0.0914467298047432	0.961665028576046	0.0950920820528848	0.924241687183649	1	26	23	30	22.9085105048515	28.0039273887143	23.8402096384412
Interval_5129	chr14	76867894	76868114	+	221	6.10114434591883	2.85492223437456	2.19903673821377	1.29826036316863	0.194197881812128	1	15	8	2	13.2164483681835	9.74049648303106	1.58934730922941
Interval_5130	chr14	76956087	76956454	+	368	17.3282098585713	0.0389711570395117	1.17798909418481	0.0330827825417863	0.973608572775728	1	18	22	26	15.8597380418203	26.7863653283354	20.6615150199824
Interval_5131	chr14	76956523	76956912	+	390	23.1692978024873	0.622952223456984	1.09760854085454	0.567554096264583	0.570337784235083	1	44	10	21	38.7682485466717	12.1756206037888	16.6881467469088
Interval_5132	chr14	76961821	76962195	+	375	45.4546076793714	0.740124644805719	0.722074796492787	1.02499720029089	0.305364508698031	1	76	34	41	66.9633383987966	41.397110052882	32.581619839203
Interval_5133	chr14	76977979	76978174	+	196	10.9842785939086	0.364876531137449	1.4796953478356	0.246588956078807	0.805226352436167	1	19	8	13	16.7408345996992	9.74049648303106	10.3307575099912
Interval_5134	chr14	77033696	77033929	+	234	7.74170269391389	0.731494932683845	1.79944913679407	0.406510480194561	0.684367558113684	1	7	8	6	6.16767590515232	9.74049648303106	4.76804192768824
Interval_5135	chr14	77040073	77040869	+	797	48.1068757156503	0.280092140517653	0.678077487553545	0.413068042604106	0.67955676245947	1	55	54	59	48.4603106833397	65.7483512604597	46.8857456222677
Interval_5136	chr14	77053303	77053493	+	191	5.18337515013279	-1.00831316301112	2.23334615984774	-0.451480912873739	0.651642978649581	1	7	4	14	6.16767590515232	4.87024824151553	11.1254311646059
Interval_5137	chr14	77097747	77098405	+	659	113.149287065988	0.0247156270349702	0.506469778220825	0.0487998062229767	0.96107883660381	1	140	87	142	123.353518103046	105.927899252963	112.843658955288
Interval_5138	chr14	77121319	77121650	+	332	11.463552399621	0.118429865629574	1.49173351840471	0.0793907652864331	0.936721813691654	1	8	7	9	7.04877246303122	8.52293442265218	7.15206289153236
Interval_5139	chr14	77196367	77196702	+	336	5.18624731656548	-1.11419759474531	2.25735353887079	-0.493585774474063	0.621598749354824	1	5	3	11	4.40548278939451	3.65268618113665	8.74141020076177
Interval_5140	chr14	77320352	77320761	+	410	30.4803831706358	0.0423759301306427	0.859848460823472	0.0492830214408472	0.960693750002456	1	37	27	40	32.6005726415194	32.8741756302298	31.7869461845882
Interval_5141	chr14	77320948	77321793	+	846	100.863838989738	-0.104396195887187	0.51676740202018	-0.202017765592556	0.839902835579733	1	96	90	131	84.5852695563747	109.580585434099	104.102248754527
Interval_5142	chr14	77376881	77377602	+	722	35.6254451850218	-0.596225053252781	0.797218733422869	-0.747881388452678	0.454531704562271	1	29	24	52	25.5518001784882	29.2214894490932	41.3230300399647
Interval_5143	chr14	77457395	77458261	+	867	81.1956796611797	-0.492585892208471	0.527715434235334	-0.933430899026546	0.350597532913378	1	90	60	135	79.2986902091013	73.053723622733	107.280943372985
Interval_5144	chr14	77581113	77581379	+	267	3.79314890988214	-2.5464453667936	2.92118799245527	-0.871715676420161	0.383363506012322	1	1	2	12	0.881096557878903	2.43512412075777	9.53608385537648
Interval_5145	chr14	77616496	77617165	+	670	90.2567794082496	-0.314235280901557	0.516698678538638	-0.60815963723828	0.543081601760117	1	100	65	131	88.1096557878903	79.1415339246274	104.102248754527
Interval_5146	chr14	77707609	77708135	+	527	20.8779411992436	-0.0175019201306158	1.09170904662975	-0.0160316708784694	0.987209125231196	1	15	19	23	13.2164483681835	23.1336791471988	18.2774940561382
Interval_5147	chr14	77760729	77761466	+	738	37.0466188429393	0.116616943199161	0.825567220565389	0.141256750866751	0.887667114762523	1	29	46	47	25.5518001784882	56.0078547774286	37.3496617668912
Interval_5148	chr14	77800018	77800499	+	482	31.4446599959525	-0.504084700893908	0.852525623785677	-0.591283929573281	0.554330195409102	1	27	21	44	23.7896070627304	25.5688032679565	34.9656408030471
Interval_5149	chr14	78222168	78222551	+	384	7.94290913470775	-0.120170709249826	1.74648640242858	-0.0688071255995595	0.945143146124777	1	8	5	9	7.04877246303122	6.08781030189442	7.15206289153236
Interval_5150	chr14	78771446	78771652	+	207	3.65191448391294	1.83886942715281	3.27519229193778	0.561453882167277	0.574488160857399	1	5	1	1	4.40548278939451	1.21756206037888	0.794673654614706
Interval_5151	chr14	79267145	79267455	+	311	2.79040064893101	0.396924524993094	3.76175952277724	0.105515656327774	0.915966647384373	1	2	2	2	1.76219311575781	2.43512412075777	1.58934730922941
Interval_5152	chr14	79542965	79543153	+	189	3.36178321366204	-2.40786904512387	3.38049169090617	-0.712283675064563	0.476289130989702	1	2	1	10	1.76219311575781	1.21756206037888	7.94673654614706
Interval_5153	chr14	80360825	80361008	+	184	3.04391375181616	-2.08692760253134	3.67278481007157	-0.568213960373756	0.569889693198298	1	2	1	8	1.76219311575781	1.21756206037888	6.35738923691765
Interval_5154	chr14	80763316	80763490	+	175	2.23736597492917	-0.0894504727398791	4.91294968049939	-0.018207080991472	0.98547365375935	1	2	1	2	1.76219311575781	1.21756206037888	1.58934730922941
Interval_5155	chr14	80930880	80931510	+	631	38.2183438842065	-0.869013468061077	0.769624796653811	-1.12913912316676	0.258839149552866	1	29	30	71	25.5518001784882	36.5268618113665	56.4218294776441
Interval_5156	chr14	80941693	80942178	+	486	21.4491715161464	0.42324631206377	1.05517646704321	0.401114245136439	0.688336013385661	1	24	23	23	21.1463173890937	28.0039273887143	18.2774940561382
Interval_5157	chr14	81170224	81170821	+	598	49.1649491111403	-0.267841771313309	0.664732398401814	-0.402931724040033	0.686998452641597	1	49	35	65	43.1737313360662	42.6146721132609	51.6537875499559
Interval_5158	chr14	81219402	81219682	+	281	28.4912954148084	-0.00720030330324834	0.893048866987605	-0.00806260840746162	0.993567038928436	1	35	24	38	30.8383795257616	29.2214894490932	30.1975988753588
Interval_5159	chr14	81220788	81221522	+	735	68.4179722163943	-0.0547112029893762	0.562936990520114	-0.0971888575643732	0.922576416530175	1	77	60	92	67.8444349566755	73.053723622733	73.109976224553
Interval_5160	chr14	81371111	81371393	+	283	6.3508359062064	0.562444127009334	2.0081690709259	0.280078074676258	0.779417605669054	1	13	4	7	11.4542552524257	4.87024824151553	5.56271558230294
Interval_5161	chr14	81533661	81534189	+	529	129.262002621886	-0.430262236295423	0.503066501518656	-0.855279043618584	0.392396686236752	1	127	103	201	111.899262850621	125.408892219025	159.729404577556
Interval_5162	chr14	82011778	82011990	+	213	5.21187909713814	-1.0874758595368	2.24325488269188	-0.484775879873196	0.627835334141734	1	6	3	12	5.28657934727342	3.65268618113665	9.53608385537648
Interval_5163	chr14	85607726	85607969	+	244	9.47767384828584	0.534517635008829	1.57896929083207	0.338523135384827	0.734968995625343	1	15	8	10	13.2164483681835	9.74049648303106	7.94673654614706
Interval_5164	chr14	85934177	85934939	+	763	64.7327838745523	-0.193820324581568	0.59024927757087	-0.32837028683749	0.742631706233811	1	60	62	92	52.8657934727342	75.4888477434908	73.109976224553
Interval_5165	chr14	87992652	87993539	+	888	58.653446048047	-0.34491211986526	0.598918654667084	-0.575891428957048	0.564688569315095	1	70	49	97	61.6767590515232	59.6605409585653	77.0833444976265
Interval_5166	chr14	88005123	88005373	+	251	9.32084552838522	-0.636032636106854	1.56105846643243	-0.407436780737888	0.683687217488328	1	11	8	19	9.69206213666793	9.74049648303106	15.0987994376794
Interval_5167	chr14	88006158	88006729	+	572	24.8954486129835	-0.410567118017939	0.956972409386896	-0.429027121357633	0.667903487515869	1	28	21	42	24.6707036206093	25.5688032679565	33.3762934938177
Interval_5168	chr14	88385504	88385854	+	351	20.3081617587585	0.711900645796071	1.09793740682458	0.648398206829482	0.516727429827185	1	28	16	17	24.6707036206093	19.4809929660621	13.50945212845
Interval_5169	chr14	88562865	88563444	+	580	26.6824522971031	0.425847119004501	0.934031385198546	0.455923779171488	0.648444789318846	1	32	26	28	28.1950898521249	31.656613569851	22.2508623292118
Interval_5170	chr14	88792433	88793031	+	599	25.9631283751688	-0.106869607657247	0.949812071585303	-0.112516581810625	0.910413822844156	1	27	18	31	23.7896070627304	21.9161170868199	24.6348832930559
Interval_5171	chr14	88824306	88824819	+	514	31.1244984439219	-0.0653941191729043	0.860772723501092	-0.0759714119505569	0.939441842407324	1	29	24	36	25.5518001784882	29.2214894490932	28.6082515661294
Interval_5172	chr14	89430642	89430972	+	331	13.0599798147451	-0.734882946763136	1.36447723602056	-0.53858204985991	0.590175276039929	1	13	7	21	11.4542552524257	8.52293442265218	16.6881467469088
Interval_5173	chr14	89466671	89466902	+	232	5.88245554119087	-0.71081607949122	2.06960138867192	-0.34345554819489	0.73125577657839	1	5	6	12	4.40548278939451	7.3053723622733	9.53608385537648
Interval_5174	chr14	89619106	89619309	+	204	7.16347105468581	-1.08678951094578	1.82883942116906	-0.594250921303451	0.552344299100372	1	8	4	16	7.04877246303122	4.87024824151553	12.7147784738353
Interval_5175	chr14	89720649	89721139	+	491	34.9442901512273	0.306206250236118	0.803566678516799	0.381058919468021	0.703159529288263	1	41	35	40	36.124958873035	42.6146721132609	31.7869461845882
Interval_5176	chr14	89773728	89774146	+	419	13.305790369065	-0.648117018681372	1.33979838155112	-0.483742201517685	0.62856883894247	1	14	9	23	12.3353518103046	10.9580585434099	18.2774940561382
Interval_5177	chr14	89954695	89955170	+	476	49.9549116070323	-0.109749080954339	0.65554200157894	-0.167417313749534	0.867041703030413	1	55	45	70	48.4603106833397	54.7902927170497	55.6271558230294
Interval_5178	chr14	89955225	89956238	+	1014	44.6575104967971	0.230595015510814	0.709181206035602	0.325156692744108	0.745062483429724	1	55	32	47	48.4603106833397	38.9619859321243	37.3496617668912
Interval_5179	chr14	90087569	90087889	+	321	7.03387060128515	0.177242170243432	1.91302045583126	0.0926504312607651	0.92618127766639	1	10	3	7	8.81096557878903	3.65268618113665	5.56271558230294
Interval_5180	chr14	90331722	90332175	+	454	25.1086180182481	0.266774286822285	0.979442594832274	0.272373580881449	0.785334784444747	1	37	17	28	32.6005726415194	20.698555026441	22.2508623292118
Interval_5181	chr14	90382963	90383641	+	679	62.8230573088887	0.461232567879339	0.595203336119407	0.774915965502602	0.438389317418025	1	68	57	59	59.9145659357654	69.4010374415963	46.8857456222677
Interval_5182	chr14	90396865	90397519	+	655	42.2661490627683	-0.571201887740806	0.721284521452351	-0.791923118758539	0.428405505849596	1	39	28	64	34.3627657572772	34.0917376906087	50.8591138953412
Interval_5183	chr14	90828216	90828401	+	186	18.53260748613	-0.182888114372722	1.13798470504164	-0.160712278084642	0.872320018631033	1	23	12	25	20.2652208312148	14.6107447245466	19.8668413653677
Interval_5184	chr14	91060387	91061130	+	744	152.349717873204	-0.136143438556265	0.520463833254618	-0.26158097807665	0.793644510810786	1	138	137	199	121.591324987289	166.806002271907	158.140057268327
Interval_5185	chr14	91228493	91228676	+	184	6.52873691802328	-0.177509920466047	1.93550370099266	-0.0917125192656606	0.926926450379789	1	9	5	10	7.92986902091013	6.08781030189442	7.94673654614706
Interval_5186	chr14	91229024	91229232	+	209	6.4520554648192	1.44153863486967	2.1992932025642	0.655455413215915	0.51217458420675	1	3	5	2	2.64328967363671	6.08781030189442	1.58934730922941
Interval_5187	chr14	91229798	91230186	+	389	12.2795994184565	-0.769045502246753	1.47249561822537	-0.522273542092843	0.601479888000154	1	5	15	24	4.40548278939451	18.2634309056832	19.072167710753
Interval_5188	chr14	91315856	91316130	+	275	16.6378326992099	-0.796906170265095	1.27031799815394	-0.627328095345559	0.530444190541259	1	7	17	29	6.16767590515232	20.698555026441	23.0455359838265
Interval_5189	chr14	91323761	91324357	+	597	27.924492977941	0.138588936273345	0.905666301918844	0.153024282762554	0.878379125935503	1	33	25	34	29.0761864100038	30.4390515094721	27.0189042569
Interval_5190	chr14	91510067	91510909	+	843	52.7863924918039	-0.27374830314431	0.640357836650196	-0.427492704042363	0.66902049810569	1	62	37	76	54.627986588492	45.0497962340187	60.3951977507177
Interval_5191	chr14	91667061	91667287	+	227	4.85478371828948	2.10656361002965	2.63875981588787	0.798315783553362	0.424687260943355	1	14	1	2	12.3353518103046	1.21756206037888	1.58934730922941
Interval_5192	chr14	91873329	91873860	+	532	17.2735062177183	0.000796741692907906	1.18944911419414	0.000669840923331724	0.999465544309047	1	19	11	19	16.7408345996992	13.3931826641677	15.0987994376794
Interval_5193	chr14	92039780	92040487	+	708	36.9576497577522	-0.0753819280757268	0.781054311566848	-0.0965130426391291	0.923113115754852	1	38	27	44	33.4816691993983	32.8741756302298	34.9656408030471
Interval_5194	chr14	92085443	92085756	+	314	4.00041046041114	-1.54687612764743	2.72744112553031	-0.567152894032376	0.57061030893952	1	4	2	11	3.52438623151561	2.43512412075777	8.74141020076177
Interval_5195	chr14	92106173	92106854	+	682	58.1676932059589	0.0349121333998363	0.616386187490811	0.0566400320259556	0.954831944768663	1	57	54	71	50.2225037990975	65.7483512604597	56.4218294776441
Interval_5196	chr14	92531408	92531739	+	332	18.7546435347155	0.0173232226383502	1.13288292160562	0.0152912735358374	0.987799804380412	1	19	14	21	16.7408345996992	17.0458688453044	16.6881467469088
Interval_5197	chr14	92692534	92692792	+	259	7.43049873174673	2.00445080240183	1.91748907396104	1.04535187690074	0.295860369444655	1	12	7	3	10.5731586945468	8.52293442265218	2.38402096384412
Interval_5198	chr14	92704453	92704708	+	256	9.56971392830017	-0.309590178219059	1.56613581645896	-0.197677733288192	0.843297212188918	1	12	6	14	10.5731586945468	7.3053723622733	11.1254311646059
Interval_5199	chr14	92793875	92794445	+	571	66.2893488317864	0.171306182144186	0.575206368863611	0.297816907838871	0.765842909214242	1	75	53	73	66.0822418409177	64.5307892000808	58.0111767868736
Interval_5200	chr14	93150235	93150460	+	226	5.15292309199278	-0.644832063013906	2.2552255218485	-0.285927973396367	0.774933288087729	1	6	4	10	5.28657934727342	4.87024824151553	7.94673654614706
Interval_5201	chr14	93184836	93185109	+	274	20.8256769549668	0.242892298640026	1.06470979700253	0.228130049449944	0.819545139869306	1	25	19	24	22.0274139469726	23.1336791471988	19.072167710753
Interval_5202	chr14	93206782	93207442	+	661	33.317709350714	0.36561460556841	0.832567091894111	0.439141312607766	0.660559146063086	1	35	32	34	30.8383795257616	38.9619859321243	27.0189042569
Interval_5203	chr14	93332792	93333347	+	556	37.2926020158559	0.34695197821245	0.773245149650488	0.448695964493635	0.653650996168948	1	48	35	42	42.2926347781873	42.6146721132609	33.3762934938177
Interval_5204	chr14	94026176	94026415	+	240	34.8465934110692	0.105283188635198	0.804372448341442	0.13088860620759	0.895863428067783	1	38	33	43	33.4816691993983	40.1795479925031	34.1709671484324
Interval_5205	chr14	94081065	94081539	+	475	39.7668673741698	-0.386963961321147	0.74346592805191	-0.520486476542512	0.602724551124791	1	40	31	60	35.2438623151561	37.7444238717454	47.6804192768824
Interval_5206	chr14	94946557	94946792	+	236	6.79851970996684	-0.651083429125347	1.88026479507056	-0.346272201039063	0.729138158190211	1	8	5	13	7.04877246303122	6.08781030189442	10.3307575099912
Interval_5207	chr14	95157253	95157884	+	632	36.7996814999418	0.230939930675267	0.787582572718183	0.29322630880242	0.769349175938322	1	43	27	38	37.8871519887928	32.8741756302298	30.1975988753588
Interval_5208	chr14	95337049	95337264	+	216	3.05119764165962	1.98269895041696	3.63008670197838	0.546185012423092	0.584938767420745	1	3	3	1	2.64328967363671	3.65268618113665	0.794673654614706
Interval_5209	chr14	95534542	95535041	+	500	118.107149455644	0.00214822171572254	0.507441810398973	0.00423343459624171	0.99662221798591	1	120	103	145	105.731586945468	125.408892219025	115.227679919132
Interval_5210	chr14	96363111	96363660	+	550	28.9961113802101	0.205118739226262	0.884638519453069	0.231867293494158	0.81664108829962	1	45	26	39	39.6493451045506	31.656613569851	30.9922725299735
Interval_5211	chr14	96363692	96363923	+	232	6.27551238332379	-0.272903337321051	2.05658798701525	-0.132697136735257	0.894432907394309	1	8	5	10	7.04877246303122	6.08781030189442	7.94673654614706
Interval_5212	chr14	96391560	96392159	+	600	61.0430942986623	-0.081853612745596	0.591151482491192	-0.138464700114857	0.889873166072789	1	70	53	84	61.6767590515232	64.5307892000808	66.7525869876353
Interval_5213	chr14	96424197	96424574	+	378	9.52449942483054	-0.438902320478823	1.58704202424181	-0.276553685267725	0.782122831808099	1	9	5	12	7.92986902091013	6.08781030189442	9.53608385537648
Interval_5214	chr14	96501857	96502625	+	769	45.7335799442325	0.303894904780767	0.688132606625467	0.441622591132597	0.658762333547706	1	59	46	55	51.9846969148553	56.0078547774286	43.7070510038088
Interval_5215	chr14	96797143	96797451	+	309	22.1489006110648	0.0721860293985096	1.03953021822877	0.0694410110766241	0.944638585568499	1	21	22	27	18.503027715457	26.7863653283354	21.4561886745971
Interval_5216	chr14	97223561	97223944	+	384	7.33409129429781	2.85716256172112	2.0136751128774	1.41887961143763	0.15593411736095	1	11	11	2	9.69206213666793	13.3931826641677	1.58934730922941
Interval_5217	chr14	97458810	97459116	+	307	15.6533012306131	-0.120237788449929	1.25124298853255	-0.0960946750965959	0.92344538039426	1	16	10	18	14.0975449260624	12.1756206037888	14.3041257830647
Interval_5218	chr14	97602536	97602706	+	171	6.272925672894	2.049149937926	2.18353652581639	0.93845461877944	0.348010828239528	1	8	5	2	7.04877246303122	6.08781030189442	1.58934730922941
Interval_5219	chr14	97603119	97603518	+	400	12.4436480393532	-0.825098390632724	1.37369115977872	-0.600643299448498	0.548077591852371	1	14	9	26	12.3353518103046	10.9580585434099	20.6615150199824
Interval_5220	chr14	97978086	97978272	+	187	3.76294710601105	-2.67817537000342	3.18073312848631	-0.841999395050771	0.39978829206971	1	3	0	11	2.64328967363671	0	8.74141020076177
Interval_5221	chr14	97994253	97994480	+	228	7.80207204024507	-0.98442499375724	1.7599743210076	-0.559340543783417	0.575929330262885	1	5	5	13	4.40548278939451	6.08781030189442	10.3307575099912
Interval_5222	chr14	98079873	98080053	+	181	2.99907554064582	-1.81607964498508	3.81326067552809	-0.476253736504277	0.633893620360072	1	3	0	6	2.64328967363671	0	4.76804192768824
Interval_5223	chr14	98275354	98275531	+	178	3.39404412815839	0.395518705698023	3.24973951900626	0.121707817929657	0.903130421459238	1	2	2	2	1.76219311575781	2.43512412075777	1.58934730922941
Interval_5224	chr14	98388347	98388675	+	329	5.77908715374126	1.39702116134821	2.22902168053394	0.626741845334393	0.530828469425663	1	10	3	3	8.81096557878903	3.65268618113665	2.38402096384412
Interval_5225	chr14	98984608	98984899	+	292	8.74670473113296	-1.33334233252009	1.64021604166335	-0.812906531000606	0.416271649746205	1	8	4	19	7.04877246303122	4.87024824151553	15.0987994376794
Interval_5226	chr14	99055840	99056036	+	197	13.4081883411425	0.139196309249171	1.37478270882969	0.101249679934994	0.919352260426193	1	16	7	13	14.0975449260624	8.52293442265218	10.3307575099912
Interval_5227	chr14	99230235	99230446	+	212	12.4538081481351	-1.37400393479825	1.42022567233568	-0.967454652850052	0.333316800087548	1	11	4	24	9.69206213666793	4.87024824151553	19.072167710753
Interval_5228	chr14	99272193	99272402	+	210	17.4259882193915	-0.901850354224609	1.21670280562303	-0.741224849697625	0.458557118688361	1	8	14	28	7.04877246303122	17.0458688453044	22.2508623292118
Interval_5229	chr14	99287264	99287492	+	229	8.08972959365467	-0.485607656105396	1.73200084621737	-0.280373798411211	0.779190737057341	1	6	5	10	5.28657934727342	6.08781030189442	7.94673654614706
Interval_5230	chr14	99480855	99481562	+	708	147.700282278331	-0.221461596891026	0.506881405196682	-0.436910083148726	0.662176559103446	1	169	107	205	148.905318281535	130.27914046054	162.908099196015
Interval_5231	chr14	99604272	99604634	+	363	38.985943221452	-0.0658555065351484	0.780638730771348	-0.0843610545304057	0.932769370848674	1	30	36	46	26.4328967363671	43.8322341736398	36.5549881122765
Interval_5232	chr14	99683702	99684341	+	640	49.4785048560161	-0.159366476597974	0.663799191237449	-0.240082360300687	0.810266408793559	1	58	35	66	51.1036003569764	42.6146721132609	52.4484612045706
Interval_5233	chr14	100068382	100068972	+	591	23.1834639046981	-0.477138885725423	0.995060060097745	-0.479507624573489	0.631577545354927	1	32	18	44	28.1950898521249	21.9161170868199	34.9656408030471
Interval_5234	chr14	100192781	100193431	+	651	72.2178411553506	-0.301853570013894	0.558604707532784	-0.540370616186006	0.588941467746411	1	78	46	97	68.7255315145544	56.0078547774286	77.0833444976265
Interval_5235	chr14	100214338	100214635	+	298	15.755042388363	-0.411010780722455	1.22660150601337	-0.335080935990612	0.737564033287596	1	16	15	27	14.0975449260624	18.2634309056832	21.4561886745971
Interval_5236	chr14	100221452	100221766	+	315	12.7050746448966	0.470534587499252	1.40126172343204	0.335793506402784	0.737026587284683	1	15	9	11	13.2164483681835	10.9580585434099	8.74141020076177
Interval_5237	chr14	100238646	100238919	+	274	41.7748527832789	0.0873357316759555	0.73898795882608	0.118182888682913	0.905922747786375	1	39	40	49	34.3627657572772	48.7024824151553	38.9390090761206
Interval_5238	chr14	100285691	100285881	+	191	8.88047787632553	-0.355228489651755	1.62220657089177	-0.218978578946624	0.826666734345363	1	10	6	13	8.81096557878903	7.3053723622733	10.3307575099912
Interval_5239	chr14	100341455	100341719	+	265	10.4320479892339	2.30885898690198	1.68187837810805	1.37278593800535	0.16981890356943	1	17	7	3	14.9786414839414	8.52293442265218	2.38402096384412
Interval_5240	chr14	100376048	100376652	+	605	35.1034125094743	0.489308291204546	0.822258846944818	0.59507817157896	0.551791218939507	1	33	35	32	29.0761864100038	42.6146721132609	25.4295569476706
Interval_5241	chr14	101707433	101707831	+	399	16.1809442737461	0.159876460318878	1.23459310388303	0.129497289281818	0.896964169732737	1	17	11	16	14.9786414839414	13.3931826641677	12.7147784738353
Interval_5242	chr14	101721949	101722409	+	461	30.1165999731782	-0.492215255769779	0.891673089120042	-0.552013133261123	0.580939355281797	1	23	31	51	20.2652208312148	37.7444238717454	40.52835638535
Interval_5243	chr14	101761110	101761552	+	443	30.426757878399	-0.624475964997492	0.871575792020001	-0.71649071797896	0.473688396871714	1	38	18	54	33.4816691993983	21.9161170868199	42.9123773491941
Interval_5244	chr14	101809785	101810420	+	636	39.5868769380321	-0.116456282339607	0.75214274008762	-0.154832688175706	0.876953220514982	1	39	37	54	34.3627657572772	45.0497962340187	42.9123773491941
Interval_5245	chr14	101947969	101948565	+	597	82.6171640873053	-0.222172743534002	0.535909106103752	-0.41457168949652	0.678455476503922	1	95	54	110	83.7041729984958	65.7483512604597	87.4141020076177
Interval_5246	chr14	101961292	101961492	+	201	6.31589045260142	-0.370074361345327	1.9929656553201	-0.185690285408299	0.852687646949394	1	7	4	9	6.16767590515232	4.87024824151553	7.15206289153236
Interval_5247	chr14	101964482	101964752	+	271	12.4134361309169	-0.462402647502782	1.38145687751786	-0.334721014479733	0.737835547719271	1	15	9	21	13.2164483681835	10.9580585434099	16.6881467469088
Interval_5248	chr14	102086842	102087284	+	443	28.4430403404533	0.449171697085885	0.89780218375682	0.500301408497741	0.616862862483944	1	39	27	31	34.3627657572772	32.8741756302298	24.6348832930559
Interval_5249	chr14	102139380	102140145	+	766	50.0391957860248	0.183166284285215	0.660429994069685	0.277343981845089	0.781515990946605	1	56	41	55	49.3414072412186	49.9200444755342	43.7070510038088
Interval_5250	chr14	102304944	102305376	+	433	23.6972664534554	0.423342018190066	1.02952480959069	0.411201375864245	0.680924879492275	1	19	25	22	16.7408345996992	30.4390515094721	17.4828204015235
Interval_5251	chr14	102316953	102317326	+	374	23.4377447111554	-0.201344966290009	0.997981372743015	-0.2017522288383	0.840110429348173	1	24	19	32	21.1463173890937	23.1336791471988	25.4295569476706
Interval_5252	chr14	102362799	102363222	+	424	24.4043955278648	0.150820806690856	0.984040821841379	0.153266819163695	0.878187865952131	1	35	18	30	30.8383795257616	21.9161170868199	23.8402096384412
Interval_5253	chr14	102524621	102525116	+	496	29.8824042788018	-0.795253766105105	0.886826751563355	-0.896740839970355	0.369857222678568	1	33	15	52	29.0761864100038	18.2634309056832	41.3230300399647
Interval_5254	chr14	102592099	102592663	+	565	40.8420681096557	-0.228674458564378	0.736231971585478	-0.310601097738157	0.756103892565853	1	49	29	58	43.1737313360662	35.3092997509876	46.091071967653
Interval_5255	chr14	102630095	102630451	+	357	5.66056880601268	0.345571254987392	2.21441352956457	0.15605542974412	0.875989329760816	1	5	3	4	4.40548278939451	3.65268618113665	3.17869461845882
