Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UBR.18_R1.mLb.clN.bam.raw	PDR.4_R1.mLb.clN.bam.raw	UBR.18_R1.mLb.clN.bam.pseudo	PDR.4_R1.mLb.clN.bam.pseudo
Interval_1357	chr1	165768699	165769382	+	684	55.7007784169391	-0.202221317410889	0.716020501467409	-0.282423920818549	0.777618475084889	1	62	66	45.5887886817049	52.4484612045706
Interval_1358	chr1	166014199	166014442	+	244	5.43915114759192	3.05789136394463	2.63326470299322	1.16125483338942	0.245538281538039	1	18	2	13.2354547785595	1.58934730922941
Interval_1359	chr1	166489858	166490456	+	599	27.6674367960788	0.199920328775104	1.05207372730951	0.1900250178154	0.849289526318085	1	36	29	26.470909557119	23.0455359838265
Interval_1360	chr1	166839216	166839501	+	286	23.6608109778831	0.612341596806796	1.16391871165401	0.526103404538119	0.598816363318854	1	38	23	27.9415156436256	18.2774940561382
Interval_1361	chr1	166875887	166876620	+	734	57.8532629937439	0.0313406073073062	0.705969558250642	0.0443937092485499	0.964590575999503	1	74	67	54.4124252007446	53.2431348591853
Interval_1362	chr1	167220068	167221003	+	936	100.565466636475	0.29296022291341	0.586581324102344	0.499436669521882	0.617471791556367	1	143	108	105.148335185223	85.8247546983883
Interval_1363	chr1	167462270	167462500	+	231	7.70100784709906	1.20989995495605	2.26662455897556	0.533789308055009	0.593487311933119	1	5	2	3.67651521626652	1.58934730922941
Interval_1364	chr1	167517773	167517996	+	224	8.42401499171972	-1.11202130584364	1.94343764422361	-0.572192943338754	0.567191267673073	1	7	14	5.14712130277313	11.1254311646059
Interval_1365	chr1	167553344	167554071	+	728	38.7154996729212	0.194637696500827	0.882711227956255	0.220499853560799	0.825481886412776	1	47	38	34.5592430329053	30.1975988753588
Interval_1366	chr1	167600238	167600444	+	207	8.11120595714493	-0.218938354425919	1.95481859863881	-0.111999320335079	0.910823945475011	1	13	14	9.55893956229296	11.1254311646059
Interval_1367	chr1	167714438	167715605	+	1168	43.7245804060901	-0.112023523093851	0.816170337528976	-0.137255077699849	0.890829177101451	1	58	58	42.6475765086917	46.091071967653
Interval_1368	chr1	167721521	167722486	+	966	35.9160517618515	0.0806214851137544	0.909469519578161	0.0886467147916612	0.929362681161456	1	48	42	35.2945460761586	33.3762934938177
Interval_1369	chr1	167935872	167936799	+	928	135.739910037005	-0.225552468233744	0.580050476220146	-0.388849725119681	0.697387314491588	1	171	185	125.736820396315	147.014626103721
Interval_1370	chr1	168178646	168179312	+	667	44.30704624597	-0.301057283523222	0.816348667424129	-0.36878517174918	0.71228785808253	1	50	57	36.7651521626652	45.2963983130383
Interval_1371	chr1	168225719	168226215	+	497	21.8664295229567	-0.112023480130984	1.19698827068765	-0.0935877843369574	0.925436613708206	1	29	29	21.3237882543458	23.0455359838265
Interval_1372	chr1	168363082	168363563	+	482	25.5896723607192	-0.0158082378446749	1.12161771003564	-0.0140941407248042	0.988754875016734	1	31	29	22.7943943408525	23.0455359838265
Interval_1373	chr1	168504070	168504326	+	257	11.1488981943268	0.62494099864385	1.74758555821623	0.357602519490794	0.720640792559125	1	10	6	7.35303043253305	4.76804192768824
Interval_1374	chr1	168520466	168520841	+	376	13.5775504218178	-0.483991749205228	1.53462038493444	-0.315382067094009	0.752471580991403	1	17	22	12.5001517353062	17.4828204015235
Interval_1375	chr1	169106209	169106604	+	396	25.2137236945651	0.0212429581814087	1.09961703837146	0.0193185058435159	0.984587021154917	1	34	31	25.0003034706124	24.6348832930559
Interval_1376	chr1	169367621	169368274	+	654	76.9530773670001	-0.00308918807077631	0.62240242015213	-0.0049633291432595	0.996039852565882	1	110	102	80.8833347578635	81.0567127707
Interval_1377	chr1	169485425	169486309	+	885	79.64960197217	0.289593363314573	0.631281348193005	0.458738982457683	0.646421616736633	1	107	81	78.6774256281036	64.3685660237912
Interval_1378	chr1	169604775	169605149	+	375	25.6792641550052	0.00345365723023953	1.08931326738724	0.00317049037557694	0.997470318917217	1	39	36	28.6768186868789	28.6082515661294
Interval_1379	chr1	169692864	169693255	+	392	16.6755223330555	-0.527060594172791	1.36521776614175	-0.386063386548449	0.699449725054814	1	24	32	17.6472730380793	25.4295569476706
Interval_1380	chr1	169711731	169712130	+	400	9.08063716366768	0.987510432008348	1.87451968392042	0.526807181849936	0.598327495065687	1	15	7	11.0295456487996	5.56271558230294
Interval_1381	chr1	169794563	169795247	+	685	32.1057815640328	0.385475908080785	0.965345409554477	0.399313970176425	0.689661874673421	1	48	34	35.2945460761586	27.0189042569
Interval_1382	chr1	169893615	169894363	+	749	78.7181759027628	-0.00396381446662486	0.616957931383049	-0.00642477268707623	0.994873808332575	1	97	90	71.3243951955706	71.5206289153236
Interval_1383	chr1	170074392	170075014	+	623	69.1985612792142	-0.0380229711082563	0.642578944065504	-0.0591724510418758	0.952814752066632	1	100	95	73.5303043253305	75.4939971883971
Interval_1384	chr1	170531787	170532410	+	624	45.4806608969044	0.0373540514383931	0.793559754176742	0.0470715043722764	0.962456238370704	1	61	55	44.8534856384516	43.7070510038088
Interval_1385	chr1	171313887	171314214	+	328	50.958010009339	0.151010801163056	0.756156034004995	0.199708518310995	0.841708551333241	1	72	60	52.941819114238	47.6804192768824
Interval_1386	chr1	171485103	171485924	+	822	79.3789099558939	0.0284576565736256	0.618860111954852	0.0459839889886159	0.963323011345751	1	97	88	71.3243951955706	69.9312816060941
Interval_1387	chr1	171741768	171742658	+	891	56.0674224553953	0.104787802013398	0.70658016955027	0.148302777984972	0.882103823089134	1	86	74	63.2360617197842	58.8058504414883
Interval_1388	chr1	171780952	171781879	+	928	138.941832235739	-0.303752881933908	0.577684572651387	-0.525810963827162	0.599019556084619	1	197	225	144.854699520901	178.801572288309
Interval_1389	chr1	171841281	171841700	+	420	22.4626640660252	-0.176153771339674	1.18941354577466	-0.14810136639645	0.882262771110172	1	22	23	16.1766669515727	18.2774940561382
Interval_1390	chr1	171978316	171978562	+	247	6.2629895571912	1.47293466289089	2.38046241102212	0.618759891385324	0.536074548410166	1	9	3	6.61772738927974	2.38402096384412
Interval_1391	chr1	171999364	171999619	+	256	3.8624890682805	0.20990345619586	3.37752994298094	0.0621470304451553	0.950445744474582	1	5	4	3.67651521626652	3.17869461845882
Interval_1392	chr1	172181288	172181788	+	501	13.1718124536646	-0.112023418937544	1.58602127655474	-0.0706317251814486	0.943690860416324	1	13	13	9.55893956229296	10.3307575099912
Interval_1393	chr1	172443967	172444374	+	408	25.8754989004804	-0.597450025110693	1.09340807958571	-0.54641083806246	0.584783561752607	1	25	35	18.3825760813326	27.8135779115147
Interval_1394	chr1	172532229	172533456	+	1228	198.902630711328	0.0154373461156963	0.584024782239571	0.0264326901617058	0.978912220274722	1	272	249	200.002427764899	197.873739999062
Interval_1395	chr1	172639219	172639520	+	302	13.4768292673988	-0.346488411335084	1.53027162387306	-0.226422816661878	0.820872583553539	1	17	20	12.5001517353062	15.8934730922941
Interval_1396	chr1	172662759	172663118	+	360	22.2336828846636	-1.60387545140837	1.19684083893742	-1.34009084518901	0.180215812037105	1	16	45	11.7648486920529	35.7603144576618
Interval_1397	chr1	172690069	172690251	+	183	4.83490738298614	2.11036145932505	2.80742691685633	0.751706641641866	0.452227495433831	1	14	3	10.2942426055463	2.38402096384412
Interval_1398	chr1	172838246	172838574	+	329	9.76865043620144	0.540052329502361	1.75793135416886	0.307208997792576	0.75868429722687	1	22	14	16.1766669515727	11.1254311646059
Interval_1399	chr1	173319252	173319490	+	239	5.9922463441946	2.47292832110012	2.75149227302381	0.898758955402206	0.368781066825145	1	6	1	4.41181825951983	0.794673654614706
Interval_1400	chr1	173429681	173430065	+	385	7.46334265691196	0.110368532465322	2.11060524962334	0.0522923613901836	0.958295739718936	1	7	6	5.14712130277313	4.76804192768824
Interval_1401	chr1	173476629	173477584	+	956	45.8355127142964	0.472938788604702	0.796343458773682	0.593887955497239	0.552587055392503	1	75	50	55.1477282439979	39.7336827307353
Interval_1402	chr1	173544367	173544585	+	219	3.76673833491306	3.33063249449289	4.14474245448073	0.803580085149143	0.421639528286242	1	2	0	1.47060608650661	0
Interval_1403	chr1	173714848	173715480	+	633	43.7535544376916	-0.401530044119015	0.818096937074098	-0.490809861182315	0.62356093478079	1	54	66	39.7063643356785	52.4484612045706
Interval_1404	chr1	173812118	173812430	+	313	5.69718390713186	-1.11201962920687	2.59757299639634	-0.428099472372709	0.668578700910161	1	3	6	2.20590912975991	4.76804192768824
Interval_1405	chr1	173824349	173824925	+	577	42.309513461544	0.0608130165421424	0.826961092029379	0.0735379416616881	0.941378052713428	1	62	55	45.5887886817049	43.7070510038088
Interval_1406	chr1	173867567	173868725	+	1159	95.4055361700975	0.240492813584655	0.585810278656507	0.410530204652946	0.681417051146229	1	143	112	105.148335185223	89.0034493168471
Interval_1407	chr1	174022140	174022554	+	415	38.2831947051014	0.525406145667492	0.880344204492344	0.596818997599321	0.55062823282613	1	56	36	41.1769704221851	28.6082515661294
Interval_1408	chr1	174159161	174160114	+	954	55.2263411042728	0.173378611049701	0.747230223374118	0.232028370408801	0.816515978627503	1	78	64	57.3536373737578	50.8591138953412
Interval_1409	chr1	174999187	175000348	+	1162	129.582865308284	0.11169790176376	0.58168155112334	0.19202586285924	0.847721946770263	1	181	155	133.089850828848	123.174416465279
Interval_1410	chr1	175023210	175023705	+	496	25.535694102952	0.418490899797001	1.09439606821639	0.382394374350269	0.702168862523731	1	39	27	28.6768186868789	21.4561886745971
Interval_1411	chr1	175029647	175029894	+	248	12.2046846113686	0.128984350452749	1.65151672071702	0.0781005416625448	0.937748076327815	1	13	11	9.55893956229296	8.74141020076177
Interval_1412	chr1	175693275	175693450	+	176	6.48856263269436	2.34740026303621	2.41585930894054	0.97166265202159	0.331218402727649	1	11	2	8.08833347578635	1.58934730922941
Interval_1413	chr1	176206938	176207705	+	768	67.8001545244888	-0.174759279356426	0.648681394811614	-0.269406955023241	0.787616534624609	1	90	94	66.1772738927974	74.6993235337824
Interval_1414	chr1	177010979	177011168	+	190	3.27093359983929	5.79004732527646	4.68173806341308	1.23673030119404	0.21618722538589	1	11	0	8.08833347578635	0
Interval_1415	chr1	177567734	177567945	+	212	4.6446500013278	-1.69697819465039	3.01445968326012	-0.562946057654723	0.573471616190868	1	2	6	1.47060608650661	4.76804192768824
Interval_1416	chr1	177612890	177613203	+	314	8.22967588639159	0.11036858484159	2.04671047676165	0.0539248643590359	0.956995026589714	1	7	6	5.14712130277313	4.76804192768824
Interval_1417	chr1	177960461	177960679	+	219	3.24345659715527	1.76243411876696	3.72048419227982	0.473710954725758	0.635706040406665	1	11	3	8.08833347578635	2.38402096384412
Interval_1418	chr1	178094197	178094496	+	300	6.79376400750605	-1.87755441868804	2.19685890361679	-0.854654077053808	0.392742680738932	1	5	17	3.67651521626652	13.50945212845
Interval_1419	chr1	178520754	178521122	+	369	8.52823098439578	1.65350803698323	1.94778260030178	0.848918168140038	0.395926828566649	1	17	5	12.5001517353062	3.97336827307353
Interval_1420	chr1	178542463	178543045	+	583	30.9868555154118	0.32609738349262	0.98713936514287	0.330345840726779	0.741138659313997	1	42	31	30.8827278166388	24.6348832930559
Interval_1421	chr1	178610271	178610471	+	201	3.49531620915087	1.02547390026388	3.690824041647	0.277844158565271	0.781131991588813	1	11	5	8.08833347578635	3.97336827307353
Interval_1422	chr1	179002919	179003156	+	238	8.92282821358365	-0.696984673709751	1.95649129708094	-0.356242153874972	0.721659225691657	1	6	9	4.41181825951983	7.15206289153236
Interval_1423	chr1	179026188	179026546	+	359	18.1056745525279	-1.29259464775538	1.32810393680799	-0.973263170096493	0.330422522077585	1	15	34	11.0295456487996	27.0189042569
Interval_1424	chr1	179081514	179081757	+	244	8.15680880564077	-1.69698240069357	1.99330466085002	-0.851341209411464	0.394579839459647	1	5	15	3.67651521626652	11.9201048192206
Interval_1425	chr1	179081769	179082078	+	310	20.6062688706045	-0.474593216734625	1.26923688944303	-0.373920125298979	0.70846374294868	1	14	18	10.2942426055463	14.3041257830647
Interval_1426	chr1	179129646	179129886	+	241	11.3871241864987	-0.740053728489269	1.67213913847658	-0.442579036313631	0.658070250799266	1	11	17	8.08833347578635	13.50945212845
Interval_1427	chr1	179293509	179293939	+	431	34.5400350921952	-0.294887485850804	0.931142501377838	-0.316694260453637	0.751475604296413	1	37	42	27.2062126003723	33.3762934938177
Interval_1428	chr1	179365672	179366217	+	546	47.3632164346048	0.642863738613661	0.797960807350536	0.805633224955193	0.420454362243912	1	81	48	59.5595465035177	38.1443354215059
Interval_1429	chr1	179814726	179815079	+	354	34.2679804191974	-0.382112548012157	0.941715156559459	-0.405762342626192	0.684917230319727	1	34	41	25.0003034706124	32.581619839203
Interval_1430	chr1	179882247	179883146	+	900	103.301440028186	-0.151824542604444	0.584384842985721	-0.259802327912454	0.795016255187268	1	143	147	105.148335185223	116.817027228362
Interval_1431	chr1	179954179	179955199	+	1021	96.2205065891371	-0.182990049941072	0.586963287258507	-0.311757232374366	0.755225028824248	1	119	125	87.5010621471433	99.3342068268383
Interval_1432	chr1	180154476	180155126	+	651	45.5895063762489	0.411538261198729	0.794683331719385	0.51786446849001	0.604552834186758	1	69	48	50.735909984478	38.1443354215059
Interval_1433	chr1	180502260	180503224	+	965	50.2030466750323	0.0630631287385713	0.764846916689524	0.0824519617749477	0.934287317153177	1	70	62	51.4712130277313	49.2697665861118
Interval_1434	chr1	180631785	180632593	+	809	93.5519092901836	-0.171402077038996	0.596041002264429	-0.287567594155133	0.773677753599141	1	119	124	87.5010621471433	98.5395331722236
Interval_1435	chr1	180954141	180954441	+	301	15.161494442811	0.472938438466314	1.44195372494345	0.327984477091914	0.742923399504014	1	27	18	19.8531821678392	14.3041257830647
Interval_1436	chr1	181022553	181022996	+	444	24.559805284597	0.0872851878706552	1.12365150666878	0.0776799455637486	0.938082647016247	1	31	27	22.7943943408525	21.4561886745971
Interval_1437	chr1	181033557	181034250	+	694	34.6744396665386	-0.618983280603597	0.923757249144764	-0.670071364719103	0.502812298105545	1	38	54	27.9415156436256	42.9123773491941
Interval_1438	chr1	181062249	181062512	+	264	8.16557778192095	1.05789887354382	2.03700017872407	0.519341571293558	0.603522568580815	1	9	4	6.61772738927974	3.17869461845882
Interval_1439	chr1	181088522	181089148	+	627	48.9651783465862	0.107289437787625	0.761441842564267	0.14090299716957	0.887946574373364	1	78	67	57.3536373737578	53.2431348591853
Interval_1440	chr1	181595868	181596177	+	310	5.44769906521387	-2.69697691672111	2.63779054452369	-1.02243785895749	0.306573709689632	1	2	12	1.47060608650661	9.53608385537648
Interval_1441	chr1	182029498	182030224	+	727	93.9158345422377	0.0464057939643667	0.594725611392485	0.0780289146379834	0.937805052550619	1	125	112	91.9128804066631	89.0034493168471
Interval_1442	chr1	182259290	182259734	+	445	35.0003665906418	-1.26177008272472	0.956132947822892	-1.31965966197249	0.186948673559513	1	32	71	23.5296973841058	56.4218294776441
Interval_1443	chr1	182391358	182391880	+	523	27.5870246365735	0.219182222427982	1.04944754365436	0.208854862497225	0.834561541532021	1	39	31	28.6768186868789	24.6348832930559
Interval_1444	chr1	182588648	182588899	+	252	5.76555237043511	-0.91937591244196	2.39921930107355	-0.383197947778504	0.701572999544262	1	8	14	5.88242434602644	11.1254311646059
Interval_1445	chr1	182616077	182616397	+	321	16.5739717884426	-0.779447445653133	1.40327765248151	-0.555447772060492	0.578588424407235	1	17	27	12.5001517353062	21.4561886745971
Interval_1446	chr1	182623718	182624044	+	327	5.00637704416059	-0.112023079905658	2.92892803403793	-0.0382471261170656	0.969490647154523	1	3	3	2.20590912975991	2.38402096384412
Interval_1447	chr1	182789297	182789748	+	452	21.4972066499282	-0.937993482321787	1.20049566148835	-0.781338502430637	0.434603430541398	1	22	39	16.1766669515727	30.9922725299735
Interval_1448	chr1	182838982	182840126	+	1145	84.001115010819	-0.221648009443021	0.616987260627665	-0.359242440788059	0.719413729614811	1	114	123	83.8245469308768	97.7448595176089
Interval_1449	chr1	183102226	183102468	+	243	5.65261405501681	0.887972504438496	2.66168170588072	0.333613332682345	0.738671356112053	1	4	2	2.94121217301322	1.58934730922941
Interval_1450	chr1	183470201	183470443	+	243	29.8971737840296	-1.2964474416635	1.01996557586245	-1.27106980112272	0.203703817601871	1	22	50	16.1766669515727	39.7336827307353
Interval_1451	chr1	183471336	183472512	+	1177	79.0729288463628	0.45247474303327	0.634181717029785	0.713478062963488	0.47554998299373	1	105	71	77.206819541597	56.4218294776441
Interval_1452	chr1	183590237	183590607	+	371	14.7092729290014	0.472938373875702	1.52301619571445	0.310527475155211	0.756159869256819	1	18	12	13.2354547785595	9.53608385537648
Interval_1453	chr1	183635535	183636077	+	543	52.5412981563275	-0.134049829845194	0.740393229020612	-0.181052209273327	0.856326596038463	1	65	66	47.7946978114648	52.4484612045706
Interval_1454	chr1	183956608	183957118	+	511	27.5326478189688	-0.375057764261195	1.05437369557445	-0.355716161959876	0.722053140198849	1	35	42	25.7356065138657	33.3762934938177
Interval_1455	chr1	184051475	184052132	+	658	24.6171622693942	-0.0124878801302033	1.12850371802092	-0.0110658741577773	0.991170890050763	1	30	28	22.0590912975991	22.2508623292118
Interval_1456	chr1	184350609	184350792	+	184	2.82539452101791	-0.919370062563428	4.49155955254606	-0.204688383134602	0.837815597162319	1	4	7	2.94121217301322	5.56271558230294
Interval_1457	chr1	184386688	184387723	+	1036	46.3304174995259	0.321872859170802	0.816371543872419	0.394272511807569	0.69337985543973	1	77	57	56.6183343305045	45.2963983130383
Interval_1458	chr1	184754465	184755377	+	913	154.634268552514	0.0195361402975306	0.587463094655406	0.0332550937671925	0.97347116391742	1	218	199	160.29606342922	158.140057268327
Interval_1459	chr1	184840631	184840848	+	218	12.4554959004356	-1.17615232598652	1.60764120173632	-0.731601258238605	0.464411980035529	1	11	23	8.08833347578635	18.2774940561382
Interval_1460	chr1	184867263	184867619	+	357	8.65153617835756	-1.19002396491698	1.88384616954085	-0.631699118621255	0.527583504081404	1	9	19	6.61772738927974	15.0987994376794
Interval_1461	chr1	184890575	184890904	+	330	15.0713145720558	-0.326148022957542	1.45046418716766	-0.224857687520307	0.82208998682943	1	25	29	18.3825760813326	23.0455359838265
Interval_1462	chr1	184974280	184974542	+	263	11.5438051411537	-0.69698505569103	1.67033616388006	-0.417272325632937	0.676479228322777	1	10	15	7.35303043253305	11.9201048192206
Interval_1463	chr1	185045120	185045542	+	423	25.6619513650008	-0.0745488081542947	1.10970174811817	-0.067179139152222	0.946439092146587	1	39	38	28.6768186868789	30.1975988753588
Interval_1464	chr1	185156551	185157492	+	942	161.720500227578	-0.3224972339654	0.597602348761826	-0.539651884959259	0.589437127657883	1	191	221	140.442881261381	175.62287766985
Interval_1465	chr1	185170385	185170615	+	231	7.19540609491852	1.47293504051165	2.2702112409894	0.648809685159395	0.516461396534502	1	9	3	6.61772738927974	2.38402096384412
Interval_1466	chr1	185257265	185257650	+	386	4.65343396475574	-2.33440680981574	2.85917452401326	-0.816461810991189	0.414236056819729	1	3	14	2.20590912975991	11.1254311646059
Interval_1467	chr1	185316294	185316969	+	676	30.0740063740336	-0.590070529323494	1.01775592732208	-0.579776067604037	0.562065638628388	1	28	39	20.5884852110925	30.9922725299735
Interval_1468	chr1	185317018	185317963	+	946	78.5278811420549	-0.519198835637949	0.636922026075765	-0.815168598952154	0.414975809382033	1	92	122	67.6478799793041	96.9501858629942
Interval_1469	chr1	185420770	185421184	+	415	15.3564006313372	-0.474593172866174	1.43417550549152	-0.330917081660463	0.740707118917568	1	21	27	15.4413639083194	21.4561886745971
Interval_1470	chr1	185559784	185560163	+	380	14.0668361923816	1.57603044303101	1.54098158075185	1.0227445043581	0.306428663198682	1	29	9	21.3237882543458	7.15206289153236
Interval_1471	chr1	185566918	185567499	+	582	26.6543306430645	0.0915097807537721	1.07191364934523	0.0853704781254252	0.931966862502648	1	38	33	27.9415156436256	26.2242306022853
Interval_1472	chr1	185902420	185902656	+	237	4.1230943297873	-1.57144791296455	3.15738670870876	-0.497705241055888	0.618691813475951	1	4	11	2.94121217301322	8.74141020076177
Interval_1473	chr1	186375038	186375898	+	861	110.128517059194	-0.150497682749715	0.58251055189944	-0.258360440440048	0.796128744340124	1	148	152	108.824850401489	120.790395501435
Interval_1474	chr1	186680339	186680557	+	219	7.99978387193576	-2.61451833167067	2.08862462193853	-1.25178948108159	0.210646584079776	1	3	17	2.20590912975991	13.50945212845
Interval_1475	chr1	186829059	186829315	+	257	4.68111475138847	2.20989481356351	2.90943256745675	0.759562135339422	0.447516359749789	1	10	2	7.35303043253305	1.58934730922941
Interval_1476	chr1	187072522	187072814	+	293	11.1832765647337	1.11036575831164	1.87382406001934	0.592566709971787	0.553471163560059	1	7	3	5.14712130277313	2.38402096384412
Interval_1477	chr1	187073026	187073420	+	395	10.5687203921258	1.02547789940672	1.82285665885885	0.562566395126585	0.573730180420179	1	11	5	8.08833347578635	3.97336827307353
Interval_1478	chr1	188065106	188065449	+	344	4.44805595025484	-1.91937068710202	2.90962808369531	-0.659661864640913	0.509470844348196	1	4	14	2.94121217301322	11.1254311646059
Interval_1479	chr1	189755169	189755394	+	226	6.24352682026514	0.88797311610628	2.41717534522354	0.367359826775066	0.713350633456074	1	6	3	4.41181825951983	2.38402096384412
Interval_1480	chr1	190443805	190443994	+	190	2.44669562256375	-2.11199190006699	5.70201608179558	-0.37039388696391	0.711089027938521	1	2	8	1.47060608650661	6.35738923691765
Interval_1481	chr1	192516670	192517218	+	549	28.4583736923328	-0.449058314382588	1.02499135554821	-0.438109367412577	0.661307004239495	1	38	48	27.9415156436256	38.1443354215059
Interval_1482	chr1	192575480	192575800	+	321	29.3314458798886	-0.381210005258573	1.00482016776119	-0.379381323633197	0.704404717377767	1	39	47	28.6768186868789	37.3496617668912
Interval_1483	chr1	192609185	192609634	+	450	25.3286554274172	-0.490534877639674	1.10769030739771	-0.442844786456681	0.657878006244887	1	30	39	22.0590912975991	30.9922725299735
Interval_1484	chr1	192808621	192809480	+	860	74.911949182213	-0.290729389904805	0.625152370587182	-0.465053647052052	0.641893039205316	1	91	103	66.9125769360507	81.8513864253147
Interval_1485	chr1	193058652	193059811	+	1160	87.3985872762043	-0.150158662309294	0.598722728546393	-0.250798333101294	0.801970030391259	1	112	115	82.3539408443701	91.3874702806912
Interval_1486	chr1	193104831	193105457	+	627	18.6101151659532	-0.00510835262338342	1.29324814571585	-0.00395001735769419	0.996848350331069	1	28	26	20.5884852110925	20.6615150199824
Interval_1487	chr1	193121762	193122428	+	667	133.110959973107	-0.281042583598156	0.580326781920778	-0.48428332510858	0.628184808371155	1	177	199	130.148638655835	158.140057268327
Interval_1488	chr1	193183113	193183471	+	359	9.66947271350439	-1.24952501715762	1.8332479501639	-0.681590843751334	0.495497706272552	1	10	22	7.35303043253305	17.4828204015235
Interval_1489	chr1	193397186	193397369	+	184	3.7539613067961	-0.919373239991084	3.36271163772366	-0.273402342822782	0.784543952056932	1	4	7	2.94121217301322	5.56271558230294
Interval_1490	chr1	193449174	193449344	+	171	5.84366638769622	-0.112023242631769	2.37596101781664	-0.0471486029407634	0.962394790838121	1	10	10	7.35303043253305	7.94673654614706
Interval_1491	chr1	193479282	193479544	+	263	17.5185409120626	-0.495351773860747	1.33386658329836	-0.371365307492637	0.710365461596046	1	23	30	16.911969994826	23.8402096384412
Interval_1492	chr1	193592458	193592972	+	515	10.0241569565204	-0.4115831824974	1.75757772824314	-0.234176375749148	0.814848054576004	1	13	16	9.55893956229296	12.7147784738353
Interval_1493	chr1	194289628	194289891	+	264	16.5830120581989	-1.11202253509364	1.38041165196535	-0.805573129950335	0.420489024006331	1	17	34	12.5001517353062	27.0189042569
Interval_1494	chr1	195029614	195030014	+	401	5.97927758485583	-1.30466523482965	2.35302348613165	-0.554463328784919	0.579261795828835	1	7	16	5.14712130277313	12.7147784738353
Interval_1495	chr1	196267898	196268147	+	250	4.98596399074668	-1.52705557118821	2.8128805628346	-0.542879634266934	0.587212678946507	1	3	8	2.20590912975991	6.35738923691765
Interval_1496	chr1	196361357	196361615	+	259	4.04775664983378	-1.11201501893079	3.53856639699179	-0.314255801410462	0.753326764309719	1	1	2	0.735303043253305	1.58934730922941
Interval_1497	chr1	197025154	197025457	+	304	4.2160474202115	-1.57144833529236	3.07108966943191	-0.511690801780804	0.608867424671323	1	4	11	2.94121217301322	8.74141020076177
Interval_1498	chr1	197146443	197147078	+	636	61.41333284197	-0.144445001769197	0.710321818950909	-0.203351492120193	0.83886031129242	1	88	90	64.7066678062908	71.5206289153236
Interval_1499	chr1	197200998	197201777	+	780	72.5794663468113	-0.292595746191566	0.641647959027667	-0.456006665453992	0.648385185116354	1	90	102	66.1772738927974	81.0567127707
Interval_1500	chr1	197775130	197775757	+	628	27.8068634837765	-0.0763996092958746	1.03558807017227	-0.0737741303674595	0.941190111893536	1	41	40	30.1474247733855	31.7869461845882
Interval_1501	chr1	197902435	197903030	+	596	26.7348668410464	-0.22449816270609	1.06088819857127	-0.211613403757747	0.832408651457588	1	37	40	27.2062126003723	31.7869461845882
Interval_1502	chr1	198156249	198156766	+	518	18.4146521177018	-0.00510834890181029	1.30481872212784	-0.0039149874347908	0.996876299949603	1	28	26	20.5884852110925	20.6615150199824
Interval_1503	chr1	198157408	198157851	+	444	21.813428672944	-1.24952611477597	1.21821401283781	-1.02570328497964	0.305031465477006	1	15	33	11.0295456487996	26.2242306022853
Interval_1504	chr1	198158942	198159225	+	284	26.0200595310999	-0.514121689363293	1.0979521550996	-0.46825509379018	0.639602177640733	1	28	37	20.5884852110925	29.4029252207441
Interval_1505	chr1	198188010	198188345	+	336	7.40446133143836	-1.69698226753411	2.09635517875092	-0.809491771592459	0.418232333935946	1	5	15	3.67651521626652	11.9201048192206
Interval_1506	chr1	198188472	198188822	+	351	6.74110520996128	0.735971343686829	2.34813185219566	0.313428457179117	0.753955166901037	1	9	5	6.61772738927974	3.97336827307353
Interval_1507	chr1	198330254	198330551	+	298	4.79936474006177	-0.112022952665048	3.29395485849377	-0.0340086484112515	0.972870254256817	1	3	3	2.20590912975991	2.38402096384412
Interval_1508	chr1	198621040	198621788	+	749	25.0029009602726	0.0323663323282785	1.10440803884554	0.0293064983138947	0.976620144224785	1	42	38	30.8827278166388	30.1975988753588
Interval_1509	chr1	198639046	198639251	+	206	6.37358131188344	1.11036577712816	2.345920793326	0.473317675638104	0.635986553455993	1	14	6	10.2942426055463	4.76804192768824
Interval_1510	chr1	198681873	198682351	+	479	44.5696600898204	-0.477307876820289	0.796264687794636	-0.599433685979794	0.548883719137613	1	59	76	43.382879551945	60.3951977507177
Interval_1511	chr1	198762272	198762625	+	354	7.46210782474418	-0.353030909052698	2.04906884777481	-0.172288456503583	0.86321075903339	1	11	13	8.08833347578635	10.3307575099912
Interval_1512	chr1	198937393	198937631	+	239	30.6047043742769	-0.213903070795141	0.986652415861918	-0.216796784111941	0.828366718268892	1	41	44	30.1474247733855	34.9656408030471
Interval_1513	chr1	199173306	199173710	+	405	28.067164020473	-0.260122057249131	1.04015063544538	-0.250081140543408	0.80252460034842	1	37	41	27.2062126003723	32.581619839203
Interval_1514	chr1	199218205	199218414	+	210	6.17505335813875	-1.22749738771276	2.32212646623714	-0.528609188844843	0.597076584640671	1	6	13	4.41181825951983	10.3307575099912
Interval_1515	chr1	199243329	199243680	+	352	12.2641055893737	-0.281948192203708	1.61491383049539	-0.174590239354887	0.861401618652222	1	16	18	11.7648486920529	14.3041257830647
Interval_1516	chr1	199337077	199337405	+	329	8.00814312458248	-1.11202144547891	1.98087187948488	-0.561379792906187	0.574538656387105	1	9	18	6.61772738927974	14.3041257830647
