Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UVR.11_R1.mLb.clN.bam.raw	UVR.14_R1.mLb.clN.bam.raw	DME.4_R1.mLb.clN.bam.raw	UVR.11_R1.mLb.clN.bam.pseudo	UVR.14_R1.mLb.clN.bam.pseudo	DME.4_R1.mLb.clN.bam.pseudo
Interval_4283	chr12	122898617	122898830	+	214	10.0609526925812	0.5332814155788	1.71341083438572	0.311239665862151	0.755618430449906	1	7	6	3	6.16767590515232	7.3053723622733	4.64283392889094
Interval_4284	chr12	122946776	122947074	+	299	8.90756848214506	0.974032745796757	1.77121240454857	0.549924302300159	0.582371294779472	1	11	7	3	9.69206213666793	8.52293442265218	4.64283392889094
Interval_4285	chr12	122974437	122975424	+	988	70.1821759729034	-0.00693021873418611	0.581485177874422	-0.011918134800132	0.990490929364409	1	77	53	43	67.8444349566755	64.5307892000808	66.5472863141035
Interval_4286	chr12	123075748	123076114	+	367	17.2956482717704	0.0258161247042311	1.24666371816686	0.0207081703975408	0.983478451383759	1	13	14	9	11.4542552524257	17.0458688453044	13.9285017866728
Interval_4287	chr12	123232838	123233529	+	692	86.3720928750527	0.00365150686656942	0.542596681207272	0.00672968890713607	0.994630525651451	1	98	64	53	86.3474626721325	77.9239718642485	82.0233994104067
Interval_4288	chr12	123364820	123365932	+	1113	74.0975030216413	-0.614658432164675	0.572928998570178	-1.07283526178399	0.283345036629289	1	59	59	61	51.9846969148553	71.8361615623541	94.4042898874492
Interval_4289	chr12	123383754	123384591	+	838	55.3984299342969	-0.259498563647186	0.641475493200416	-0.404533869801494	0.685820176699728	1	58	43	40	51.1036003569764	52.355168596292	61.9044523852126
Interval_4290	chr12	123427097	123427341	+	245	8.15318605416321	1.10742606234948	1.83354128271326	0.603982071628471	0.545855561848054	1	7	17	4	6.16767590515232	20.698555026441	6.19044523852126
Interval_4291	chr12	123436472	123436945	+	474	23.5260410458825	0.0457835939661893	1.02371443122963	0.0447230131465436	0.964328090209933	1	29	21	16	25.5518001784882	25.5688032679565	24.761780954085
Interval_4292	chr12	123458314	123458533	+	220	7.61587829904976	0.087251281792647	1.82391854450199	0.0478372688603099	0.96184593428802	1	9	7	5	7.92986902091013	8.52293442265218	7.73805654815157
Interval_4293	chr12	123584147	123584556	+	410	21.0951853357956	0.0771470933513798	1.12147991030566	0.0687904372093062	0.945156430058237	1	24	12	11	21.1463173890937	14.6107447245466	17.0237244059335
Interval_4294	chr12	123601837	123602465	+	629	17.8379872369646	0.249318961628674	1.21367443689431	0.205424909720155	0.83724016010947	1	25	12	10	22.0274139469726	14.6107447245466	15.4761130963031
Interval_4295	chr12	123633594	123633881	+	288	22.2624886220584	-0.232800599769866	1.05549522979733	-0.220560541817481	0.825434627461658	1	23	18	16	20.2652208312148	21.9161170868199	24.761780954085
Interval_4296	chr12	123712009	123712505	+	497	21.6090666681224	0.0873440087330298	1.0753076947793	0.081226991266864	0.935261434507089	1	26	19	14	22.9085105048515	23.1336791471988	21.6665583348244
Interval_4297	chr12	123832207	123832423	+	217	6.39916272581246	1.0401779655431	2.10508081053489	0.494127332469859	0.621216255857281	1	16	4	3	14.0975449260624	4.87024824151553	4.64283392889094
Interval_4298	chr12	124453514	124453981	+	468	24.5992592985766	0.246641180951416	1.0125780208742	0.243577458592752	0.807558087986378	1	28	22	14	24.6707036206093	26.7863653283354	21.6665583348244
Interval_4299	chr12	124466054	124466694	+	641	29.2253535213287	-0.0653807774717332	0.913923811029808	-0.0715385425816428	0.942969150577988	1	32	23	19	28.1950898521249	28.0039273887143	29.404614882976
Interval_4300	chr12	124582211	124582479	+	269	5.08483309231	5.08849299000783	3.09525062216008	1.64396800490964	0.100182811489065	1	15	5	0	13.2164483681835	6.08781030189442	0
Interval_4301	chr12	124713319	124713531	+	213	6.09346395464569	1.62964577372988	2.21239971570469	0.736596448716686	0.461367795229432	1	8	10	2	7.04877246303122	12.1756206037888	3.09522261926063
Interval_4302	chr12	124914289	124915003	+	715	41.7035455788826	-0.115209201303726	0.754177423099433	-0.152761403053213	0.878586436313825	1	46	30	27	40.5304416624295	36.5268618113665	41.7855053600185
Interval_4303	chr12	124917227	124917674	+	448	44.1081742617833	-0.0212261343527154	0.742728867698922	-0.0285785772922452	0.97720069794934	1	51	28	26	44.9359244518241	34.0917376906087	40.2378940503882
Interval_4304	chr12	124927619	124928177	+	559	20.9969931988362	0.61848789699622	1.12846134234627	0.548080712902646	0.583636483253773	1	21	24	10	18.503027715457	29.2214894490932	15.4761130963031
Interval_4305	chr12	124939380	124940191	+	812	46.3095887002315	-0.908984041280027	0.706964659592418	-1.2857559836217	0.198528236247076	1	37	26	39	32.6005726415194	31.656613569851	60.3568410755823
Interval_4306	chr12	124993016	124993199	+	184	8.36433871522505	0.534033824991029	1.77523716791133	0.300823931947837	0.763548758148564	1	8	9	4	7.04877246303122	10.9580585434099	6.19044523852126
Interval_4307	chr12	125049537	125049827	+	291	28.4637246873433	0.923326885158321	0.963917788011485	0.957889663041803	0.338118399453203	1	36	27	11	31.7194760836405	32.8741756302298	17.0237244059335
Interval_4308	chr12	125065409	125065590	+	182	7.09550104097395	0.460036800546339	1.97794209984605	0.232583552664229	0.816084800172423	1	15	3	4	13.2164483681835	3.65268618113665	6.19044523852126
Interval_4309	chr12	125174470	125174738	+	269	5.84737298854359	1.81228095930662	2.29473159869725	0.789757268490778	0.429669538954473	1	19	4	2	16.7408345996992	4.87024824151553	3.09522261926063
Interval_4310	chr12	125407516	125407714	+	199	4.8342788882562	4.31873060496826	3.16153664223748	1.3660226319287	0.171931859966365	1	6	5	0	5.28657934727342	6.08781030189442	0
Interval_4311	chr12	125782716	125783203	+	488	10.3629036659551	0.88670739706337	1.56967862535292	0.564897414503563	0.572143542383346	1	25	10	6	22.0274139469726	12.1756206037888	9.28566785778189
Interval_4312	chr12	125849338	125849617	+	280	5.35040794479149	0.83755329799062	2.38110978348588	0.351749131350199	0.725026410738075	1	7	4	2	6.16767590515232	4.87024824151553	3.09522261926063
Interval_4313	chr12	126772309	126772557	+	249	21.309575254519	-0.49646453463929	1.14092188449984	-0.43514331820967	0.663458402321734	1	11	23	17	9.69206213666793	28.0039273887143	26.3093922637154
Interval_4314	chr12	126900160	126900406	+	247	4.30472409974364	1.57961484369481	2.98837611980345	0.528586356057051	0.597092427175629	1	9	1	1	7.92986902091013	1.21756206037888	1.54761130963031
Interval_4315	chr12	127125692	127125957	+	266	7.49502349516031	-0.821790792355652	1.82166202369082	-0.451121438372331	0.651902027204335	1	7	5	7	6.16767590515232	6.08781030189442	10.8332791674122
Interval_4316	chr12	127653669	127653852	+	184	5.06559434846303	-0.616581111822423	2.66321320166961	-0.231517743842618	0.816912602257152	1	9	0	4	7.92986902091013	0	6.19044523852126
Interval_4317	chr12	128829843	128830272	+	430	15.5570079562296	3.02831829022647	1.56626593062304	1.93346368009285	0.0531791031260614	1	31	19	2	27.313993294246	23.1336791471988	3.09522261926063
Interval_4318	chr12	128987002	128987212	+	211	4.54005283376986	2.43845462291522	5.46092064148475	0.446528119158355	0.655215805466544	1	19	0	1	16.7408345996992	0	1.54761130963031
Interval_4319	chr12	129126549	129126754	+	206	3.72824380166353	4.78015842781135	3.79792486878054	1.25862374664252	0.208166265634184	1	4	10	0	3.52438623151561	12.1756206037888	0
Interval_4320	chr12	129428795	129428972	+	178	2.97266901818247	2.39373980410212	4.23615869514513	0.56507321287219	0.57202396757944	1	2	1	0	1.76219311575781	1.21756206037888	0
Interval_4321	chr12	129624568	129624800	+	233	6.69355230216906	2.69328661184509	2.33930585920844	1.1513187133026	0.249601141272113	1	13	7	1	11.4542552524257	8.52293442265218	1.54761130963031
Interval_4322	chr12	129990439	129990793	+	355	5.55806794491188	-0.0486282580183413	2.27143650478045	-0.0214085922789383	0.982919719490042	1	6	3	3	5.28657934727342	3.65268618113665	4.64283392889094
Interval_4323	chr12	130839356	130839628	+	273	13.884343830051	-0.863715314293051	1.32576315406169	-0.651485381568285	0.51473321062034	1	17	10	16	14.9786414839414	12.1756206037888	24.761780954085
Interval_4324	chr12	130871528	130872033	+	506	34.0172638627502	-0.0447045747053067	0.829022574425253	-0.0539244359374648	0.956995367924033	1	43	33	26	37.8871519887928	40.1795479925031	40.2378940503882
Interval_4325	chr12	130956995	130957446	+	452	10.5573073463898	0.765443706428237	1.57292459069636	0.486637255819978	0.626515416855621	1	16	10	5	14.0975449260624	12.1756206037888	7.73805654815157
Interval_4326	chr12	131009068	131009399	+	332	8.79260331795878	1.55896271701457	1.87538855220933	0.831274519180579	0.405818565780664	1	11	7	2	9.69206213666793	8.52293442265218	3.09522261926063
Interval_4327	chr12	131295095	131295383	+	289	8.3578487901435	-0.59869725463263	1.76327078879153	-0.339537896526348	0.734204553515778	1	4	9	7	3.52438623151561	10.9580585434099	10.8332791674122
Interval_4328	chr12	131296843	131297031	+	189	8.1393457159699	0.310203819104227	1.73558600200387	0.178731459429882	0.858148565861244	1	11	11	6	9.69206213666793	13.3931826641677	9.28566785778189
Interval_4329	chr12	131576826	131577128	+	303	40.3851778847504	5.44808301655822	1.63636247732566	3.32938642388214	0.000870375543827688	1	107	33	1	94.2773316930426	40.1795479925031	1.54761130963031
Interval_4330	chr12	131659903	131660101	+	199	8.25317488450597	1.50525889864837	1.85515740168678	0.81139147399554	0.417140893824131	1	8	16	3	7.04877246303122	19.4809929660621	4.64283392889094
Interval_4331	chr12	131710863	131711199	+	337	10.3504998340784	1.29066192427396	1.67358220921238	0.771197206309552	0.440590049864957	1	12	10	3	10.5731586945468	12.1756206037888	4.64283392889094
Interval_4332	chr12	131896214	131896541	+	328	11.3129971818671	0.344154537849813	1.49397367742336	0.230361848438569	0.817810604498422	1	16	11	7	14.0975449260624	13.3931826641677	10.8332791674122
Interval_4333	chr12	131928755	131929319	+	565	30.0695707229309	0.276015699370212	0.918366505863366	0.300550703458776	0.763757127162733	1	43	21	17	37.8871519887928	25.5688032679565	26.3093922637154
Interval_4334	chr12	131949724	131949967	+	244	26.8904724328981	-0.233073508073767	0.944759700694213	-0.246701365333961	0.805139349836059	1	31	23	21	27.313993294246	28.0039273887143	32.4998375022366
Interval_4335	chr12	132083996	132084467	+	472	25.6927332451199	-0.0415192408414021	0.98070249596483	-0.0423362243006783	0.966230668345746	1	35	19	18	30.8383795257616	23.1336791471988	27.8570035733457
Interval_4336	chr12	132189414	132189941	+	528	48.9761406279255	0.147957315044351	0.693647617931019	0.21330328428961	0.831090412009387	1	64	38	30	56.3901797042498	46.2673582943976	46.4283392889094
Interval_4337	chr12	132561089	132561348	+	260	10.4247964126397	1.38124377843126	1.62575110735753	0.849603467701964	0.395545583368501	1	24	9	4	21.1463173890937	10.9580585434099	6.19044523852126
Interval_4338	chr12	132687160	132687588	+	429	29.9428634751702	-0.496844176840568	0.894761433152314	-0.555281171529876	0.578702355374308	1	32	20	24	28.1950898521249	24.3512412075777	37.1426714311276
Interval_4339	chr12	132710370	132710848	+	479	20.3501641692511	1.70677693130871	1.23019311671815	1.38740569111779	0.165318090590635	1	35	16	5	30.8383795257616	19.4809929660621	7.73805654815157
Interval_4340	chr12	132828819	132829222	+	404	21.886541904066	0.0667787436891945	1.07757526389554	0.0619713034686624	0.95058568457776	1	23	18	13	20.2652208312148	21.9161170868199	20.1189470251941
Interval_4341	chr12	132887587	132888064	+	478	43.488844125746	-0.00302290678797843	0.760728195391877	-0.00397370152215961	0.996829453250215	1	35	41	26	30.8383795257616	49.9200444755342	40.2378940503882
Interval_4342	chr12	132908405	132909061	+	657	49.4323832325579	-0.502345071991766	0.699379415036109	-0.718272601669053	0.472589220201611	1	35	36	34	30.8383795257616	43.8322341736398	52.6187845274307
Interval_4343	chr12	132986276	132986747	+	472	17.6799513079886	-0.388932009243438	1.25410198902201	-0.310127894420086	0.756463700625917	1	9	19	13	7.92986902091013	23.1336791471988	20.1189470251941
Interval_4344	chr12	133037138	133037576	+	439	31.8886657476171	-0.106242484233827	0.870783908077479	-0.122007863544917	0.90289279059217	1	34	25	21	29.9572829678827	30.4390515094721	32.4998375022366
Interval_4345	chr12	133080072	133081089	+	1018	99.3518270595553	0.23589303101283	0.526857239142076	0.447736148405123	0.65434363001002	1	117	86	57	103.088297271832	104.710337192584	88.2138446489279
Interval_4346	chr12	133130206	133130673	+	468	40.6576044871834	0.475037911731212	0.787002184667124	0.603604311380835	0.546106745728766	1	45	31	18	39.6493451045506	37.7444238717454	27.8570035733457
Interval_4347	chr13	17863962	17864394	+	433	2.06615150199824	0	6.12030167660356	0	1	1	0	0	0	0	0	0
Interval_4348	chr13	18423501	18423713	+	213	4.71100078556111	1.54205847038311	2.6022921806788	0.592576991097466	0.553464281295807	1	4	12	2	3.52438623151561	14.6107447245466	3.09522261926063
Interval_4349	chr13	18475430	18475619	+	190	4.03423914123713	4.77870295894315	3.47794276357613	1.37400276076698	0.169440825340338	1	4	10	0	3.52438623151561	12.1756206037888	0
Interval_4350	chr13	18480699	18480953	+	255	4.26139918436156	1.14882093428766	2.72544364072023	0.421517039326511	0.67337757142845	1	10	4	2	8.81096557878903	4.87024824151553	3.09522261926063
Interval_4351	chr13	18643582	18643790	+	209	2.39130485368759	0.0880238252024242	4.4328241656244	0.0198572787716305	0.98415722502018	1	1	2	1	0.881096557878903	2.43512412075777	1.54761130963031
Interval_4352	chr13	18784207	18784399	+	193	3.9818325245434	-1.60606371448739	2.79053225784163	-0.575540279089844	0.56492595765759	1	3	2	5	2.64328967363671	2.43512412075777	7.73805654815157
Interval_4353	chr13	19633308	19633855	+	548	45.044106563523	-1.13304231420569	0.704672529720374	-1.60789908279141	0.107857282772342	1	46	28	53	40.5304416624295	34.0917376906087	82.0233994104067
Interval_4354	chr13	19782497	19783110	+	614	28.6299543529979	-0.268627873766855	0.917163181887689	-0.292889944855799	0.769606274844144	1	35	21	22	30.8383795257616	25.5688032679565	34.0474488118669
Interval_4355	chr13	19863338	19864229	+	892	72.5730944811185	0.190851519175978	0.571815631148821	0.333764081951631	0.738557589105113	1	88	64	44	77.5364970933435	77.9239718642485	68.0948976237339
Interval_4356	chr13	19864486	19864917	+	432	22.1418901244973	0.0781646799585697	1.06457517281372	0.0734233541742074	0.941469233806067	1	27	18	14	23.7896070627304	21.9161170868199	21.6665583348244
Interval_4357	chr13	19957399	19957659	+	261	18.2087272805251	-0.42086385225229	1.16502494632401	-0.361248790062595	0.717913471996374	1	20	14	15	17.6219311575781	17.0458688453044	23.2141696444547
Interval_4358	chr13	19958499	19958979	+	481	53.2239888723563	-0.0412873895533354	0.659985852584341	-0.0625579917988609	0.95011848154864	1	64	40	35	56.3901797042498	48.7024824151553	54.166395837061
Interval_4359	chr13	19960205	19960375	+	171	25.8789814568566	-0.107010963830611	0.973408366562148	-0.109934296341164	0.91246148283129	1	31	20	18	27.313993294246	24.3512412075777	27.8570035733457
Interval_4360	chr13	20120528	20120888	+	361	15.4981537808768	0.438880892171896	1.38388594009008	0.31713660747455	0.751139948696812	1	20	6	6	17.6219311575781	7.3053723622733	9.28566785778189
Interval_4361	chr13	20127698	20127921	+	224	7.93585529000283	1.08812961345809	1.9661646261749	0.553427520245345	0.579970698646871	1	8	5	2	7.04877246303122	6.08781030189442	3.09522261926063
Interval_4362	chr13	20525822	20526403	+	582	22.5664794317942	-0.51977868542052	1.07222724220928	-0.484765416283901	0.627842757331862	1	31	11	19	27.313993294246	13.3931826641677	29.404614882976
Interval_4363	chr13	20566901	20567431	+	531	35.008067374263	-0.506159609418706	0.813406325170088	-0.622271543453839	0.53376332949301	1	38	28	31	33.4816691993983	34.0917376906087	47.9759505985398
Interval_4364	chr13	20773243	20774026	+	784	42.4871168084488	0.150465955290141	0.759942381829311	0.197996530905335	0.843047777939692	1	41	44	26	36.124958873035	53.5727306566709	40.2378940503882
Interval_4365	chr13	20902570	20902970	+	401	20.9829066588797	-0.321256624166213	1.09822435402387	-0.292523675138996	0.769886260954786	1	20	14	14	17.6219311575781	17.0458688453044	21.6665583348244
Interval_4366	chr13	21017130	21017312	+	183	3.71860729903455	1.08724338643287	3.2068825259563	0.339034366751133	0.734583840808165	1	2	4	1	1.76219311575781	4.87024824151553	1.54761130963031
Interval_4367	chr13	21061316	21061777	+	462	15.221592495666	-1.09899775474556	1.29248941250988	-0.850295363434682	0.395160893718119	1	18	7	17	15.8597380418203	8.52293442265218	26.3093922637154
Interval_4368	chr13	21140201	21140793	+	593	60.8584136241013	-0.44169895247098	0.617652629390927	-0.715125187609973	0.47453169139965	1	53	48	46	46.6981175675819	58.4429788981864	71.1901202429945
Interval_4369	chr13	21176295	21177072	+	778	45.5962666599395	-0.0545834744526681	0.706783061092484	-0.0772280455735565	0.938442131125165	1	55	46	35	48.4603106833397	56.0078547774286	54.166395837061
Interval_4370	chr13	21297811	21298567	+	757	47.8998088896181	-0.408395893720757	0.694314234297847	-0.588200376064253	0.5563978050025	1	47	33	35	41.4115382203084	40.1795479925031	54.166395837061
Interval_4371	chr13	21435901	21436123	+	223	9.48580910785347	-0.093014952404105	1.62428479375417	-0.0572651746551918	0.954333961409023	1	8	11	7	7.04877246303122	13.3931826641677	10.8332791674122
Interval_4372	chr13	21459092	21459717	+	626	32.2878148953171	-0.0774645072223757	0.867071539980735	-0.0893403873273212	0.928811397934878	1	32	30	22	28.1950898521249	36.5268618113665	34.0474488118669
Interval_4373	chr13	21603625	21604525	+	901	97.9266470315343	-0.419677617916569	0.531035502376912	-0.790300490340277	0.429352300527513	1	88	85	78	77.5364970933435	103.492775132205	120.713682151165
Interval_4374	chr13	21670795	21671128	+	334	23.2109782350397	0.715299099394978	1.05826021735364	0.675919861358586	0.499091526887087	1	29	25	11	25.5518001784882	30.4390515094721	17.0237244059335
Interval_4375	chr13	21738679	21739064	+	386	6.93660462396774	0.658527880721379	2.00964133880219	0.327684282765542	0.743150388371235	1	11	4	3	9.69206213666793	4.87024824151553	4.64283392889094
Interval_4376	chr13	22061606	22062527	+	922	34.9714229457074	-0.743998776010948	0.819908776194363	-0.907416529268349	0.36418657174347	1	30	27	32	26.4328967363671	32.8741756302298	49.5235619081701
Interval_4377	chr13	22114721	22114903	+	183	12.2729986041305	-0.858893972879006	1.44497980940108	-0.594398598022628	0.552245545956342	1	11	6	10	9.69206213666793	7.3053723622733	15.4761130963031
Interval_4378	chr13	22232484	22232722	+	239	6.40330198627021	-0.669527432768477	2.02367725115923	-0.330846943298369	0.740760100115074	1	9	3	6	7.92986902091013	3.65268618113665	9.28566785778189
Interval_4379	chr13	22552698	22552970	+	273	4.90037041016067	-1.56244345048094	2.44409265573771	-0.639273411674051	0.522645082084353	1	8	1	8	7.04877246303122	1.21756206037888	12.3808904770425
Interval_4380	chr13	23375276	23375835	+	560	75.1143986331578	0.0366711175939458	0.568163309367815	0.0645432694954362	0.948537654838695	1	78	69	48	68.7255315145544	84.0117821661429	74.2853428622551
Interval_4381	chr13	23393788	23393992	+	205	3.36595478736908	1.27339843682254	3.38909108292673	0.37573449803033	0.707114288257892	1	3	4	1	2.64328967363671	4.87024824151553	1.54761130963031
Interval_4382	chr13	23466379	23466879	+	501	18.1645893093356	0.087405189305969	1.1692459040116	0.0747534705968079	0.940410863263054	1	25	17	13	22.0274139469726	20.698555026441	20.1189470251941
Interval_4383	chr13	23578788	23579704	+	917	49.1522336134629	-0.113657139121952	0.69009804477359	-0.164697089033546	0.86918240830765	1	48	43	33	42.2926347781873	52.355168596292	51.0711732178004
Interval_4384	chr13	23888853	23889686	+	834	48.8883969387797	-0.752669074722654	0.691849266294122	-1.0879090452091	0.27663526260391	1	36	33	39	31.7194760836405	40.1795479925031	60.3568410755823
Interval_4385	chr13	23979727	23980121	+	395	12.8307829799257	-0.284580043882489	1.39711987398781	-0.20369049870446	0.838595367480031	1	22	9	12	19.3841242733359	10.9580585434099	18.5713357155638
Interval_4386	chr13	24160705	24161289	+	585	25.3470710108916	0.212526110557329	0.992411548871272	0.214151186369251	0.830429160602882	1	28	27	16	24.6707036206093	32.8741756302298	24.761780954085
Interval_4387	chr13	24251472	24251922	+	451	39.4537888165187	-0.801182178630871	0.765854959975531	-1.04612781858391	0.295502023049819	1	34	31	38	29.9572829678827	37.7444238717454	58.809229765952
Interval_4388	chr13	24254199	24254679	+	481	34.2437841371026	-0.794403439766208	0.825103094463503	-0.962792946841078	0.335651440985507	1	33	23	32	29.0761864100038	28.0039273887143	49.5235619081701
Interval_4389	chr13	24265055	24265270	+	216	11.7939507396589	-0.41848006482471	1.47586995431571	-0.283548061671015	0.776756744737661	1	10	8	8	8.81096557878903	9.74049648303106	12.3808904770425
Interval_4390	chr13	24271804	24272070	+	267	19.2182732576147	0.546255197286225	1.18892268381513	0.459453928100141	0.645908229520259	1	19	16	8	16.7408345996992	19.4809929660621	12.3808904770425
Interval_4391	chr13	24512285	24512827	+	543	21.0476303236594	-0.262867519491959	1.08594184039563	-0.242064086412024	0.808730505639408	1	26	15	16	22.9085105048515	18.2634309056832	24.761780954085
Interval_4392	chr13	24618406	24618869	+	464	27.6062027475735	0.34272314675713	0.999496146436367	0.342895916086405	0.731676764213509	1	20	31	14	17.6219311575781	37.7444238717454	21.6665583348244
Interval_4393	chr13	24922633	24923204	+	572	53.4139405888813	0.252860705985281	0.670895279194584	0.376900410282873	0.706247616513225	1	54	49	29	47.5792141254608	59.6605409585653	44.8807279792791
Interval_4394	chr13	24961064	24961245	+	182	4.36077157270129	0.382984407907276	2.70080710673994	0.141803687850023	0.887235071025954	1	5	3	2	4.40548278939451	3.65268618113665	3.09522261926063
Interval_4395	chr13	25148854	25149189	+	336	5.14274794467111	2.08695827323224	2.71946884343186	0.767413930213882	0.442835448792679	1	8	5	1	7.04877246303122	6.08781030189442	1.54761130963031
Interval_4396	chr13	25286903	25287631	+	729	50.8334949701321	-0.418818846438427	0.668282234689427	-0.626709531838843	0.53084965458838	1	51	47	44	44.9359244518241	57.2254168378075	68.0948976237339
Interval_4397	chr13	25301261	25301906	+	646	50.8801068359248	0.0948188887617577	0.678847639227039	0.13967624439222	0.8889157966139	1	54	48	32	47.5792141254608	58.4429788981864	49.5235619081701
Interval_4398	chr13	25694176	25694423	+	248	5.20541543324642	0.0881700156260273	2.35663839330358	0.0374134682166613	0.970155334105623	1	7	3	3	6.16767590515232	3.65268618113665	4.64283392889094
Interval_4399	chr13	25901772	25902161	+	390	15.8638495537909	-0.770213076422538	1.25274671640869	-0.614819473349366	0.538673947524804	1	17	10	15	14.9786414839414	12.1756206037888	23.2141696444547
Interval_4400	chr13	26186183	26186730	+	548	38.7542254153304	1.14185713872124	0.827815310638598	1.37936218869929	0.167783111180909	1	51	36	13	44.9359244518241	43.8322341736398	20.1189470251941
Interval_4401	chr13	26221622	26222581	+	960	63.4628516362063	0.376273047322742	0.621696475438318	0.605235934557062	0.545022242457795	1	68	70	36	59.9145659357654	85.2293442265218	55.7140071466913
Interval_4402	chr13	26253793	26254240	+	448	49.7128043797388	-0.166690231688165	0.699523824193334	-0.238291000139111	0.811655401184125	1	42	47	34	37.0060554309139	57.2254168378075	52.6187845274307
Interval_4403	chr13	26721456	26721873	+	418	12.9382079479401	-1.34539028898355	1.40616095059095	-0.956782570599858	0.338677011298577	1	15	5	16	13.2164483681835	6.08781030189442	24.761780954085
Interval_4404	chr13	26785384	26785896	+	513	16.0033660915258	0.925353294420729	1.31980819145891	0.701127103475426	0.483223697207977	1	18	16	6	15.8597380418203	19.4809929660621	9.28566785778189
Interval_4405	chr13	27171871	27172370	+	500	45.3278882172456	0.289172496544334	0.731890292817649	0.395103609628528	0.692766425050269	1	49	36	23	43.1737313360662	43.8322341736398	35.5950601214972
Interval_4406	chr13	27216653	27216849	+	197	4.33294048640208	2.15915122567399	2.96418983407554	0.728411925866878	0.466361465053216	1	2	10	1	1.76219311575781	12.1756206037888	1.54761130963031
Interval_4407	chr13	27251250	27251783	+	534	37.048769730184	-0.040109661408994	0.817324200033934	-0.0490743592412028	0.960860037141694	1	34	40	26	29.9572829678827	48.7024824151553	40.2378940503882
Interval_4408	chr13	27270694	27271148	+	455	19.5924515429673	0.0781816556890871	1.1337070334703	0.0689610749346518	0.94502060340622	1	31	15	14	27.313993294246	18.2634309056832	21.6665583348244
Interval_4409	chr13	27374587	27374885	+	299	8.4051414952839	0.00570263864358069	1.74206084758602	0.00327350141155107	0.997388128428678	1	8	7	5	7.04877246303122	8.52293442265218	7.73805654815157
Interval_4410	chr13	27424299	27424738	+	440	31.2687889450864	0.349930332110738	0.902194969207566	0.387865532455913	0.698115546334884	1	41	22	16	36.124958873035	26.7863653283354	24.761780954085
Interval_4411	chr13	27425994	27426350	+	357	21.9680163658089	-0.60610905084194	1.10444014487428	-0.5487930275397	0.583147495790319	1	31	9	19	27.313993294246	10.9580585434099	29.404614882976
Interval_4412	chr13	27449951	27450668	+	718	76.4661656466832	-0.0246989284046693	0.56543542050126	-0.0436812543203849	0.965158481838049	1	84	54	46	74.0121108618278	65.7483512604597	71.1901202429945
Interval_4413	chr13	27482943	27483363	+	421	18.0442893067635	-0.772005119646724	1.17779904155611	-0.655464211132956	0.512168921455514	1	23	10	18	20.2652208312148	12.1756206037888	27.8570035733457
Interval_4414	chr13	27620173	27622079	+	1907	113.46314937359	0.551100795403114	0.526957988719525	1.04581542969347	0.295646255925255	1	132	102	53	116.304745640015	124.191330158646	82.0233994104067
Interval_4415	chr13	27744619	27744861	+	243	4.47811755902464	1.06231128800429	2.79130168875794	0.380579172893702	0.703515537949722	1	1	10	2	0.881096557878903	12.1756206037888	3.09522261926063
Interval_4416	chr13	28138099	28138341	+	243	14.9605322556186	0.650006552790199	1.32681389630641	0.489900320308438	0.624204436373208	1	26	13	8	22.9085105048515	15.8283067849255	12.3808904770425
Interval_4417	chr13	28138902	28139126	+	225	9.86029811868385	-0.1570670016272	1.58419049361504	-0.0991465371495705	0.92102192278379	1	11	8	7	9.69206213666793	9.74049648303106	10.8332791674122
Interval_4418	chr13	28468157	28468429	+	273	9.71883775147384	1.75371107193931	1.75587385197875	0.998768260010819	0.317906965011991	1	27	6	3	23.7896070627304	7.3053723622733	4.64283392889094
Interval_4419	chr13	28658883	28659662	+	780	35.4921301819446	-0.617822432005369	0.813878810552988	-0.759108633858634	0.447787574804329	1	39	23	31	34.3627657572772	28.0039273887143	47.9759505985398
Interval_4420	chr13	28718501	28719205	+	705	81.9848248250605	-0.207724086341501	0.543620961721868	-0.382111987888684	0.702378300253209	1	88	73	62	77.5364970933435	88.8820304076585	95.9519011970795
Interval_4421	chr13	29118775	29118983	+	209	2.89514518173456	-1.76621723858736	4.03642875546988	-0.437569283539047	0.661698541799255	1	2	0	2	1.76219311575781	0	3.09522261926063
Interval_4422	chr13	29131520	29131799	+	280	5.65743433258417	1.50852629506545	2.30230617775813	0.65522401392085	0.512323535348485	1	13	5	2	11.4542552524257	6.08781030189442	3.09522261926063
Interval_4423	chr13	29594941	29595162	+	222	10.931808409947	-0.225734032284322	1.52854874753336	-0.147678660983885	0.882596373029627	1	10	8	7	8.81096557878903	9.74049648303106	10.8332791674122
Interval_4424	chr13	29595775	29595982	+	208	22.4736100291017	0.62746398108156	1.08730685632501	0.57708086492007	0.563884830015567	1	24	22	10	21.1463173890937	26.7863653283354	15.4761130963031
Interval_4425	chr13	29850227	29850750	+	524	42.5556729877426	-0.971433851146076	0.769579741756035	-1.26229134998986	0.206843968110753	1	44	17	38	38.7682485466717	20.698555026441	58.809229765952
Interval_4426	chr13	29935680	29936323	+	644	22.9480838177691	0.58207759065075	1.0546975771585	0.551890516539297	0.581023366189665	1	30	24	12	26.4328967363671	29.2214894490932	18.5713357155638
