chr	start	end	Naive-B	Naive-T	CM	NK	memory-B	cDC	CD8T
chr5	5739113	5739613	493.11364417133336						
chr19	57798455	57798955	625.3302767055						
chr2	216485688	216486188	8064.14299948						
chr17	77456152	77456652	3797.64873813						
chr4	98352887	98353387	706.0156794224999						
chr6	137237746	137238246	3086.56636124	650.3268956740001					
chr13	95480141	95480641	14291.974366299999	535.1028593943333	485.83374939733335				
chr11	76637447	76637947	4719.71160047	2554.211140285	399.357498719				
chr7	103811912	103812412	3094.38045329						
chr2	46490482	46490982	935.126453141						
chrX	39311586	39312086	2930.28452016						
chr7	37479969	37480469	5118.23029521	238.63634888425003	293.674107359				
chr3	172040210	172040710	8400.14895779	860.4666426955					
chr14	51139292	51139792	7298.36197821						
chr12	68163626	68164126	6579.46550927						
chr13	91154880	91155380	15346.876793599999	414.98778833899996	561.7246182583334				
chr9	125759680	125760180	1105.5356469839999						
chr8	141095403	141095903	12455.6627337	1201.2850303700002	299.62066879966665	431.39905223125004			
chr4	54393112	54393612	667.179376131						
chr3	23210044	23210544	2015.016521685	951.0846837080001					
chr12	57469195	57469695	744.851982714						
chr19	54764159	54764659	6595.09369337						
chr11	63505810	63506310	8165.72619618						
chr1	30881265	30881765	4704.08341636						
chr16	11252597	11253097	423.93434978000005						
chr14	72675087	72675587	1230.188695369						
chr6	11462932	11463432	4883.8075336	755.0842463794					
chr12	62744530	62745030	4602.50021967						
chr2	70516561	70517061	5548.00535817	316.2594891763333					
chr2	218291617	218292117	6837.33054704	702.108633396					
chr13	98974089	98974589	825.537385431						
chr14	98984634	98985134	14471.6984836	782.7940361125					
chr17	64840927	64841427	4891.62162565	1334.082217268					
chr10	132593866	132594366	3219.40592615	1425.9245546349998					
chr12	119682639	119683139	1765.98480415						
chr16	17294786	17295286	718.9611138529999						
chr7	21352824	21353324	4821.29479717						
chr14	105841099	105841599	867.3864848569999						
chr3	30644678	30645178	2563.02219363						
chr19	45790932	45791432	10181.761946100001	426.94288053633335					
chr14	59583059	59583559	948.071887573						
chr10	61125808	61126308	731.9065482835001	660.2595339695001					
chr13	74287701	74288201	3344.43139901						
chr1	186195314	186195814	1648.77342334						
chr2	136124197	136124697	1303.0600060315						
chr17	82548499	82548999	5165.11484754						
chr12	46660682	46661182	4594.68612761	896.2901498505					
chr19	8638238	8638738	6993.61238812	941.152045411					
chr13	110161064	110161564	6204.38909069	350.1952658403334					
chr10	46019769	46020269	8634.57171941	1162.4487270794998					
chr21	34202594	34203094	5469.86443763						
chr19	43700472	43700972	395.68230129599993						
chr10	63629315	63629815	2922.47042811						
chr20	12074173	12074673	867.3864848569999						
chr10	69409890	69410390	9195.350448680001	1504.821457565					
chr1	25675946	25676446	9908.26872417						
chr2	84964654	84965154	638.2757111359999						
chr1	93707868	93708368	2367.66989229	1384.969705099	270.92877252520003				
chr7	129544674	129545174	8540.80261476						
chr6	11459857	11460357	439.8979727336667						
chr17	68580248	68580748	5469.86443763	698.318530832					
chr3	16482668	16483168	2414.55444461	1378.944112829	497.12217492766666	242.780358073			
chr19	56367917	56368417	2688.04766649						
chr12	113332049	113332549	1664.73380967						
chr17	13931684	13932184	3681.7952550100003	2853.0421610349995	508.79737235066665				
chr2	230266590	230267090	961.017322005						
chr10	45373833	45374333	6087.17770988	1175.3941615115					
chr2	8821837	8822337	1601.88887102						
chr11	60363444	60363944	2789.63086319	3848.3932923	467.87865719999996	430.75222350599995			
chr1	158147885	158148385	5594.88991049						
chr2	37708059	37708559	961.017322005						
chr1	62356379	62356879	6251.27364301						
chr17	331001	331501	6954.54192785						
chr4	105443548	105444048	1137.4521081125						
chr4	152577929	152578429	854.4410504264999	334.898309553					
chr2	149038391	149038891	1060.673751423						
chr14	22417783	22418283	423.93434978000005						
chr12	67634253	67634753	2125.43303862	626.823756329					
chr3	102619291	102619791	976.975552572						
chr17	57629319	57629819	2234.83032738	1595.7695450350002	292.674107359				
chr9	122816115	122816615	4844.73707333						
chr2	60554674	60555174	1578.44659486	2248.4602773750003	421.32965242866663				
chr19	53844790	53845290	5540.19126612						
chr16	56199125	56199625	354.1332965246667						
chrX	17564774	17565274	4477.47474681						
chr7	22765570	22766070	7095.76158935	886.3575115585					
chr10	124144917	124145417	16284.56784	2339.7384113	424.93076498000005				
chr2	9045879	9046379	540.7075567456667						
chr14	20367381	20367881	667.179376131						
chr17	62892882	62893382	5829.31267211						
chr22	31739816	31740316	654.2339417005						
chr9	75083134	75083634	7103.00967687						
chr1	193083282	193083782	325.20605061733335						
chr17	62611672	62612172	540.7075567456667	1101.628600957					
chr1	10378402	10378902	5758.98584362	621.4232306785					
chr11	114139700	114140200	625.3302767055						
chr6	156698204	156698704	2961.54088838	1881.88928833	292.06919686375				
chr1	167697811	167698311	3406.94413544						
chr5	138565258	138565758	29615.4088838	11862.569277605					
chr6	90233156	90233656	2195.75986711						
chr3	98730243	98730743	3766.39236991						
chr19	7807438	7807938	540.7075567456667						
chr2	136012294	136012794	2734.93221882						
chr18	31206689	31207189	7579.66929215	475.4918853076667					
chr2	226118160	226118660	3446.01459571						
chr6	43713583	43714083	1820.68344853						
chr20	4987067	4987567	1337.989263295						
chr8	65980856	65981356	454.1863982643333						
chr6	139161139	139161639	14745.191705399999	6446.221920645					
chr7	55508250	55508750	592.2596304752						
chr17	30728479	30728979	13237.0719391	857.453846561	359.80849394766665				
chr2	10001552	10002052	922.1810187144999	1817.344816862833					
chr1	23611943	23612443	2023.84984192						
chr12	98438584	98439084	2695.86175855						
chr14	23828610	23829110	3813.27692224	766.8358055475001					
chr5	134086941	134087441	17417.611187799997	4792.85693573					
chr17	83199627	83200127	25692.734672799997	818.6175432699999	627.9681359860001				
chr2	32496629	32497129	5430.79397736	1069.7121398230001					
chr18	55780709	55781209	1969.15119755	811.6977011085					
chr18	59961118	59961618	2430.18262872	1444.89558133	245.86767297375002				
chr22	44685375	44685875	21113.676729299998						
chr9	37374845	37375345	3375.68776722	2300.57206155					
chr5	154761013	154761513	4418.375965159999						
chr7	5491995	5492495	2578.65037774						
chr7	139631021	139631521	299.28733546633333						
chr2	86358870	86359370	1397.915139525						
chr2	223895263	223895763	1680.02979156						
chr14	91376865	91377365	13299.5846755	279.7104844053333					
chr1	193069945	193070445	3055.30999302						
chr3	28326399	28326899	31897.1237635	11847.505296955					
chr11	3037155	3037655	2656.79129828						
chr8	132768469	132768969	7978.18798689	989.9209869985					
chr17	42311486	42311986	5758.98584362						
chr17	42417957	42418457	4102.39832822						
chr8	133341373	133341873	3180.33546588						
chr7	143205853	143206353	1836.31163263	5307.715028275001					
chr10	120700359	120700859	1562.81841075						
chr11	120805923	120806423	7759.39340939						
chr6	7431166	7431666	1191.5222477576665	689.1631989655					
chr9	90773944	90774444	1060.673751423						
chr5	11322095	11322595	5477.67852969						
chr3	122253535	122254035	1801.768089055						
chr19	34474966	34475466	3031.86771686						
chr2	101991569	101992069	9580.07685791	361.817024704					
chr8	71843682	71844182	26396.002957599998						
chr9	77909267	77909767	9134.67361085						
chr9	107868072	107868572	1633.14523924	841.495615996					
chr4	88859314	88859814	4625.94249583						
chr9	36504110	36504610	2602.0926539						
chr19	34014654	34015154	242.13352934800002						
chr1	15258125	15258625	3852.3473825	559.391284925					
chr20	36757651	36758151	1961.33710549						
chr3	138329017	138329517	6579.46550927						
chr1	178418462	178418962	1758.1707121						
chr3	39639772	39640272	638.2757111359999						
chr2	224933349	224933849	2453.62490488						
chr11	112235974	112236474	1548.78910323						
chr2	136225983	136226483	4438.40428654	1092.590212552					
chr17	83203615	83204115	2117.61894657						
chr6	131281435	131281935	16651.8301666						
chr9	34123666	34124166	2625.53493006	4523.82382987	470.54532386666665	391.87658810625			
chr3	170037708	170038208	9822.31371158						
chr7	141676509	141677009	1211.217668667						
chr3	29324083	29324583	286.65704584633335						
chr7	149872639	149873139	7634.36793653	1188.339595943					
chr3	187994052	187994552	23090.642018900002						
chr1	1864601	1865101	4418.375965159999	850.5340043995					
chr21	38733841	38734341	1801.768089055						
chr9	76203333	76203833	242.13352934800002						
chr15	77537872	77538372	5646.04244523	1258.1981104705					
chr15	51658649	51659149	693.0702449925						
chr17	78979757	78980257	4133.65469644						
chr19	1668750	1669250	4235.23789314	2223.4636584					
chrX	1517429	1517929	4352.44927395	366.82555546033336	310.3129277353333				
chr5	14264546	14265046	6319.6844829950005						
chr7	33195176	33195676	493.11364417133336						
chr5	88881579	88882079	4978.42599972						
chr12	124868754	124869254	4391.51973421						
chr1	153790888	153791388	17831.7580667	1791.835450755	302.629199556	507.4069618012501	420.5556178948		
chrX	109840496	109840996	7571.85520009	1014.5984256063333					
chr8	9248834	9249334	1412.3537565616668	248.66772849125					
chr16	13999676	14000176	667.179376131						
chr6	168894981	168895481	12354.079537						
chr2	183089359	183089859	786.7010821395						
chr13	79867200	79867700	4352.44927395						
chr16	19210918	19211418	2144.236709015	712.0412716915					
chr16	21590262	21590762	4438.40428654						
chr3	184608079	184608579	12291.5668006						
chr11	76670945	76671445	9916.08281622	1347.0276517					
chr2	65436061	65436561	8626.75762735	821.6303394045					
chrX	45762501	45763001	3242.84820231						
chr7	64639274	64639774	1182.3140036730001						
chr12	91852032	91852532	5399.53760915						
chr10	89235343	89235843	9587.89094997						
chr22	42431592	42432092	3899.23193483						
chr7	77906108	77906608	2539.147159615	2355.69664186	390.06907318833333	989.2417535443333			
chr3	156781548	156782048	274.69342289266666						
chr6	34227256	34227756	922.1810187144999						
chr11	35182252	35182752	1734.72843594	1034.7828825595	475.99912992640003				
chr22	22838065	22838565	4085.179890575						
chrX	49237027	49237527	6126.24817015						
chr7	38317391	38317891	42696.1989818						
chr14	83254933	83255433	4750.96796869	941.152045411					
chr3	38151717	38152217	2688.04766649	1082.657574255					
chr1	226444898	226445398	12987.0209934						
chr3	71210335	71210835	854.4410504264999						
chr17	27332636	27333136	25012.908664099996	828.5501815655					
chr12	122946729	122947229	15214.037228700001	850.5340043995					
chr7	28409154	28409654	6126.24817015						
chr16	2829914	2830414	906.2227881475001						
chr15	93250136	93250636	3313.17503079						
chr10	6134948	6135448	6173.13272247						
chr11	35272368	35272868	1844.12572469						
chr18	57545139	57545639	4172.72515671						
chr1	26542152	26542652	38929.806611800006	886.3575115585	517.0772671253334				
chr5	148398135	148398635	345.96675356325						
chr17	42618442	42618942	369.76358614500003						
chr22	43376756	43377256	6173.13272247						
chr7	4715428	4715928	10728.7483898	918.2739726875					
chr11	102305624	102306124	339.169673571						
chr6	13307467	13307967	7579.66929215						
chr17	81926915	81927415	5016.64709851						
chr2	16960500	16961000	6319.6844829950005						
chr11	10673495	10673995	3149.07909767						
chr19	35146961	35147461	5915.267684699999						
chr6	113651853	113652353	1249.1597220655						
chr3	12451394	12451894	2039.47802603						
chr13	99352800	99353300	4203.98152492						
chr10	48672746	48673246	1438.86998906	1290.1145715994999					
chr7	136359301	136359801	1198.272234235	709.0284755570001					
chr14	20816484	20816984	410.97925758266666						
chr9	136522299	136522799	6852.95873115	712.0412716915					
chr2	29115196	29115696	3117.82272945						
chr7	135931129	135931629	654.2339417005						
chr2	10305699	10306199	3719.50781759						
chr17	60088817	60089317	1073.6191858500001	644.301303405					
chr1	15837379	15837879	4799.77677789						
chr17	1758817	1759317	592.2596304752	889.3703076885					
chr9	73233873	73234373	1801.768089055						
chr13	40126290	40126790	4799.77677789						
chr8	28636297	28636797	395.68230129599993						
chr3	15858764	15859264	2711.48994266						
chr9	72292685	72293185	8603.31535119	1347.0276517					
chr2	38835856	38836356	2789.63086319	6642.053669395001	277.3686203156667	494.90447540650007			
chr19	42200240	42200740	4594.68612761						
chr8	65743046	65743546	1523.79248426						
chr22	22031157	22031657	3417.8934915199998	1299.1529600045					
chr2	20333726	20334226	1166.3557731065						
chr5	56482361	56482861	2805.2590473	3617.6322862899997	458.86159568733336	398.3448753575	315.9352286456		
chr19	51210795	51211295	6993.61238812						
chr2	54589475	54589975	4305.56472162	503.130705684					
chr19	2634488	2634988	395.68230129599993						
chr5	56564881	56565381	1930.08073728						
chr15	74627190	74627690	2961.54088838	1541.869261065	305.9710636456667				
chr8	127184692	127185192	2398.9262605	883.3447154235					
chr3	101853961	101854461	854.4410504264999						
chr2	16709767	16710267	5665.21673898	782.7940361125					
chr1	64987263	64987763	4532.17339118	983.001144837					
chr17	39017295	39017795	1934.8953224050001						
chr11	128305491	128305991	6399.74139203						
chr7	112080424	112080924	14612.3521405	1384.969705099					
chr19	6588608	6589108	410.97925758266666						
chr5	95059610	95060110	948.071887573						
chr2	119695070	119695570	5141.67257138						
chr8	144271249	144271749	1611.7277755999999						
chr11	821149	821649	10650.6074693						
chr13	21590649	21591149	986.9081908635						
chr20	13870119	13870619	2125.43303862						
chr10	132417746	132418246	2242.64441943	1425.9245546349998	280.04381773866663				
chr10	73229525	73230025	3649.18098911						
chrX	13367895	13368395	3907.04602688						
chr10	93437156	93437656	6688.86279802						
chr6	11723214	11723714	2320.78533997						
chr12	47740466	47740966	1523.74795048						
chr20	25052806	25053306	1664.73380967						
chr6	159105344	159105844	339.169673571						
chr7	150408817	150409317	3711.69372554	2082.192286535					
chr1	40825292	40825792	2844.32950757	288.998909936					
chr18	63831041	63831541	1121.4938775455						
chr8	141010264	141010764	5047.90346673	546.0494208353333					
chr22	46768506	46769006	3422.57231955	2079.179490405					
chr5	59591094	59591594	638.2757111359999						
chr3	122609935	122610435	744.851982714						
chr13	39451790	39452290	9595.70504202	1557.827491635					
chr7	140343029	140343529	7524.97064777	964.03011814					
chr4	174522376	174522876	2008.22165782						
chr9	21444111	21444611	4078.95605206						
chr18	79791593	79792093	11306.9912018	896.2901498505	321.93468659933336				
chr3	157500119	157500619	410.97925758266666						
chr4	140049165	140049665	5141.67257138						
chr6	17591259	17591759	9283.14135987	1085.67037039					
chr13	46378358	46378858	5274.51213629						
chr2	99928394	99928894	2187.94577505	1293.1273677345					
chr15	80018167	80018667	1230.188695369						
chr10	79331649	79332149	23239.1097679	559.391284925	500.7888415943333				
chr1	51490367	51490867	7548.575259424999						
chr10	80392201	80392701	3024.05362481						
chr3	151230578	151231078	1609.70296307	292.0074406923333	327.547914707				
chr5	149730035	149730535	3625.73871295						
chr1	203175755	203176255	5477.67852969	641.2885072705					
chr15	44654858	44655358	3527.2484022549997						
chr3	39255510	39256010	5571.44763433	7189.15826955	675.6433334090001	585.52640881875			
chr6	110823058	110823558	1969.15119755						
chr14	42028627	42029127	760.8102132785						
chr6	4407695	4408195	2008.22165782	3445.0086567299995	427.27621386966666	313.480456685			
chr13	50916694	50917194	5304.70223214						
chr17	31703115	31703615	1268.1307487675						
chr5	151214583	151215083	6743.5614424	3290.46180398					
chr5	177319889	177320389	339.169673571						
chr9	36999842	37000342	2285.5080808800003						
chr12	52194093	52194593	3578.85416062						
chr3	33149311	33149811	6212.20318274						
chr5	180831422	180831922	4102.39832822						
chr10	31582513	31583013	6524.76686489	860.4666426955					
chr19	14438906	14439406	1482.83763473						
chr8	124600689	124601189	1992.59347371	3116.9439245249996	411.64592424933335	289.23188196325			
chr4	140719582	140720082	1594.07477897						
chr16	56971152	56971652	2156.68940684						
chr15	39433329	39433829	4110.21242028						
chr9	133702422	133702922	10228.6464984	3775.19193518					
chr7	142783211	142783711	20637.017114						
chr14	68275552	68276052	1397.915139525						
chr10	79187132	79187632	1303.0600060315						
chr1	151611358	151611858	17206.6307024	482.83374939733335	546.716087502	311.53997050975			
chr3	172512323	172512823	13369.911504000002	1714.7270476049998	428.94288053633335				
chr19	56839567	56840067	325.20605061733335	462.203459777					
chr10	95792876	95793376	3930.48830304	271.08872554133336					
chr20	9500041	9500541	5204.18530781						
chr2	7748639	7749139	15299.992241299999						
chr9	100087104	100087604	718.9611138529999						
chr18	13609101	13609601	3531.9696083000003						
chr16	87701565	87702065	2516.13764131						
chr4	86967136	86967636	409.09097344059995	821.6303394045					
chr6	88141553	88142053	5680.84492308	3217.260446855					
chr9	120474483	120474983	1211.217668667						
chr2	27042004	27042504	2930.28452016	1698.7688170400002					
chr4	38234032	38234532	5141.67257138	663.272330104					
chr12	11747265	11747765	786.7010821395						
chr9	36151195	36151695	339.169673571	628.34307284					
chr4	70654545	70655045	566.9959822763334						
chr1	159188360	159188860	2285.5080808800003	886.3575115585					
chr17	40320142	40320642	1230.188695369						
chr17	49754794	49755294	6470.06822051						
chr16	85984174	85984674	2578.65037774						
chr8	38941575	38942075	999.8536252955	334.898309553					
chr5	65719478	65719978	8220.42484056	3796.28150812					
chr6	79544977	79545477	6212.20318274						
chr12	9721707	9722207	2828.70132346	1623.778960135	328.547914707				
chr10	28248087	28248587	5915.267684699999						
chr10	2986268	2986768	638.2757111359999	279.01641424825					
chr1	183807384	183807884	8299.655746855						
chr17	43779669	43780169	4539.98748324	258.43607126025					
chr8	23456054	23456554	3055.30999302						
chr18	8604054	8604554	1375.931316694	1014.5984256063333					
chr8	29047292	29047792	7095.76158935	1034.7828825595					
chr11	18666867	18667367	2906.842244	279.7104844053333					
chr16	30526625	30527125	12361.8936291	456.528262354	458.528262354				
chr6	116385340	116385840	2422.36853667						
chr17	16268087	16268587	2563.02219363						
chr10	102738744	102739244	3555.41188446						
chr5	111530697	111531197	286.65704584633335						
chr7	106281311	106281811	4196.16743287						
chr8	143355835	143356335	5305.7685045	330.5564454633333					
chr6	10597923	10598423	5501.12080585	448.91503424633333					
chr16	17340790	17341290	718.9611138529999						
chr2	24652449	24652949	799.6465165705001	320.601353266	261.36160519559996				
chr10	14705445	14705945	986.9081908635						
chr2	207408263	207408763	854.4410504264999						
chr22	19607341	19607841	5313.58259656						
chr1	234331454	234331954	4211.79561698						
chr10	103194109	103194609	454.1863982643333						
chr10	110504001	110504501	1898.82436906						
chr17	29116631	29117131	4524.35929913						
chr8	130340604	130341104	4602.50021967	841.495615996					
chr4	186058646	186059146	935.126453141						
chr5	94702616	94703116	799.6465165705001						
chr5	172805672	172806172	1656.5875154						
chr10	133235783	133236283	7649.99612063	657.246737835					
chr2	235614410	235614910	286.65704584633335						
chr2	96546130	96546630	9361.28228041						
chr22	39908120	39908620	3477.27096392						
chr5	158379740	158380240	2727.11812676						
chr15	66851116	66851616	3254.3082503650003						
chr17	65039584	65040084	12315.0090767						
chr2	38960190	38960690	1984.77938166						
chr12	89160529	89161029	9861.38417185	1169.3685692415					
chr1	94020951	94021451	20371.3379842						
chr17	19302848	19303348	2462.9330063549996	2548.18554802					
chr22	17847350	17847850	312.91762508666665						
chr15	98600351	98600851	6141.87635426						
chrX	46461586	46462086	540.7075567456667						
chr6	41161811	41162311	3641.36689705						
chr17	40551419	40551919	1937.89482933						
chr11	126083918	126084418	7274.91970205	2871.118937845					
chr17	61221101	61221601	4242.73953946						
chr1	10147981	10148481	4157.096972599999	696.083041127					
chr2	174751064	174751564	2305.15715586						
chr8	1766684	1767184	8111.027551800001	1124.5066736805002					
chr7	141956032	141956532	7024.86875633	860.4666426955					
chr4	101039268	101039768	12447.848641600001						
chr5	35830546	35831046	15307.806333300001	6162.12483412					
chr1	66769518	66770018	4305.56472162						
chr1	116737247	116737747	13674.661094100002						
chr11	118184755	118185255	5813.684488	330.5564454633333	359.14182728099996	227.75843677325003			
chr2	43136827	43137327	21684.1054492	13872.998549234999					
chr11	17383408	17383908	3921.5946494150003						
chr8	29999221	29999721	4477.47474681	1328.056624998	342.844870994				
chr7	90656099	90656599	782.2565615166667						
chr5	152038835	152039335	9009.64813799						
chr6	11877045	11877545	1639.7371907000002						
chr4	174701653	174702153	883.3447154235						
chr2	179095938	179096438	2117.61894657	1714.7270476049998	217.7773533875				
chr1	179088809	179089309	10072.3646573	1261.2109066055					
chr3	126955073	126955573	3800.188554145	1236.2142876340001					
chr14	52265228	52265728	6712.30507418	709.0284755570001					
chr4	168802996	168803496	6376.29911587						
chr1	65821365	65821865	1567.76012993						
chr1	116306760	116307260	815.6047471355						
chr19	30877608	30878108	9861.38417185	715.0540678259999	339.83634023766666	2037.4005111660001			
chr14	24171568	24172068	2944.320294965	3016.62740219					
chr6	31053168	31053668	815.6047471355						
chr14	77081224	77081724	1012.7990597275	283.052348495					
chr6	152975180	152975680	9837.94189569	1242.239879904					
chr9	127733569	127734069	274.69342289266666						
chr1	27015123	27015623	1031.7700864245						
chr1	234778413	234778913	13557.449713299999	802.659312705	286.99037917966666				
chr7	351203	351703	6094.99180193						
chr9	136590836	136591336	838.4828198615						
chr7	7577878	7578378	718.9611138529999						
chr8	95087561	95088061	13190.187386700001	1191.352392073	366.82555546033336				
chr1	241627939	241628439	3914.86011893						
chr3	184765701	184766201	7329.61834643						
chr2	85564058	85564558	7681.25248885	297.45656728175004	374.7721169013334				
chr7	11557586	11558086	922.1810187144999						
chr10	60809109	60809609	3008.4254407	553.3362283576666					
chr12	32402865	32403365	3063.12408507	378.0431848785					
chrX	1554872	1555372	6532.58095694	7297.6189304	672.3100000756667				
chr1	153943891	153944391	354.1332965246667						
chr14	68979180	68979680	20293.197063599997	527.4276619713334					
chr15	64152065	64152565	1914.45255317						
chr4	168847962	168848462	5304.70223214	443.57317015666666					
chr12	118176019	118176519	7673.43839679	431.9514112926667					
chr11	77999397	77999897	3953.9305791999996						
chr1	158162955	158163455	6579.46550927	689.1631989655	305.07168325825				
chr5	170538928	170539428	1889.4563822826667	602.0215745453332					
chr8	11815351	11815851	299.28733546633333						
chr8	67384250	67384750	2047.29211809						
chr13	41502649	41503149	312.91762508666665						
chr5	157457735	157458235	1891.01027701	1220.256057072					
chr7	21945329	21945829	6337.2286556	2434.9235912550002					
chr5	10662490	10662990	867.3864848569999						
chr1	27491708	27492208	1463.86660803	957.110275978	509.55217663800005				
chr16	50683890	50684390	11416.3884905	1095.603008687					
chr6	42923617	42924117	2914.65633605						
chr9	129954781	129955281	484.8600693190001	828.5501815655	322.60197072875				
chr5	38809721	38810221	354.1332965246667						
chr3	72274586	72275086	3320.98912285	7198.1966579499995	299.62066879966665	532.8832820812501			
chr9	104859809	104860309	625.3302767055						
chr5	107534446	107534946	6118.4340781						
chr8	144060522	144061022	1508.11976638						
chr12	31635986	31636486	1249.1597220655	896.2901498505					
chr12	25269630	25270130	867.3864848569999						
chr3	50254815	50255315	10603.722917000001	267.307585304	443.90650349				
chr5	83363069	83363569	1611.7277755999999						
chr15	65887543	65888043	7032.68284839						
chr7	77556183	77556683	718.9611138529999						
chr17	40615172	40615672	4407.14791832	1968.0360798850002					
chr11	21897131	21897631	3586.66825268	414.98778833899996					
chr3	181017633	181018133	1319.018236593						
chr1	184806272	184806772	1303.0600060315						
chr12	104643224	104643724	3344.43139901	3899.610826585	506.46403901733333	453.654265724	261.36160519559996		
chr17	77266732	77267232	2211.38805121						
chr7	36755423	36755923	381.7186783423333						
chr10	94381058	94381558	948.071887573						
chr4	140053685	140054185	1835.8030964250001	374.8390362128					
chr15	38696215	38696715	18785.0772972						
chr3	32999020	32999520	2906.842244						
chr13	68509650	68510150	1303.0600060315						
chr3	196096231	196096731	1797.24117237						
chr2	136059047	136059547	680.124810562						
chr17	74567237	74567737	6751.37553445	443.57317015666666	444.90650349				
chr6	24574771	24575271	2594.27856185	238.63634888425003					
chr10	88833671	88834171	693.0702449925						
chr7	75727847	75728347	35304.0678989	12691.982464485					
chr11	59728816	59729316	13627.776541799998						
chr5	132963388	132963888	6141.87635426						
chr7	155593542	155594042	8064.14299948	828.5501815655	254.98918701724998				
chr13	40207074	40207574	2285.5080808800003	354.44143888175006					
chr16	88770918	88771418	2144.236709015						
chr4	184479491	184479991	5977.78042113	808.684904974					
chr8	11897787	11898287	1589.743952765	747.8647788485					
chr12	108838328	108838828	25716.176948900003	886.3575115585					
chr11	58907690	58908190	4829.10888922	712.0412716915					
chr8	143573848	143574348	11205.4080051	1670.7594019399999					
chr19	35559204	35559704	1548.78910323						
chr5	169880185	169880685	1971.9431259100002	279.7104844053333					
chr15	59353807	59354307	1523.74795048						
chr16	67984831	67985331	1914.45255317						
chr10	113126512	113127012	1828.49754058						
chr7	50145868	50146368	786.7010821395						
chr19	32696666	32697166	3016.23953275						
chr22	28813781	28814281	6134.0622622						
chr16	757400	757900	3617.92462089						
chr17	74418547	74419047	654.2339417005						
chr8	144804679	144805179	7095.76158935	354.44143888175006					
chr3	39639271	39639771	3860.16147456	795.7394705435001					
chr3	185342728	185343228	6595.09369337	1069.7121398230001					
chr8	124716886	124717386	5633.96037076						
chr1	183480871	183481371	2462.9330063549996						
chr19	37978011	37978511	922.1810187144999						
chr1	31881085	31881585	1711.71425147	951.0846837080001					
chr9	21239832	21240332	799.6465165705001						
chr14	68951125	68951625	9017.46223004						
chr1	116769603	116770103	15089.0117558						
chr15	70463500	70464000	1797.24117237						
chr9	7298031	7298531	948.071887573						
chr2	227415496	227415996	4414.96201038	699.0958372615					
chr14	42353294	42353794	1356.960289992						
chr7	28685156	28685656	6134.0622622						
chr6	129882455	129882955	1789.42708031	834.5757738345					
chr10	108631275	108631775	786.7010821395						
chr7	26100972	26101472	4805.66661306						
chr12	46487757	46488257	3969.55876331	3068.739186375	522.7524645483333	291.81919686375			
chr5	147403964	147404464	3313.17503079						
chr18	55778753	55779253	2047.29211809	5168.232156195	458.86159568733336				
chr3	114213777	114214277	6977.98420401	3939.6714262250002					
chr3	48527300	48527800	2789.63086319	238.63634888425003					
chr1	154623270	154623770	5493.30671379	795.7394705435001					
chr5	72937666	72938166	2281.7148797	283.052348495					
chr11	105027590	105028090	693.0702449925						
chr16	85733154	85733654	6618.53596954	628.34307284					
chr5	179796013	179796513	1984.77938166						
chr17	14604542	14605042	4899.43571771	378.0431848785					
chr17	67509922	67510422	6712.30507418						
chr21	29089956	29090456	8954.94949361	1378.944112829	404.41633388375				
chr9	68639780	68640280	854.4410504264999	696.083041127					
chr18	50194909	50195409	4978.42599972	354.44143888175006					
chr11	66956571	66957071	3867.97556661						
chr5	175638256	175638756	4188.35334082	588.6797104556666					
chr6	11712763	11713263	7540.59883188						
chr14	34060022	34060522	2850.029364905						
chr9	124208474	124208974	10330.2296951	1143.4777003825					
chr6	157877065	157877565	274.69342289266666						
chr3	192494145	192494645	12107.500014385	1191.352392073					
chr9	119736744	119737244	2767.7896193799997						
chr2	38652452	38652952	473.4833545513334						
chr18	61588984	61589484	4250.86607725	650.3268956740001					
chr22	23152745	23153245	3527.2484022549997	983.001144837					
chr17	63742185	63742685	3188.14955793	1996.045494985					
chr16	70112078	70112578	1745.749258845						
chr12	94768968	94769468	2586.4644698	1617.7533678700001					
chr6	89411386	89411886	436.58671887025						
chr5	112418451	112418951	4797.85252101						
chr16	10886815	10887315	1438.86998906	1050.741113126					
chr16	70430671	70431171	5751.17175157	4908.23743873	626.9681359860001				
chr16	28617831	28618331	906.2227881475001						
chr8	55883941	55884441	11986.817210500001	1822.857661995					
chr11	9681264	9681764	592.2596304752	426.94288053633335					
chr3	194109450	194109950	1337.989263295	808.684904974					
chr16	46884016	46884516	17886.456711099996	831.5629776999999	457.1949290206667				
chr2	27993448	27993948	540.7075567456667						
chr7	2982752	2983252	15870.420961200001						
chr8	115247641	115248141	883.3447154235						
chr8	47526333	47526833	8368.89258958	398.357498719					
chr15	85316303	85316803	5282.32622834						
chr19	40748520	40749020	10173.947854	1117.586831519					
chr18	77822580	77823080	680.124810562						
chr20	19885041	19885541	7001.42648017						
chr8	133046295	133046795	638.2757111359999						
chr11	101915674	101916174	2203.57395916						
chr6	138818727	138819227	948.071887573						
chr16	46658866	46659366	21691.9195412	860.4666426955	707.6518641653333				
chr19	2607927	2608427	12947.9505331						
chr17	50221426	50221926	4085.179890575						
chr1	44227144	44227644	540.7075567456667						
chr8	9087840	9088340	2462.9330063549996						
chr6	134109483	134109983	3172.52137383						
chr13	96053205	96053705	8157.91210413	1108.548443114					
chr4	102687240	102687740	2144.236709015						
