chr	start	end	Naive-B	Naive-T	CM	NK	memory-B	cDC	CD8T
chr11	640670	641170	1.0						
chr13	99432753	99433253	1.0						
chr5	1503409	1503909	1.0						
chr10	48625712	48626212	1.0						
chr12	112075551	112076051	1.0						
chr11	36326869	36327369	0.9711	0.2389					
chr10	110862220	110862720	1.0						
chr16	57235704	57236204	0.9047	0.426					
chr3	39232211	39232711	1.0						
chr1	248816927	248817427	0.9984	0.0404	0.0405				
chr6	34755405	34755905	1.0						
chr9	125534874	125535374	1.0						
chr22	26435265	26435765	1.0						
chr15	40543880	40544380	0.9192	0.2985	0.2567				
chr22	45228283	45228783	1.0						
chr19	35269392	35269892	1.0						
chr1	114341730	114342230	1.0						
chr1	205212070	205212570	0.9985	0.0554					
chr18	46398014	46398514	1.0						
chr4	140238271	140238771	1.0						
chr14	77243817	77244317	0.788	0.6156					
chr2	111618882	111619382	0.9961	0.0823	0.0308				
chr5	150400429	150400929	0.6003	0.7899	0.1254				
chr8	28773182	28773682	0.9893	0.1457					
chr11	96014149	96014649	1.0						
chr11	44350899	44351399	0.7698	0.6202	0.1093	0.1045			
chr14	99243375	99243875	1.0						
chr15	81304227	81304727	0.3837	0.9235					
chr18	63271779	63272279	0.9652	0.0721	0.2515				
chr11	47547678	47548178	1.0						
chr3	48563956	48564456	0.859	0.5119					
chr1	203295727	203296227	0.8702	0.4927					
chr10	124669949	124670449	1.0						
chr2	130157358	130157858	1.0						
chr6	145047868	145048368	1.0						
chr22	21766517	21767017	1.0						
chr1	235326326	235326826	1.0						
chr5	95827196	95827696	1.0						
chr17	67398660	67399160	1.0						
chr11	95650189	95650689	1.0						
chr3	9691014	9691514	1.0						
chr3	174337171	174337671	0.9936	0.113					
chr17	41760819	41761319	0.9228	0.3852					
chr11	63871941	63872441	0.999	0.0354	0.0227	0.0144			
chr3	133466455	133466955	0.9047	0.426					
chr22	46006297	46006797	1.0						
chr2	127642109	127642609	1.0						
chr10	19816567	19817067	0.9986	0.0355	0.0386				
chr9	72585631	72586131	1.0						
chr20	38095632	38096132	0.9835	0.1529	0.0833	0.0486			
chr5	80145974	80146474	1.0						
chr3	64225217	64225717	0.9519	0.3063					
chr19	12612770	12613270	1.0						
chr8	133645120	133645620	0.9978	0.0658					
chr7	151797614	151798114	1.0						
chr7	142719847	142720347	1.0						
chr6	41784406	41784906	1.0						
chr6	52310806	52311306	1.0						
chr17	10633703	10634203	0.8367	0.465	0.2893				
chr7	91411882	91412382	1.0						
chr20	4812512	4813012	0.7118	0.6898	0.1328				
chr15	70086586	70087086	0.8324	0.5542					
chr7	47669433	47669933	0.5981	0.7975	0.0793				
chr8	17697380	17697880	1.0						
chr3	188568682	188569182	1.0						
chr16	85306135	85306635	1.0						
chr7	76379763	76380263	0.9965	0.0832					
chr1	36446709	36447209	1.0						
chr6	156963623	156964123	1.0						
chr5	178249121	178249621	1.0						
chr10	97781253	97781753	1.0						
chr3	48987764	48988264	1.0						
chr9	133845294	133845794	0.9941	0.1082					
chr2	145170975	145171475	1.0						
chr17	8867442	8867942	1.0						
chr4	73740324	73740824	1.0						
chr1	243313819	243314319	0.7871	0.6168					
chr3	141386706	141387206	1.0						
chr10	88642941	88643441	1.0						
chr7	31688974	31689474	1.0						
chr7	69597969	69598469	1.0						
chr3	178084781	178085281	1.0						
chr2	190606125	190606625	1.0						
chr16	50313572	50314072	0.9981	0.0621					
chr11	44399925	44400425	1.0						
chr11	8018815	8019315	1.0						
chr17	29031446	29031946	1.0						
chr20	10673299	10673799	1.0						
chr4	6752439	6752939	1.0						
chr17	7042142	7042642	1.0						
chr13	73765540	73766040	1.0						
chr1	116165813	116166313	0.9098	0.415					
chr4	40199321	40199821	1.0						
chr12	8985136	8985636	1.0						
chr10	133373824	133374324	1.0						
chr1	25064450	25064950	0.9177	0.3972					
chr17	63435748	63436248	1.0						
chr3	114389083	114389583	0.9313	0.3642					
chr5	175796798	175797298	1.0						
chr17	27282995	27283495	0.8474	0.495	0.1919				
chr14	77580869	77581369	1.0						
chr14	75831383	75831883	0.9375	0.3481					
chr6	6725704	6726204	0.9986	0.0399	0.0355				
chr12	26340718	26341218	0.9959	0.0909					
chr3	114449518	114450018	0.9832	0.1827					
chr14	69042957	69043457	0.9985	0.0428	0.0345				
chr4	73704588	73705088	0.994	0.1083	0.0171				
chr14	20846479	20846979	1.0						
chr14	20712855	20713355	1.0						
chr18	21685404	21685904	0.8836	0.4683					
chr1	219236034	219236534	1.0						
chrX	41621109	41621609	1.0						
chr15	85284465	85284965	1.0						
chr1	243287641	243288141	0.3072	0.946	0.0768	0.0696			
chr19	50234447	50234947	1.0						
chr2	226136986	226137486	0.996	0.0577	0.0678				
chr11	35066960	35067460	1.0						
chr9	79544256	79544756	1.0						
chr11	112622998	112623498	1.0						
chr8	37313725	37314225	1.0						
chr19	51137123	51137623	0.9953	0.0968					
chr19	15721219	15721719	1.0						
chr14	101774303	101774803	1.0						
chr20	34704430	34704930	1.0						
chr12	75975704	75976204	1.0						
chr13	73984913	73985413	1.0						
chrX	123925335	123925835	1.0						
chr7	99375247	99375747	1.0						
chr11	9260709	9261209	1.0						
chr17	78785181	78785681	1.0						
chr19	16463903	16464403	1.0						
chr17	43168766	43169266	1.0						
chr19	14672227	14672727	0.9945	0.1023	0.0225				
chr11	2481198	2481698	0.9873	0.1591					
chr1	225454722	225455222	1.0						
chr4	4990749	4991249	1.0						
chr12	24416374	24416874	0.572	0.8202					
chr9	137269261	137269761	1.0						
chr2	46545167	46545667	0.9745	0.2244					
chr7	131890199	131890699	0.9884	0.1153	0.099				
chr17	81923349	81923849	0.9971	0.0763					
chr14	89137438	89137938	1.0						
chr8	106674569	106675069	1.0						
chr20	45321110	45321610	0.8662	0.4996					
chr7	42883874	42884374	0.7587	0.6514					
chr9	98993629	98994129	1.0						
chr1	12631097	12631597	1.0						
chr2	206369214	206369714	0.9817	0.1542	0.1115				
chr3	183260047	183260547	0.9931	0.1172					
chr14	106850887	106851387	0.6992	0.7149					
chr11	29527458	29527958	1.0						
chr11	124605634	124606134	0.9983	0.0574					
chr8	8324150	8324650	1.0						
chr19	38425986	38426486	0.999	0.0452					
chr8	41622844	41623344	0.7441	0.6439	0.178				
chr1	80640965	80641465	0.8066	0.5911					
chr15	68009100	68009600	0.9989	0.0381	0.0263				
chr4	118589625	118590125	1.0						
chr1	35505933	35506433	0.7813	0.6241					
chr7	30726670	30727170	1.0						
chr5	759031	759531	1.0						
chr2	65164331	65164831	1.0						
chr4	69178750	69179250	1.0						
chr1	22750234	22750734	1.0						
chr8	96792103	96792603	0.7587	0.6515					
chr2	31256580	31257080	1.0						
chr12	108617271	108617771	1.0						
chr12	51173800	51174300	1.0						
chr6	99130105	99130605	1.0						
chr3	149145305	149145805	0.9864	0.1643					
chr1	35030675	35031175	1.0						
chr8	125729827	125730327	1.0						
chr14	95456907	95457407	0.8881	0.4596					
chr12	89801186	89801686	1.0						
chr12	52005721	52006221	0.9981	0.0505	0.0361				
chr11	82521429	82521929	0.9978	0.0657					
chr4	169604494	169604994	1.0						
chr4	2842853	2843353	1.0						
chr2	85648072	85648572	1.0						
chr14	31944941	31945441	0.9043	0.4269					
chr4	41647251	41647751	0.6028	0.7979					
chr8	80161901	80162401	0.6796	0.7336					
chr1	46581811	46582311	0.9939	0.1101					
chr2	68366182	68366682	1.0						
chr20	34831896	34832396	1.0						
chr10	71739997	71740497	1.0						
chr4	123444143	123444643	1.0						
chr20	32051146	32051646	0.9995	0.0323					
chr16	84893861	84894361	1.0						
chr4	42151464	42151964	0.9425	0.3343					
chr1	149884859	149885359	1.0						
chr22	36017495	36017995	0.9359	0.3523					
chr16	84739669	84740169	1.0						
chr4	157986416	157986916	1.0						
chr4	87919851	87920351	1.0						
chr12	64596347	64596847	1.0						
chr2	85590485	85590985	1.0						
chr4	47173917	47174417	1.0						
chr14	106831265	106831765	1.0						
chr12	121451863	121452363	1.0						
chr2	88697213	88697713	0.9573	0.289					
chr15	87762069	87762569	0.9898	0.1423					
chr15	64001081	64001581	0.998	0.064					
chr19	50492103	50492603	0.9926	0.1215					
chr6	157143364	157143864	1.0						
chr7	140316142	140316642	1.0						
chr5	115601620	115602120	1.0						
chr22	30181648	30182148	1.0						
chr20	17531098	17531598	1.0						
chr16	12544055	12544555	0.4776	0.8786					
chr11	71934132	71934632	1.0						
chr10	71775268	71775768	0.9987	0.0362	0.0296	0.0208			
chr1	150619759	150620259	1.0						
chr1	207807603	207808103	0.9903	0.1388					
chr11	118851916	118852416	0.9404	0.3401					
chr20	62838019	62838519	0.9236	0.3664	0.1128				
chr11	9160148	9160648	0.9756	0.2198					
chr17	47278985	47279485	0.9992	0.0401					
chr11	71870523	71871023	1.0						
chr4	48558812	48559312	1.0						
chr17	45410746	45411246	1.0						
chr10	103552209	103552709	1.0						
chr20	1802246	1802746	0.4574	0.8831	0.1049				
chr14	32233187	32233687	1.0						
chr8	9092291	9092791	1.0						
chr12	10119003	10119503	1.0						
chr1	230123139	230123639	0.9889	0.1484					
chr18	76963886	76964386	0.9143	0.405					
chr22	20023087	20023587	1.0						
chr5	56190487	56190987	1.0						
chr6	31740284	31740784	1.0						
chr21	43817739	43818239	1.0						
chr20	44536157	44536657	1.0						
chr10	20609573	20610073	1.0						
chr6	32658316	32658816	0.9978	0.066					
chr1	111229480	111229980	1.0						
chr8	60238522	60239022	1.0						
chr1	151003121	151003621	1.0						
chr10	86355399	86355899	0.998	0.0423	0.0474				
chr20	53893064	53893564	0.7499	0.6472	0.1375				
chr5	117888587	117889087	1.0						
chr3	151871594	151872094	0.9989	0.0358	0.029				
chr1	19209521	19210021	1.0						
chr9	132366415	132366915	1.0						
chr3	161069804	161070304	0.9455	0.3257					
chr22	50376076	50376576	1.0						
chr20	11890574	11891074	0.9974	0.0552	0.0453				
chr13	30148077	30148577	1.0						
chr11	114082694	114083194	1.0						
chr15	64692081	64692581	0.9989	0.0382	0.0283				
chr1	26627896	26628396	1.0						
chr2	17752225	17752725	0.7684	0.64					
chr12	116551829	116552329	0.9958	0.0918					
chr2	28394484	28394984	1.0						
chr17	40334115	40334615	0.9991	0.0432					
chr22	45169844	45170344	1.0						
chr22	20738598	20739098	1.0						
chr10	15189438	15189938	0.752	0.6591					
chr1	111225619	111226119	1.0						
chr2	10029538	10030038	1.0						
chr1	192702099	192702599	1.0						
chr8	64870852	64871352	1.0						
chr2	195603979	195604479	1.0						
chr1	184745787	184746287	1.0						
chr8	8520256	8520756	1.0						
chr11	60978769	60979269	0.9258	0.3781					
chr1	109895716	109896216	0.9891	0.1473					
chr2	109213678	109214178	0.9951	0.0991					
chr8	28406199	28406699	0.9389	0.3443					
chr7	30427620	30428120	1.0						
chr10	15320473	15320973	1.0						
chr1	12184252	12184752	0.9995	0.0229	0.0225				
chr3	4061813	4062313	1.0						
chr3	18223565	18224065	0.9312	0.3558	0.0795				
chr8	24351026	24351526	1.0						
chr11	20357086	20357586	1.0						
chr6	88166065	88166565	0.8091	0.5876					
chr16	3509488	3509988	1.0						
chr10	133393975	133394475	1.0						
chr6	166556896	166557396	0.9957	0.0926					
chr3	17579557	17580057	1.0						
chr1	200368055	200368555	1.0						
chr4	123649218	123649718	0.977	0.2131					
chr13	27353086	27353586	0.9844	0.1757					
chr6	16849861	16850361	1.0						
chr9	15430860	15431360	1.0						
chr16	19113704	19114204	0.9963	0.0856					
chr15	50907199	50907699	1.0						
chr14	34741753	34742253	1.0						
chr9	129777116	129777616	0.9978	0.0667					
chr2	98438692	98439192	1.0						
chr2	201900358	201900858	1.0						
chr20	62826121	62826621	1.0						
chr3	71530860	71531360	1.0						
chr3	18418197	18418697	1.0						
chr17	49828256	49828756	1.0						
chr3	167520937	167521437	1.0						
chr17	39759189	39759689	1.0						
chr6	166417114	166417614	1.0						
chr7	55964659	55965159	0.9926	0.1217					
chr18	47985793	47986293	0.9879	0.1552					
chr21	37863790	37864290	1.0						
chr17	57046792	57047292	1.0						
chr9	123234813	123235313	0.9605	0.2783					
chr11	126317569	126318069	1.0						
chr6	137099635	137100135	0.9239	0.3826					
chr17	39629905	39630405	1.0						
chr19	16141054	16141554	0.8101	0.5863					
chr19	16252572	16253072	0.9876	0.1569					
chr1	156150630	156151130	1.0						
chr19	47363703	47364203	0.9932	0.1165					
chr12	526076	526576	1.0						
chr14	54488252	54488752	1.0						
chr4	152524390	152524890	1.0						
chr11	111413859	111414359	1.0						
chr11	1772459	1772959	1.0						
chr9	35605776	35606276	1.0						
chr6	85450519	85451019	1.0						
chr10	394795	395295	1.0						
chrX	30597492	30597992	0.9987	0.0513					
chr11	113980734	113981234	1.0						
chr1	184843676	184844176	1.0						
chr5	151238304	151238804	1.0						
chr12	70080536	70081036	1.0						
chr6	32940866	32941366	1.0						
chr9	133256681	133257181	1.0						
chr3	127835352	127835852	1.0						
chr20	19757280	19757780	1.0						
chr11	57547798	57548298	0.8545	0.5195					
chr16	57349125	57349625	0.7786	0.6104	0.1459				
chr15	30650204	30650704	0.9556	0.2946					
chr9	35842686	35843186	1.0						
chr2	135112248	135112748	1.0						
chr2	157420880	157421380	0.9922	0.1224	0.0242				
chr11	85110208	85110708	1.0						
chr3	87949763	87950263	0.8022	0.5971					
chr7	38304672	38305172	1.0						
chr12	118103828	118104328	1.0						
chr13	36420312	36420812	1.0						
chr2	144138016	144138516	0.6962	0.7178					
chr12	116282328	116282828	1.0						
chr1	157724551	157725051	1.0						
chr1	169115964	169116464	0.9717	0.2361					
chr4	7045934	7046434	1.0						
chr2	110875059	110875559	0.9936	0.0792	0.0802				
chr4	105059319	105059819	0.3341	0.9425					
chr11	122337165	122337665	1.0						
chr14	98912598	98913098	0.8776	0.4795					
chr5	77379626	77380126	1.0						
chr5	66558475	66558975	1.0						
chr11	118224767	118225267	0.9322	0.3619					
chr6	14660603	14661103	0.9349	0.3549					
chr1	26771604	26772104	1.0						
chr4	70755629	70756129	1.0						
chr8	69676236	69676736	1.0						
chr6	157885135	157885635	0.9092	0.4164					
chr12	131092776	131093276	0.2755	0.9613					
chr2	38978479	38978979	1.0						
chr19	6067161	6067661	1.0						
chr10	103199428	103199928	1.0						
chr5	133861270	133861770	1.0						
chr21	41369538	41370038	1.0						
chr1	223363958	223364458	0.9537	0.3008					
chr6	148760984	148761484	0.9014	0.4331					
chr5	180860525	180861025	1.0						
chr6	52976525	52977025	1.0						
chr9	133844305	133844805	1.0						
chr6	87732248	87732748	0.9981	0.0486	0.0388				
chr2	85694088	85694588	1.0						
chr12	132429040	132429540	1.0						
chr17	18153783	18154283	1.0						
chr3	10389976	10390476	0.6836	0.7194	0.1232				
chr11	108239047	108239547	1.0						
chr1	167492024	167492524	1.0						
chr10	23643347	23643847	0.9977	0.0672					
chr1	157133414	157133914	0.9941	0.1086					
chr8	41836134	41836634	1.0						
chr12	4141402	4141902	1.0						
chr3	46383508	46384008	0.9327	0.3606					
chr11	119752241	119752741	1.0						
chr17	75587553	75588053	1.0						
chr15	65706055	65706555	0.994	0.1097					
chr9	72955771	72956271	1.0						
chr5	75319117	75319617	0.998	0.034	0.0451	0.0274			
chr6	11374256	11374756	0.4612	0.8789	0.075	0.0352	0.0896		
chr12	116263869	116264369	1.0						
chr10	28403059	28403559	1.0						
chr2	74654522	74655022	1.0						
chr4	141348037	141348537	0.9895	0.1414	0.0287				
chr14	24984806	24985306	1.0						
chr4	3040066	3040566	1.0						
chr1	179883092	179883592	1.0						
chr2	199772133	199772633	1.0						
chr19	38579223	38579723	1.0						
chr1	39691230	39691730	1.0						
chr10	123241783	123242283	1.0						
chr15	55249802	55250302	1.0						
chr11	111177227	111177727	0.7715	0.6289	0.0963				
chr3	45976532	45977032	1.0						
chrX	46961062	46961562	1.0						
chrX	41119749	41120249	1.0						
chr9	89507591	89508091	0.8939	0.4483					
chr8	69681932	69682432	1.0						
chr17	68234886	68235386	1.0						
chr7	74478030	74478530	1.0						
chr19	7268376	7268876	0.9994	0.0346					
chr3	53162192	53162692	1.0						
chr20	40494166	40494666	0.9989	0.0275	0.037				
chr2	230582853	230583353	1.0						
chr6	30883755	30884255	1.0						
chr19	17488292	17488792	1.0						
chr22	39951532	39952032	1.0						
chr6	168919425	168919925	1.0						
chr7	44145334	44145834	1.0						
chr15	67146850	67147350	1.0						
chr3	14375288	14375788	1.0						
chr18	69958282	69958782	1.0						
chr7	38232922	38233422	0.9349	0.3549					
chr10	95896041	95896541	1.0						
chr16	74774644	74775144	0.9886	0.1504					
chr16	89785474	89785974	1.0						
chr10	95814077	95814577	1.0						
chr16	55836213	55836713	1.0						
chr3	102223119	102223619	1.0						
chr15	76056790	76057290	0.9164	0.4003					
chr5	172361449	172361949	1.0						
chr5	107990585	107991085	1.0						
chr4	122117682	122118182	1.0						
chr12	109952333	109952833	0.9801	0.1984					
chr17	1231387	1231887	1.0						
chr6	7255069	7255569	1.0						
chr4	123240262	123240762	0.974	0.2267					
chr16	31116303	31116803	0.9917	0.1283					
chr19	36131158	36131658	0.9834	0.1817					
chr4	172778516	172779016	1.0						
chr3	45167419	45167919	1.0						
chr10	101843659	101844159	0.829	0.5592					
chr17	74280060	74280560	1.0						
chr7	98930837	98931337	1.0						
chr12	6093264	6093764	1.0						
chr5	11642383	11642883	1.0						
chr11	3684983	3685483	1.0						
chr4	7435264	7435764	1.0						
chr4	107719151	107719651	1.0						
chr6	110415386	110415886	0.9948	0.1019					
chr2	169066764	169067264	0.982	0.1888					
chr8	47598040	47598540	0.9995	0.0306					
chr17	49851291	49851791	1.0						
chr6	37182703	37183203	1.0						
chr1	203299149	203299649	0.9048	0.4197	0.0726				
chr17	75571126	75571626	0.9923	0.1183	0.0185	0.0304			
chr16	2251417	2251917	1.0						
chr13	51644662	51645162	1.0						
chr7	43650395	43650895	1.0						
chr5	139454149	139454649	1.0						
chr8	55928958	55929458	1.0						
chr10	62333954	62334454	1.0						
chr16	88968671	88969171	1.0						
chr10	27319884	27320384	0.9971	0.0766					
chr10	61665840	61666340	1.0						
chr19	33816621	33817121	0.9794	0.1842	0.0828				
chr3	48268252	48268752	0.9196	0.3928					
chr2	222447077	222447577	1.0						
chr19	18091691	18092191	1.0						
chr5	10267501	10268001	1.0						
chr20	50310615	50311115	1.0						
chr7	129122526	129123026	1.0						
chr22	21014627	21015127	1.0						
chr18	51251596	51252096	0.8732	0.4874					
chr8	59327539	59328039	1.0						
chr1	114126653	114127153	1.0						
chr8	76454691	76455191	1.0						
chr7	87475165	87475665	1.0						
chr7	106952769	106953269	1.0						
chr1	169680565	169681065	0.9057	0.4239					
chr16	88025117	88025617	1.0						
chr1	64882787	64883287	1.0						
chr9	37477934	37478434	1.0						
chr1	66564309	66564809	1.0						
chr8	42284504	42285004	0.7998	0.6003					
chr4	98662528	98663028	1.0						
chr11	12159277	12159777	0.9975	0.0577	0.0418				
chr11	20079946	20080446	0.7348	0.6783					
chr5	142846356	142846856	0.9978	0.0668					
chr2	40482463	40482963	0.9864	0.1646					
chr7	102305404	102305904	1.0						
chr22	46622108	46622608	0.9936	0.1128					
chr3	143180381	143180881	1.0						
chr22	44005474	44005974	0.9895	0.1448					
chr18	5583076	5583576	0.9981	0.0621					
chr12	682464	682964	1.0						
chr19	37986389	37986889	0.8406	0.5417					
chr7	101688214	101688714	0.999	0.0439					
chr19	4381484	4381984	1.0						
chr5	56026860	56027360	0.9909	0.1343					
chr16	69539381	69539881	0.9934	0.1105	0.0292				
chr6	17907706	17908206	0.9939	0.1061	0.0304				
chr2	230564765	230565265	0.9216	0.3881					
chr19	14673025	14673525	1.0						
chr17	5610973	5611473	0.9795	0.1902	0.0659				
chr2	43288666	43289166	1.0						
chr12	92912006	92912506	1.0						
chr20	37308657	37309157	1.0						
chr15	90214783	90215283	0.9218	0.3877					
chr9	108069925	108070425	1.0						
chr6	6331335	6331835	0.8654	0.4953	0.076				
chr2	128169500	128170000	0.9875	0.1121	0.1107				
chr6	20173770	20174270	0.9813	0.1861	0.0492				
chr9	3524546	3525046	1.0						
chr1	162918944	162919444	1.0						
chr3	4614034	4614534	1.0						
chr10	6558272	6558772	1.0						
chr3	25603466	25603966	0.9879	0.1551					
chr12	107660202	107660702	1.0						
chr13	41458805	41459305	1.0						
chr3	58074292	58074792	0.9838	0.179					
chr1	19123846	19124346	1.0						
chr1	153386406	153386906	0.998	0.0233	0.0277	0.0509			
chr20	52103677	52104177	1.0						
chr16	10981667	10982167	1.0						
chr6	12594874	12595374	1.0						
chr1	63892988	63893488	0.567	0.8208	0.0687				
chr12	6260310	6260810	1.0						
chr1	111200052	111200552	1.0						
chr1	226034510	226035010	0.9992	0.0261	0.0258	0.0136			
chr10	24652270	24652770	1.0						
chr17	16414873	16415373	1.0						
chr17	4635948	4636448	0.9973	0.0729					
chr4	77126206	77126706	1.0						
chr8	6429275	6429775	1.0						
chr21	37655591	37656091	1.0						
chr11	12979899	12980399	1.0						
chr22	50304394	50304894	0.9984	0.0489	0.0294				
chr8	141235370	141235870	0.9914	0.1215	0.048				
chr16	87391492	87391992	1.0						
chr10	86399767	86400267	1.0						
chr19	38395569	38396069	1.0						
chr9	86946973	86947473	1.0						
chr19	2223855	2224355	0.6685	0.7437					
chr7	47941435	47941935	1.0						
chr1	15146854	15147354	1.0						
chr2	37091812	37092312	1.0						
chr18	63869379	63869879	1.0						
chr7	35730405	35730905	0.4199	0.9075					
chr3	194871808	194872308	0.9975	0.0489	0.0519				
chr19	296391	296891	1.0						
chr7	151390250	151390750	1.0						
chr7	98200422	98200922	0.9756	0.2197					
chr12	66240036	66240536	1.0						
chr16	66207158	66207658	1.0						
chr20	3927938	3928438	1.0						
chr3	14413534	14414034	1.0						
chr3	46243475	46243975	1.0						
chr19	54877419	54877919	0.9881	0.1537					
chr9	107309263	107309763	1.0						
chr15	64112928	64113428	1.0						
chr2	38839471	38839971	1.0						
chrX	39492530	39493030	0.9857	0.1686					
chr3	195185508	195186008	1.0						
chr16	65734881	65735381	1.0						
chr1	94926939	94927439	0.7804	0.6253					
chr2	144661269	144661769	0.9865	0.1638					
chr3	130925583	130926083	1.0						
chr2	195575774	195576274	0.8652	0.5014					
chr17	8869351	8869851	1.0						
chr4	14076721	14077221	0.8008	0.5989					
chr18	24009959	24010459	0.8746	0.4848					
chr12	7948827	7949327	0.9956	0.0512	0.0537	0.0574			
chr6	408507	409007	1.0						
chr8	56316325	56316825	1.0						
chr1	222619182	222619682	1.0						
chr5	119174515	119175015	1.0						
chr7	102291491	102291991	1.0						
chr1	9526074	9526574	1.0						
chr5	72244853	72245353	1.0						
chr11	14327089	14327589	1.0						
chr17	5096682	5097182	1.0						
chr8	128543475	128543975	0.9107	0.4131					
chr5	95027308	95027808	0.9744	0.2246					
chr2	37345602	37346102	1.0						
chr12	21456422	21456922	1.0						
chr9	4667640	4668140	1.0						
chr6	151512377	151512877	1.0						
chr9	79568521	79569021	0.9634	0.2681					
chr11	116928345	116928845	1.0						
chr2	10329381	10329881	1.0						
chr6	30711996	30712496	1.0						
chr3	171975350	171975850	0.9855	0.1694					
chr4	89836814	89837314	1.0						
chr17	47882228	47882728	1.0						
chr1	231869322	231869822	1.0						
chr10	107686058	107686558	1.0						
chr22	25406402	25406902	1.0						
chr8	141380496	141380996	1.0						
chr10	124143681	124144181	1.0						
chr15	31212199	31212699	0.9923	0.1235					
chr16	87853592	87854092	0.999	0.0448					
chr11	63535627	63536127	1.0						
chr5	120138962	120139462	1.0						
chr6	39197820	39198320	1.0						
chr12	6839694	6840194	0.9964	0.0853					
chr5	172909951	172910451	1.0						
chr3	4830503	4831003	1.0						
chr19	50387407	50387907	1.0						
chr17	7841532	7842032	1.0						
chr2	144520950	144521450	1.0						
chr8	141001157	141001657	0.8725	0.4886					
chr11	13868920	13869420	0.9333	0.359					
chr1	23894947	23895447	0.9838	0.1795					
chr8	81048842	81049342	1.0						
chr9	127555960	127556460	0.9932	0.1165					
chr3	40314395	40314895	1.0						
chr12	62934118	62934618	1.0						
chr4	180788667	180789167	1.0						
chr10	43439616	43440116	0.9798	0.18	0.0876				
chr19	12400532	12401032	1.0						
chr5	35698005	35698505	1.0						
chr12	62211435	62211935	0.9873	0.1587					
chr6	33014708	33015208	1.0						
chr14	76773492	76773992	1.0						
chr11	10623232	10623732	0.9866	0.1632					
chrX	30864242	30864742	0.995	0.0737	0.0675				
chr17	45201873	45202373	1.0						
chr3	4821934	4822434	1.0						
chr11	12042225	12042725	0.9954	0.0956					
chr1	181134039	181134539	0.7615	0.4161	0.497				
chr22	30372861	30373361	0.991	0.1342					
chr19	8564473	8564973	0.9865	0.1635					
chr5	62689951	62690451	1.0						
chr15	63456235	63456735	0.9719	0.2354					
chr13	99270578	99271078	0.3412	0.9344	0.1024				
chr12	49160438	49160938	0.8155	0.5212	0.2516				
chr15	91349121	91349621	1.0						
chr14	89493995	89494495	0.8005	0.5993					
chr19	12729996	12730496	1.0						
chr6	161356774	161357274	0.9952	0.0977					
chr2	215749618	215750118	0.988	0.1542					
chr17	4161636	4162136	1.0						
chr20	41001423	41001923	1.0						
chr1	207749096	207749596	1.0						
chr15	87736753	87737253	1.0						
chr10	24622927	24623427	1.0						
chr21	42195279	42195779	1.0						
chr5	151096978	151097478	1.0						
chr19	46634021	46634521	0.557	0.828	0.0652				
chr12	110718088	110718588	0.7331	0.6802					
chr3	141300360	141300860	1.0						
chr6	106609650	106610150	1.0						
chr7	131123529	131124029	0.975	0.222					
chr12	121036677	121037177	0.935	0.3546					
chrX	37785523	37786023	0.9863	0.1648					
chr9	2208917	2209417	1.0						
chr18	51266670	51267170	1.0						
chr18	57748669	57749169	1.0						
chr9	87516848	87517348	1.0						
chr1	151006660	151007160	0.9981	0.0617					
chr19	42576214	42576714	1.0						
chr6	125346586	125347086	0.9196	0.3928					
chr19	12289191	12289691	0.9289	0.3702					
chr1	3667341	3667841	1.0						
chr11	61357854	61358354	1.0						
chr12	62075847	62076347	1.0						
chr1	117007110	117007610	1.0						
chr1	39737393	39737893	1.0						
chr5	154075728	154076228	1.0						
chr5	80247147	80247647	0.9754	0.2206					
chr12	53299062	53299562	0.9915	0.1302					
chr3	128415857	128416357	1.0						
chr2	230267485	230267985	1.0						
chr6	149266637	149267137	0.8474	0.5257	0.0746				
chr1	15866879	15867379	1.0						
chr7	24786920	24787420	1.0						
chr11	65776082	65776582	0.9965	0.084					
chr4	102758668	102759168	1.0						
chr17	81866974	81867474	1.0						
chr17	8960496	8960996	0.9986	0.0529					
chr5	119342416	119342916	1.0						
chr20	24855800	24856300	1.0						
chr5	1392758	1393258	1.0						
chr3	98553726	98554226	0.9814	0.1922					
chr12	49784224	49784724	1.0						
chr7	80950491	80950991	1.0						
chr5	81909650	81910150	1.0						
chr14	105853358	105853858	1.0						
chr5	102211128	102211628	1.0						
chr6	15543319	15543819	1.0						
chr16	87875044	87875544	1.0						
chr9	126517176	126517676	1.0						
chr12	83010120	83010620	1.0						
chr5	177510642	177511142	0.9964	0.0824	0.0188				
chr17	64022552	64023052	1.0						
chr12	116284311	116284811	0.9979	0.0652					
chr2	241977807	241978307	1.0						
chr16	84907523	84908023	1.0						
chr17	73667135	73667635	0.9222	0.3868					
chr15	39623534	39624034	0.938	0.3467					
chr9	73213938	73214438	1.0						
chr3	15361391	15361891	0.8667	0.4797	0.1364				
chr2	7625404	7625904	1.0						
chr10	98361205	98361705	1.0						
chr18	79643030	79643530	0.8207	0.5713					
chr14	100159439	100159939	0.8176	0.5758					
chr3	113741945	113742445	1.0						
chr9	33676503	33677003	1.0						
chr5	155023926	155024426	1.0						
chr14	106830565	106831065	0.859	0.512					
chr18	46338668	46339168	1.0						
chr6	110738884	110739384	0.9938	0.1116					
chr1	44676426	44676926	0.9978	0.0386	0.0538				
chr3	114903082	114903582	1.0						
chr6	15368150	15368650	1.0						
