Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PDR.4_R1.mLb.clN.bam.raw	DME.4_R1.mLb.clN.bam.raw	PDR.4_R1.mLb.clN.bam.pseudo	DME.4_R1.mLb.clN.bam.pseudo
Interval_3642	chr12	22409340	22410117	+	778	38.8259763242251	-0.0871366034416221	0.952332424826418	-0.0914980958014787	0.927096819221459	1	55	30	43.7070510038088	46.4283392889094
Interval_3643	chr12	22443175	22443622	+	448	12.4533521833353	0.845743680209216	1.75495617563015	0.481917264917191	0.629864720900837	1	14	4	11.1254311646059	6.19044523852126
Interval_3644	chr12	22543977	22544808	+	832	90.9909655684778	0.37597376878687	0.621746920453667	0.604705478094745	0.54537470760624	1	139	55	110.459637991444	85.1186220296673
Interval_3645	chr12	22624964	22625521	+	558	29.7895873525527	-0.662044310665351	1.02790343472013	-0.644072476366037	0.519528437272411	1	32	26	25.4295569476706	40.2378940503882
Interval_3646	chr12	24948871	24949096	+	226	6.97080354503358	0.845738239855218	2.33774096652027	0.361775856250704	0.717519535707765	1	7	2	5.56271558230294	3.09522261926063
Interval_3647	chr12	25051720	25052801	+	1082	94.1068717045516	0.436941681175459	0.606337483951186	0.720624557677248	0.471140540294839	1	145	55	115.227679919132	85.1186220296673
Interval_3648	chr12	25195006	25195541	+	536	34.1506576493969	0.0740174835589667	0.960649073740765	0.0770494508163557	0.938584205795359	1	41	20	32.581619839203	30.9522261926063
Interval_3649	chr12	25250842	25251528	+	687	62.034242958702	-0.169412025564148	0.698617929004625	-0.242495960281927	0.808395886692338	1	71	41	56.4218294776441	63.4520636948429
Interval_3650	chr12	25333876	25334089	+	214	6.30236283943959	0.0383861908568544	2.5055259825513	0.0153206117694166	0.987776398598618	1	4	2	3.17869461845882	3.09522261926063
Interval_3651	chr12	25385938	25386771	+	834	80.891734157743	0.205502609421639	0.623228469297705	0.329738802935644	0.741597331477698	1	128	57	101.718227790682	88.2138446489279
Interval_3652	chr12	26145831	26146035	+	205	4.8032144920109	0.623334359712195	3.11053795643465	0.200394391080401	0.841172145793245	1	3	1	2.38402096384412	1.54761130963031
Interval_3653	chr12	26156409	26156646	+	238	7.03490164950422	0.623354035591029	2.28683600147631	0.27258361998351	0.785173304643449	1	9	3	7.15206289153236	4.64283392889094
Interval_3654	chr12	26274785	26274999	+	215	14.4837059055577	-0.791676959101219	1.58631918660366	-0.499065361994526	0.617733338422706	1	9	8	7.15206289153236	12.3808904770425
Interval_3655	chr12	26299204	26299475	+	272	9.57678587779146	-1.61366896268555	1.87653802219854	-0.859918074452328	0.389834204446204	1	7	11	5.56271558230294	17.0237244059335
Interval_3656	chr12	26832391	26833383	+	993	55.8421399476315	-0.13848472618805	0.72889903252311	-0.189991644945227	0.849315677656305	1	69	39	54.8324821684147	60.3568410755823
Interval_3657	chr12	26937833	26938673	+	841	69.5046626254497	-0.0634869538755079	0.668299021443664	-0.0949978255816729	0.924316554045402	1	82	44	65.1632396784059	68.0948976237339
Interval_3658	chr12	27014056	27014836	+	781	58.1519753108254	0.0383932210307014	0.724570013551843	0.0529875930726112	0.957741793120329	1	94	47	74.6993235337824	72.7377315526248
Interval_3659	chr12	27022411	27022812	+	402	27.3656351875043	-0.677811348870761	1.09347346725661	-0.619869954934809	0.535343407888676	1	28	23	22.2508623292118	35.5950601214972
Interval_3660	chr12	27198301	27198522	+	222	4.79295554671143	-0.376632685554322	3.00143692951912	-0.125484124570515	0.900140292451026	1	3	2	2.38402096384412	3.09522261926063
Interval_3661	chr12	27243896	27244585	+	690	49.7793580962644	0.0600881125261998	0.774206786312329	0.0776124849181561	0.938136310811989	1	67	33	53.2431348591853	51.0711732178004
Interval_3662	chr12	27347169	27347368	+	200	3.23639264788516	-0.96161505668242	4.21314744075389	-0.228241491712512	0.819458506860569	1	1	1	0.794673654614706	1.54761130963031
Interval_3663	chr12	27523583	27524308	+	726	39.1390598585812	-0.632982064427161	0.896150852100545	-0.706334277251955	0.479980281899861	1	54	43	42.9123773491941	66.5472863141035
Interval_3664	chr12	27710338	27711033	+	696	51.0810509697228	-0.241714762683897	0.767378901780744	-0.314987501119701	0.752771143851503	1	56	34	44.5017246584235	52.6187845274307
Interval_3665	chr12	27780348	27780717	+	370	21.4826491580242	-0.846127465283927	1.27274683525294	-0.66480421859841	0.506175724068307	1	13	12	10.3307575099912	18.5713357155638
Interval_3666	chr12	28190082	28191209	+	1128	69.5704564094705	-0.0965366517895195	0.65210931363746	-0.148037529553195	0.882313150233553	1	102	56	81.0567127707	86.6662333392976
Interval_3667	chr12	28222271	28222440	+	170	4.98362148252635	1.84571132529348	3.00202078734998	0.614822966273585	0.538671640530865	1	7	1	5.56271558230294	1.54761130963031
Interval_3668	chr12	28253493	28253778	+	286	5.28142597390608	1.36032186202294	2.93026093337992	0.464232330481869	0.642481300188224	1	15	3	11.9201048192206	4.64283392889094
Interval_3669	chr12	28590471	28590674	+	204	3.38570703280376	1.03835657151222	4.13670645316523	0.251010455604776	0.801806025526189	1	4	1	3.17869461845882	1.54761130963031
Interval_3670	chr12	28684485	28684750	+	266	5.78079106266646	-0.961598637285513	2.71250544449403	-0.354505698500038	0.722959934194856	1	2	2	1.58934730922941	3.09522261926063
Interval_3671	chr12	29103690	29104007	+	318	12.3215716254997	-0.599033216617613	1.68676141996117	-0.355138082676448	0.722486147869674	1	9	7	7.15206289153236	10.8332791674122
Interval_3672	chr12	29164745	29164940	+	196	7.99546199856223	0.845737542753226	2.19814525358784	0.384750526095946	0.700422256989286	1	7	2	5.56271558230294	3.09522261926063
Interval_3673	chr12	29242103	29242448	+	346	16.0984741730924	-0.961603802759828	1.51924322330434	-0.632949213140705	0.52676680874023	1	8	8	6.35738923691765	12.3808904770425
Interval_3674	chr12	29317719	29318054	+	336	17.5030752923313	0.102525332130835	1.37883586118266	0.0743564444595285	0.940726765104019	1	23	11	18.2774940561382	17.0237244059335
Interval_3675	chr12	29380703	29381476	+	774	59.3671574521156	-0.525507414647	0.716217325122732	-0.733726197641126	0.463115628540319	1	69	51	54.8324821684147	78.9281767911461
Interval_3676	chr12	29762983	29763404	+	422	7.3841038666507	4.94040068762767	2.91505140148434	1.69479024799083	0.0901152181124483	1	11	0	8.74141020076177	0
Interval_3677	chr12	30754608	30755409	+	802	72.3700931632774	0.0949762088256289	0.646938815849938	0.146808641711891	0.883283063496624	1	104	50	82.6460600799294	77.3805654815157
Interval_3678	chr12	30851264	30851714	+	451	25.4447354378004	-0.376642451303292	1.13759408992645	-0.331086856584884	0.740578879228931	1	27	18	21.4561886745971	27.8570035733457
Interval_3679	chr12	31073500	31074236	+	737	50.2075439668207	-0.759972467077747	0.772886813184065	-0.983290766660756	0.325464353161531	1	46	40	36.5549881122765	61.9044523852126
Interval_3680	chr12	31323934	31324358	+	425	21.8471343604066	0.360321718797686	1.24214926203796	0.290079243944095	0.771755614372388	1	30	12	23.8402096384412	18.5713357155638
Interval_3681	chr12	31325984	31326378	+	395	30.8303319203214	0.314028016752693	1.00869330320807	0.311321603656882	0.755556145414869	1	46	19	36.5549881122765	29.404614882976
Interval_3682	chr12	31363061	31363359	+	299	9.48850486961215	1.36030746307654	2.06611735311956	0.658388286136145	0.510288660470144	1	10	2	7.94673654614706	3.09522261926063
Interval_3683	chr12	31659128	31659643	+	516	47.0337038818844	0.475797810979131	0.813951437459762	0.584553069239652	0.558848271692647	1	65	24	51.6537875499559	37.1426714311276
Interval_3684	chr12	31728710	31729476	+	767	80.4958175413044	0.211724007447508	0.628978969511836	0.336615400053569	0.736406845501046	1	106	47	84.2354073891589	72.7377315526248
Interval_3685	chr12	31896574	31896939	+	366	23.5175505332228	0.360321948973583	1.17817246876498	0.305831241627375	0.759733140059622	1	35	14	27.8135779115147	21.6665583348244
Interval_3686	chr12	31959145	31959614	+	470	31.6296402835873	-0.0928501759169851	1.01735691460763	-0.0912660783878344	0.927281170992185	1	42	23	33.3762934938177	35.5950601214972
Interval_3687	chr12	31959890	31960203	+	314	7.61876057004763	0.0384003723276263	2.06573871654044	0.0185891720090993	0.985168840830009	1	12	6	9.53608385537648	9.28566785778189
Interval_3688	chr12	32106692	32106959	+	268	9.10710415733986	0.540896547767424	1.88597291466121	0.286799743285067	0.774265659515978	1	17	6	13.50945212845	9.28566785778189
Interval_3689	chr12	32139236	32139660	+	425	6.40315267286288	1.84573960918561	2.44042561322363	0.756318733578408	0.449458118850178	1	14	2	11.1254311646059	3.09522261926063
Interval_3690	chr12	32635195	32635391	+	197	2.39318838971569	4.28817956159063	5.5166530898115	0.777315428717153	0.436972694494829	1	7	0	5.56271558230294	0
Interval_3691	chr12	32678984	32679744	+	761	69.0823067020727	0.540892847683801	0.680666584408634	0.794651684207079	0.426816144806072	1	119	42	94.56616489915	64.9996750044732
Interval_3692	chr12	32755201	32756449	+	1249	61.9659066470099	0.377194371475953	0.700074725316759	0.538791585862904	0.590030670086761	1	86	34	68.3419342968647	52.6187845274307
Interval_3693	chr12	32856642	32856891	+	250	6.98975972136233	-0.961594534065386	2.24983374781242	-0.427406929512179	0.66908296108721	1	5	5	3.97336827307353	7.73805654815157
Interval_3694	chr12	33286789	33286983	+	195	4.25768053078729	2.49778600665964	3.25071160990762	0.768381298127711	0.442260687879684	1	11	1	8.74141020076177	1.54761130963031
Interval_3695	chr12	34022155	34022828	+	674	46.7110958145253	-0.148019771921099	0.800864440019174	-0.184825002240773	0.853366296748412	1	58	33	46.091071967653	51.0711732178004
Interval_3696	chr12	34163116	34163471	+	356	9.57599303111441	0.208316824263326	1.90817620815435	0.10917064334683	0.913067144326727	1	9	4	7.15206289153236	6.19044523852126
Interval_3697	chr12	34897666	34898070	+	405	16.4736308226463	-0.961600652135596	1.43797271930203	-0.668719676825539	0.503674313220898	1	15	15	11.9201048192206	23.2141696444547
Interval_3698	chr12	34915860	34916155	+	296	8.00992982364673	-2.546546573471	2.09881785765252	-1.21332423591976	0.225005880350872	1	3	9	2.38402096384412	13.9285017866728
Interval_3699	chr12	34930611	34930839	+	229	4.73787044296853	-6.40391276921745	6.1306827246466	-1.04456763738114	0.29622284342236	1	0	8	0	12.3808904770425
Interval_3700	chr12	34950613	34950975	+	363	10.3646699942508	-2.2835174186988	1.97350114797563	-1.15708948081494	0.247235803935392	1	4	10	3.17869461845882	15.4761130963031
Interval_3701	chr12	34969595	34969990	+	396	3.78746520986372	-0.961597601068077	4.20655969081932	-0.22859478332537	0.819183879525259	1	1	1	0.794673654614706	1.54761130963031
Interval_3702	chr12	34970409	34970890	+	482	14.3512058550576	-0.37663933246638	1.51245091018685	-0.249025822874377	0.80334080673066	1	18	12	14.3041257830647	18.5713357155638
Interval_3703	chr12	34992882	34993286	+	405	6.74634009374468	1.49781528828668	2.47774233783984	0.60450809005125	0.545505892209954	1	11	2	8.74141020076177	3.09522261926063
Interval_3704	chr12	35061044	35061403	+	360	6.62194725509883	-7.10465095929495	3.02093408784152	-2.35180601519554	0.0186825151661142	1	0	13	0	20.1189470251941
Interval_3705	chr12	35079661	35080067	+	407	4.54436655073991	-3.96151218671732	3.50338193457472	-1.13076800094827	0.258152751486679	1	1	8	0.794673654614706	12.3808904770425
Interval_3706	chr12	35080091	35080379	+	289	6.53051561686636	-1.2834788642336	3.93602217192173	-0.326085272941171	0.744359839085168	1	4	5	3.17869461845882	7.73805654815157
Interval_3707	chr12	35126667	35127227	+	561	21.9642464107238	-3.35391415036648	1.39334276388762	-2.40709912685705	0.0160798046583149	1	4	21	3.17869461845882	32.4998375022366
Interval_3708	chr12	35176201	35176525	+	325	8.22357531417498	-2.28351892730074	2.37763786165563	-0.960414941285739	0.336846421275353	1	2	5	1.58934730922941	7.73805654815157
Interval_3709	chr12	35189097	35189337	+	241	5.4363486004865	-0.961580710303998	2.8009994222132	-0.343299146254093	0.731373423021556	1	4	4	3.17869461845882	6.19044523852126
Interval_3710	chr12	35199557	35200538	+	982	23.9318162828391	-0.698569324065531	1.26086854476431	-0.554038188172988	0.579552710982445	1	18	15	14.3041257830647	23.2141696444547
Interval_3711	chr12	35265338	35265543	+	206	5.52681181744476	0.360329503877549	2.5340574162039	0.14219468808143	0.886926227454261	1	10	4	7.94673654614706	6.19044523852126
Interval_3712	chr12	35275938	35276395	+	458	7.85685335950062	-5.28348143064485	2.44199424743085	-2.16359290616816	0.0304956064500104	1	1	20	0.794673654614706	30.9522261926063
Interval_3713	chr12	35290430	35290917	+	488	15.7483881627264	0.153870293464016	1.51808166692531	0.10135837670424	0.919265976833056	1	13	6	10.3307575099912	9.28566785778189
Interval_3714	chr12	35302941	35303168	+	228	9.46243110354875	-0.154244771861166	1.82381142028758	-0.0845727634696163	0.93260105307222	1	14	8	11.1254311646059	12.3808904770425
Interval_3715	chr12	35309315	35309964	+	650	22.527724857531	-1.24163916370407	4.37937154542479	-0.283519941348943	0.776778297530423	1	14	17	11.1254311646059	26.3093922637154
Interval_3716	chr12	35323920	35324182	+	263	5.28514462748035	-0.376629960446306	2.76399180440201	-0.13626305253383	0.891613331205331	1	6	4	4.76804192768824	6.19044523852126
Interval_3717	chr12	35350178	35350471	+	294	6.64171370899644	-2.96150205049049	3.95618961882202	-0.748574344465394	0.454113800164902	1	2	8	1.58934730922941	12.3808904770425
Interval_3718	chr12	35394609	35394834	+	226	4.66833367076578	-3.54650574385583	3.23411501150657	-1.09659233862674	0.272819638095703	1	1	6	0.794673654614706	9.28566785778189
Interval_3719	chr12	35429625	35429932	+	308	4.6785644067137	-1.96157335718925	3.09713670844235	-0.633350588575018	0.52650472436905	1	2	4	1.58934730922941	6.19044523852126
Interval_3720	chr12	35474914	35475219	+	306	4.70227433734153	-3.28324807613909	6.20134460456233	-0.52944132047163	0.596499340440913	1	1	5	0.794673654614706	7.73805654815157
Interval_3721	chr12	35498906	35499309	+	404	11.5776287102432	-7.4917041847172	2.6337317300904	-2.84452060896121	0.00444783084044633	1	0	17	0	26.3093922637154
Interval_3722	chr12	35516380	35516786	+	407	8.99777033243045	-5.13149018777858	2.31879234460833	-2.21300117697488	0.0268975645047099	1	1	18	0.794673654614706	27.8570035733457
Interval_3723	chr12	35614802	35615334	+	533	25.2350456843035	-0.0802480504955822	1.14616099714246	-0.0700146407840191	0.944182006574428	1	35	19	27.8135779115147	29.404614882976
Interval_3724	chr12	35716793	35717129	+	337	7.95822445477258	0.623329182248846	2.53820308614257	0.245578923787438	0.806008206055643	1	3	1	2.38402096384412	1.54761130963031
Interval_3725	chr12	35749704	35750022	+	319	12.2458030049436	-7.92779705806531	2.63509324103781	-3.008545175784	0.0026250177180205	1	0	23	0	35.5950601214972
Interval_3726	chr12	35820312	35820525	+	214	7.08008794362231	2.62332956713116	2.66300142864802	0.985102575954308	0.324573688197949	1	12	1	9.53608385537648	1.54761130963031
Interval_3727	chr12	35903010	35903251	+	242	8.61583718370724	-0.639667594077976	1.99153443801964	-0.321193338094647	0.748063880337635	1	10	8	7.94673654614706	12.3808904770425
Interval_3728	chr12	35954413	35954761	+	349	3.69245690513768	-6.57401276654493	4.29070065462487	-1.53215367272451	0.125484517583002	1	0	9	0	13.9285017866728
Interval_3729	chr12	35986378	35986680	+	303	8.31747677292533	-2.54655190774242	2.20562858806846	-1.1545696866273	0.248266686144709	1	2	6	1.58934730922941	9.28566785778189
Interval_3730	chr12	35998367	35998593	+	227	5.6389602260627	-2.9615530884511	2.60449000162011	-1.13709520351734	0.255498488846677	1	3	12	2.38402096384412	18.5713357155638
Interval_3731	chr12	36011139	36011535	+	397	15.7596256338652	-1.61367669277418	1.51887998164578	-1.06241224604572	0.288048576800058	1	7	11	5.56271558230294	17.0237244059335
Interval_3732	chr12	36080394	36081688	+	1295	34.2504364200334	-1.81575216593108	0.945878835901791	-1.91964562162971	0.0549026772772148	1	26	47	20.6615150199824	72.7377315526248
Interval_3733	chr12	36318842	36319119	+	278	9.26204894121238	-0.599030006971665	1.87429443573725	-0.319602937270653	0.749269347459101	1	9	7	7.15206289153236	10.8332791674122
Interval_3734	chr12	36327539	36327811	+	273	9.52679351456895	-1.6985567382698	1.86028580816553	-0.913062246034541	0.361209805043707	1	6	10	4.76804192768824	15.4761130963031
Interval_3735	chr12	36360577	36360826	+	250	7.66453704497892	-0.224630719353531	2.18526248496387	-0.102793472591575	0.918126885939283	1	10	6	7.94673654614706	9.28566785778189
Interval_3736	chr12	36468786	36469103	+	318	4.41878425374122	-6.57410217460423	3.62850591929389	-1.81179315145876	0.0700181637203257	1	0	9	0	13.9285017866728
Interval_3737	chr12	36513639	36513868	+	230	8.17132312262508	-1.54656352964625	2.40591684911933	-0.642816700091845	0.520343045540721	1	2	3	1.58934730922941	4.64283392889094
Interval_3738	chr12	36572860	36573546	+	687	12.0236209167717	-0.224628113142816	1.84093046645243	-0.122018792798669	0.902884134978879	1	10	6	7.94673654614706	9.28566785778189
Interval_3739	chr12	36598943	36599130	+	188	2.82019795115125	3.48088373421923	4.89315904299575	0.711377599549292	0.476850276279245	1	4	0	3.17869461845882	0
Interval_3740	chr12	36781405	36781636	+	232	3.7442834455834	2.48093889102759	4.15799147953068	0.596667622634864	0.550729313335797	1	2	0	1.58934730922941	0
Interval_3741	chr12	36902482	36902850	+	369	7.57136385779905	-4.96155606707743	2.46570169352488	-2.01222884345939	0.0441958193233194	1	1	16	0.794673654614706	24.761780954085
Interval_3742	chr12	37027495	37027871	+	377	6.58310074257812	2.2082862779787	2.68775675982792	0.821609422022282	0.41129922513221	1	9	1	7.15206289153236	1.54761130963031
Interval_3743	chr12	37089300	37089512	+	213	4.84114100173932	1.49781314875222	2.93112196162543	0.511003352423321	0.609348709320437	1	11	2	8.74141020076177	3.09522261926063
Interval_3744	chr12	38316326	38316977	+	652	64.5182222775552	0.324696876285897	0.703513203920506	0.461536293102164	0.644413889129111	1	100	41	79.4673654614706	63.4520636948429
Interval_3745	chr12	38548917	38549148	+	232	5.12248113841795	0.0384118257973326	2.65345622189833	0.0144761483081308	0.988450108163505	1	10	5	7.94673654614706	7.73805654815157
Interval_3746	chr12	38905169	38905602	+	434	13.735295856026	-0.961600725797617	1.57759306790699	-0.609536606973927	0.542168816089858	1	10	10	7.94673654614706	15.4761130963031
Interval_3747	chr12	38906624	38906808	+	185	10.4245340542518	0.137932776688654	1.83905467474345	0.0750019988980999	0.940213121483723	1	15	7	11.9201048192206	10.8332791674122
Interval_3748	chr12	39442923	39443618	+	696	78.519364389785	0.0123974581512774	0.631926566022247	0.0196185107856993	0.984347697203198	1	110	56	87.4141020076177	86.6662333392976
Interval_3749	chr12	39619761	39620254	+	494	45.4100516449272	0.409230654050114	0.813464472830976	0.503071329748344	0.614914123103299	1	75	29	59.600524096103	44.8807279792791
Interval_3750	chr12	39719424	39719683	+	260	3.6563190371794	2.738793325867	3.59037965654627	0.76281440623512	0.445574088259008	1	13	1	10.3307575099912	1.54761130963031
Interval_3751	chr12	40105420	40106194	+	775	39.474127236197	0.141487019318607	0.876273024655931	0.161464538263245	0.871727539214095	1	58	27	46.091071967653	41.7855053600185
Interval_3752	chr12	41306226	41306433	+	208	3.58196198740929	2.49778442372082	3.65024535886845	0.6842785013485	0.493799319852224	1	11	1	8.74141020076177	1.54761130963031
Interval_3753	chr12	41697343	41697630	+	288	4.11912053936152	0.0383797654379022	3.48288746276309	0.0110195249913284	0.991207869080373	1	2	1	1.58934730922941	1.54761130963031
Interval_3754	chr12	42144437	42145231	+	795	40.419836407973	0.360321078885823	0.872303656770911	0.413068403518631	0.679556498039899	1	60	24	47.6804192768824	37.1426714311276
Interval_3755	chr12	42237403	42237677	+	275	16.9007150637537	0.392030791750362	1.42462656860991	0.275181440798826	0.783176844842301	1	23	9	18.2774940561382	13.9285017866728
Interval_3756	chr12	42238232	42238414	+	183	13.1128928142743	-0.0356023872625154	1.57784925995647	-0.0225638710655399	0.981998163198513	1	19	10	15.0987994376794	15.4761130963031
Interval_3757	chr12	42325938	42326143	+	206	13.5455146698774	-0.639675055937402	1.626242455878	-0.39334544097365	0.694064360362719	1	10	8	7.94673654614706	12.3808904770425
Interval_3758	chr12	42469297	42469637	+	341	10.1640377338278	1.26077903386022	1.8963395086261	0.664848793227779	0.506147210605505	1	14	3	11.1254311646059	4.64283392889094
Interval_3759	chr12	43695248	43695457	+	210	3.56261536171032	-0.961609150355759	3.91950651332804	-0.245339342360031	0.806193691590602	1	1	1	0.794673654614706	1.54761130963031
Interval_3760	chr12	43758728	43759390	+	663	73.891100396317	0.540892486812179	0.655679916056159	0.824933742161246	0.409409208491276	1	102	36	81.0567127707	55.7140071466913
Interval_3761	chr12	43805880	43806619	+	740	37.6167828423733	0.10252354973992	0.912797572503729	0.112317947405038	0.910571311873719	1	46	22	36.5549881122765	34.0474488118669
Interval_3762	chr12	43836073	43836520	+	448	16.0337524564744	0.240029192450411	1.4503246264284	0.165500321842781	0.868550196531924	1	23	10	18.2774940561382	15.4761130963031
Interval_3763	chr12	44037353	44037694	+	342	4.8898925321266	5.48094853216663	3.42389590031083	1.60079298312459	0.109422778269399	1	16	0	12.7147784738353	0
Interval_3764	chr12	44848129	44848379	+	251	8.95605360163877	-0.768953978013445	1.90872884809669	-0.402861820200503	0.687049879795515	1	8	7	6.35738923691765	10.8332791674122
Interval_3765	chr12	44876520	44876718	+	199	5.38291799547191	1.20830801543725	2.66502028595708	0.453395428846918	0.650264027447361	1	9	2	7.15206289153236	3.09522261926063
Interval_3766	chr12	45215474	45216476	+	1003	37.3507235865866	-0.204877028721872	0.913737651725423	-0.224218656564059	0.822587167177613	1	49	29	38.9390090761206	44.8807279792791
Interval_3767	chr12	45727516	45727785	+	270	29.3827226632377	0.311410934128064	1.07354025990986	0.290078486813537	0.77175619358608	1	29	12	23.0455359838265	18.5713357155638
Interval_3768	chr12	45728548	45729293	+	746	59.3627246840418	0.580286225214961	0.710729626046898	0.816465508047741	0.414233943121411	1	99	34	78.6726918068559	52.6187845274307
Interval_3769	chr12	45990406	45990989	+	584	92.8535028265245	0.0630544964148826	0.609647726172351	0.103427756240096	0.917623483976927	1	118	58	93.7714912445353	89.7614559585583
Interval_3770	chr12	46215113	46215346	+	234	18.6720886443691	1.51643801809548	1.36468119858309	1.1112031291044	0.266480924672689	1	39	7	30.9922725299735	10.8332791674122
Interval_3771	chr12	46268735	46269300	+	566	27.0465672592456	0.395945568589929	1.08805070991013	0.363903598410991	0.715929997484314	1	41	16	32.581619839203	24.761780954085
Interval_3772	chr12	46371353	46371587	+	235	17.1916311804604	-0.154249081457351	1.38283149953359	-0.111545825727414	0.911183528632193	1	21	12	16.6881467469088	18.5713357155638
Interval_3773	chr12	46372468	46372924	+	457	45.777942848824	0.0890190660700909	0.815148974419691	0.109205886118503	0.913039191787119	1	58	28	46.091071967653	43.3331166696488
Interval_3774	chr12	46383173	46384111	+	939	42.4050713671843	0.436942037443917	0.866391574626676	0.504323968792278	0.614033736812878	1	58	22	46.091071967653	34.0474488118669
Interval_3775	chr12	47080095	47080335	+	241	5.361627311144	-2.96157542847481	2.91977036884857	-1.01431792721519	0.31043107246326	1	1	4	0.794673654614706	6.19044523852126
Interval_3776	chr12	47144699	47145022	+	324	2.87411979021536	2.03834063079893	4.67663269774971	0.435856472495633	0.662940867745124	1	8	1	6.35738923691765	1.54761130963031
Interval_3777	chr12	47193974	47194175	+	202	5.14334105990517	1.36032212488066	2.71232723564692	0.501533187811024	0.615995927027401	1	15	3	11.9201048192206	4.64283392889094
Interval_3778	chr12	47216239	47216715	+	477	14.7356481460542	0.775356979391379	1.55047807068811	0.500076069471445	0.617021515623995	1	20	6	15.8934730922941	9.28566785778189
Interval_3779	chr12	47360876	47361094	+	219	5.41812575607271	2.20828106333648	2.85058573201655	0.77467624935255	0.438530988728229	1	9	1	7.15206289153236	1.54761130963031
Interval_3780	chr12	47546479	47546756	+	278	5.70327733078374	0.360320648563597	2.61641343433946	0.137715486335042	0.890465279697793	1	5	2	3.97336827307353	3.09522261926063
Interval_3781	chr12	47637035	47637315	+	281	7.31445703528032	0.886394059053564	2.11631066468165	0.418839291341427	0.675333587314384	1	18	5	14.3041257830647	7.73805654815157
Interval_3782	chr12	47705644	47706286	+	643	31.1298373348135	-0.0991093556957954	1.00312931811036	-0.0988001785078836	0.921296926759453	1	40	22	31.7869461845882	34.0474488118669
Interval_3783	chr12	47963438	47963770	+	333	21.5055610199924	0.0972876911849403	1.24283584540781	0.0782787940534636	0.937606285588136	1	25	12	19.8668413653677	18.5713357155638
Interval_3784	chr12	48105753	48106587	+	835	33.6070031203036	0.133550947320664	0.973009126931386	0.137255595681664	0.890828767686468	1	47	22	37.3496617668912	34.0474488118669
Interval_3785	chr12	48157303	48157918	+	616	44.8256711766387	-0.33357517036911	0.826289858822587	-0.403702365226211	0.686431600109707	1	51	33	40.52835638535	51.0711732178004
Interval_3786	chr12	48183515	48183817	+	303	13.0753707548047	-0.459100114546098	1.57454550871764	-0.291576275188135	0.770610617225355	1	17	12	13.50945212845	18.5713357155638
Interval_3787	chr12	48197672	48198421	+	750	45.8228010913628	0.0182156237906347	0.80327684903589	0.0226766448111849	0.981908205785519	1	71	36	56.4218294776441	55.7140071466913
Interval_3788	chr12	48350558	48350964	+	407	16.4253959574215	0.453428927792438	1.4849344114699	0.305352831943332	0.760097441929658	1	16	6	12.7147784738353	9.28566785778189
Interval_3789	chr12	48681965	48682475	+	511	77.440798483417	0.663996469180072	0.646918793287944	1.02639848473922	0.304703791983037	1	108	35	85.8247546983883	54.166395837061
Interval_3790	chr12	48716554	48717187	+	634	75.3891398982163	0.478964867488368	0.64349197063726	0.744321435765611	0.456682036047223	1	114	42	90.5927966260765	64.9996750044732
Interval_3791	chr12	48852114	48852719	+	606	28.7708882844244	0.764217325619046	1.07217865135409	0.712770511382491	0.47598777592787	1	43	13	34.1709671484324	20.1189470251941
Interval_3792	chr12	48865700	48866138	+	439	22.1531165507481	0.392029408846628	1.28664953987906	0.304690124774364	0.760602171507528	1	23	9	18.2774940561382	13.9285017866728
Interval_3793	chr12	48925364	48925686	+	323	17.1567936600995	-0.125101743723016	1.37557133218643	-0.0909452972708945	0.927536057284132	1	25	14	19.8668413653677	21.6665583348244
Interval_3794	chr12	48957176	48957590	+	415	17.0904417793609	-0.340114545525888	1.40975818404692	-0.241257365535938	0.809355652374649	1	20	13	15.8934730922941	20.1189470251941
Interval_3795	chr12	49018456	49019133	+	678	47.6714636022847	0.227426442464725	0.805588990735839	0.282310762783624	0.777705233582554	1	57	25	45.2963983130383	38.6902827407579
Interval_3796	chr12	49060304	49060913	+	610	22.5111825654611	-0.447031948720386	1.22100980095892	-0.366116593306056	0.714278076176087	1	20	14	15.8934730922941	21.6665583348244
Interval_3797	chr12	49069714	49070217	+	504	48.0175303381639	-0.0611426129949138	0.800210065345219	-0.0764082028492559	0.939094343755978	1	56	30	44.5017246584235	46.4283392889094
Interval_3798	chr12	49088259	49088450	+	192	10.7519855481853	-0.376638426533262	1.76711314528776	-0.213137697231	0.831219561974296	1	12	8	9.53608385537648	12.3808904770425
Interval_3799	chr12	49110550	49111157	+	608	77.6428612279096	0.716464055098464	0.640537607243425	1.1185355036089	0.263338351952652	1	128	40	101.718227790682	61.9044523852126
Interval_3800	chr12	49130326	49131588	+	1263	69.5876089514255	0.111641678111221	0.657641109092912	0.169760795922884	0.865198259656084	1	101	48	80.2620391160853	74.2853428622551
Interval_3801	chr12	49188330	49189317	+	988	87.1252654577894	0.0265184760924119	0.609774118433865	0.0434890155071219	0.965311720598679	1	121	61	96.1555122083794	94.4042898874492
Interval_3802	chr12	49264600	49265433	+	834	27.1896157635538	-0.191087577675568	1.09276590944714	-0.174865976348259	0.861184945246454	1	29	17	23.0455359838265	26.3093922637154
